epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1618395442737,2021-04-14T12.17.22.737,0.000,0.610,0.061,0.305
1618395442747,2021-04-14T12.17.22.747,0.010,0.854,-0.061,0.305
1618395442757,2021-04-14T12.17.22.757,0.020,0.732,0.366,0.488
1618395442768,2021-04-14T12.17.22.768,0.031,0.610,0.610,0.549
1618395442778,2021-04-14T12.17.22.778,0.041,0.793,0.793,0.549
1618395442787,2021-04-14T12.17.22.787,0.050,0.671,0.732,0.427
1618395442797,2021-04-14T12.17.22.797,0.060,0.732,0.488,0.305
1618395442807,2021-04-14T12.17.22.807,0.070,0.732,0.427,0.244
1618395442818,2021-04-14T12.17.22.818,0.081,0.732,0.549,0.122
1618395442828,2021-04-14T12.17.22.828,0.091,0.732,0.671,0.061
1618395442838,2021-04-14T12.17.22.838,0.101,0.671,0.671,-0.305
1618395442848,2021-04-14T12.17.22.848,0.111,0.793,0.366,-0.549
1618395442857,2021-04-14T12.17.22.857,0.120,0.854,0.244,-0.732
1618395442867,2021-04-14T12.17.22.867,0.130,0.854,0.427,-0.732
1618395442878,2021-04-14T12.17.22.878,0.141,0.732,0.549,-0.732
1618395442888,2021-04-14T12.17.22.888,0.151,0.549,0.549,-0.549
1618395442898,2021-04-14T12.17.22.898,0.161,0.488,0.915,-0.366
1618395442908,2021-04-14T12.17.22.908,0.171,0.488,1.098,-0.305
1618395442919,2021-04-14T12.17.22.919,0.182,0.427,1.159,-0.305
1618395442929,2021-04-14T12.17.22.929,0.192,0.305,0.854,-0.366
1618395442938,2021-04-14T12.17.22.938,0.201,0.366,0.671,-0.549
1618395442948,2021-04-14T12.17.22.948,0.211,0.366,0.549,-0.915
1618395442958,2021-04-14T12.17.22.958,0.221,0.427,0.122,-1.159
1618395442968,2021-04-14T12.17.22.968,0.231,0.427,0.061,-1.098
1618395442979,2021-04-14T12.17.22.979,0.242,0.427,0.305,-0.793
1618395442989,2021-04-14T12.17.22.989,0.252,0.427,0.427,-0.671
1618395442999,2021-04-14T12.17.22.999,0.262,0.244,0.366,-0.671
1618395443008,2021-04-14T12.17.23.008,0.271,0.122,0.000,-0.610
1618395443018,2021-04-14T12.17.23.018,0.281,0.122,-0.305,-0.549
1618395443028,2021-04-14T12.17.23.028,0.291,0.061,-0.366,-0.610
1618395443039,2021-04-14T12.17.23.039,0.302,0.122,-0.488,-0.732
1618395443049,2021-04-14T12.17.23.049,0.312,0.061,-0.732,-0.671
1618395443059,2021-04-14T12.17.23.059,0.322,0.122,-0.671,-0.732
1618395443069,2021-04-14T12.17.23.069,0.332,0.122,-0.488,-0.793
1618395443078,2021-04-14T12.17.23.078,0.341,0.061,-0.610,-0.915
1618395443089,2021-04-14T12.17.23.089,0.352,0.061,-0.549,-0.976
1618395443099,2021-04-14T12.17.23.099,0.362,0.061,-0.427,-0.915
1618395443109,2021-04-14T12.17.23.109,0.372,0.000,-0.610,-0.915
1618395443119,2021-04-14T12.17.23.119,0.382,0.122,-0.610,-0.976
1618395443130,2021-04-14T12.17.23.130,0.393,0.122,-0.549,-0.915
1618395443140,2021-04-14T12.17.23.140,0.403,0.122,-0.244,-0.915
1618395443150,2021-04-14T12.17.23.150,0.413,0.244,-0.244,-1.037
1618395443159,2021-04-14T12.17.23.159,0.422,0.305,-0.427,-1.098
1618395443169,2021-04-14T12.17.23.169,0.432,0.183,-0.427,-1.037
1618395443179,2021-04-14T12.17.23.179,0.442,0.122,-0.305,-1.098
1618395443190,2021-04-14T12.17.23.190,0.453,0.061,-0.244,-1.159
1618395443200,2021-04-14T12.17.23.200,0.463,0.305,-0.183,-1.098
1618395443210,2021-04-14T12.17.23.210,0.473,0.183,-0.305,-1.037
1618395443220,2021-04-14T12.17.23.220,0.483,0.183,-0.488,-1.037
1618395443229,2021-04-14T12.17.23.229,0.492,0.183,-0.244,-0.976
1618395443239,2021-04-14T12.17.23.239,0.502,0.183,-0.122,-0.854
1618395443250,2021-04-14T12.17.23.250,0.513,0.305,0.000,-0.671
1618395443260,2021-04-14T12.17.23.260,0.523,0.427,0.122,-0.610
1618395443270,2021-04-14T12.17.23.270,0.533,0.366,0.122,-0.549
1618395443280,2021-04-14T12.17.23.280,0.543,0.122,-0.183,-0.610
1618395443291,2021-04-14T12.17.23.291,0.554,0.183,-0.183,-0.671
1618395443299,2021-04-14T12.17.23.299,0.562,0.183,-0.061,-0.549
1618395443310,2021-04-14T12.17.23.310,0.573,0.122,-0.183,-0.366
1618395443320,2021-04-14T12.17.23.320,0.583,0.244,-0.183,-0.244
1618395443330,2021-04-14T12.17.23.330,0.593,0.305,0.305,0.000
1618395443340,2021-04-14T12.17.23.340,0.603,0.244,0.366,0.061
1618395443351,2021-04-14T12.17.23.351,0.614,0.366,0.488,0.061
1618395443361,2021-04-14T12.17.23.361,0.624,0.366,0.549,0.000
1618395443370,2021-04-14T12.17.23.370,0.633,0.427,0.488,-0.061
1618395443380,2021-04-14T12.17.23.380,0.643,0.427,0.305,-0.244
1618395443390,2021-04-14T12.17.23.390,0.653,0.549,0.427,-0.305
1618395443401,2021-04-14T12.17.23.401,0.664,0.427,0.488,-0.305
1618395443411,2021-04-14T12.17.23.411,0.674,0.366,0.244,-0.305
1618395443421,2021-04-14T12.17.23.421,0.684,0.427,0.183,-0.488
1618395443431,2021-04-14T12.17.23.431,0.694,0.427,0.061,-0.488
1618395443442,2021-04-14T12.17.23.442,0.705,0.427,-0.061,-0.366
1618395443450,2021-04-14T12.17.23.450,0.713,0.244,0.122,-0.122
1618395443461,2021-04-14T12.17.23.461,0.724,0.244,0.305,0.000
1618395443471,2021-04-14T12.17.23.471,0.734,0.244,0.427,0.061
1618395443481,2021-04-14T12.17.23.481,0.744,0.183,0.366,0.000
1618395443491,2021-04-14T12.17.23.491,0.754,0.244,0.183,-0.183
1618395443502,2021-04-14T12.17.23.502,0.765,0.305,0.061,-0.244
1618395443512,2021-04-14T12.17.23.512,0.775,0.366,0.122,-0.427
1618395443521,2021-04-14T12.17.23.521,0.784,0.427,-0.061,-0.549
1618395443531,2021-04-14T12.17.23.531,0.794,0.305,0.183,-0.610
1618395443541,2021-04-14T12.17.23.541,0.804,0.244,0.366,-0.732
1618395443551,2021-04-14T12.17.23.551,0.814,0.366,0.305,-0.610
1618395443562,2021-04-14T12.17.23.562,0.825,0.244,0.427,-0.610
1618395443572,2021-04-14T12.17.23.572,0.835,0.122,0.305,-0.610
1618395443582,2021-04-14T12.17.23.582,0.845,0.061,0.244,-0.610
1618395443591,2021-04-14T12.17.23.591,0.854,0.183,0.061,-0.732
1618395443601,2021-04-14T12.17.23.601,0.864,0.122,0.061,-0.976
1618395443611,2021-04-14T12.17.23.611,0.874,0.244,0.061,-1.159
1618395443622,2021-04-14T12.17.23.622,0.885,0.305,-0.183,-1.280
1618395443632,2021-04-14T12.17.23.632,0.895,0.366,-0.305,-1.220
1618395443642,2021-04-14T12.17.23.642,0.905,0.244,-0.488,-1.220
1618395443652,2021-04-14T12.17.23.652,0.915,0.244,-0.427,-1.037
1618395443661,2021-04-14T12.17.23.661,0.924,0.183,-0.244,-0.732
1618395443672,2021-04-14T12.17.23.672,0.935,0.183,-0.061,-0.610
1618395443682,2021-04-14T12.17.23.682,0.945,0.122,-0.122,-0.671
1618395443692,2021-04-14T12.17.23.692,0.955,0.122,-0.183,-0.732
1618395443702,2021-04-14T12.17.23.702,0.965,0.122,-0.122,-0.915
