epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1619345224842,2021-04-25T12.07.04.842,0.000,0.000,-0.488,-0.549
1619345224852,2021-04-25T12.07.04.852,0.010,-0.549,-0.976,-0.610
1619345224862,2021-04-25T12.07.04.862,0.020,-0.122,-0.549,-0.488
1619345224872,2021-04-25T12.07.04.872,0.030,-0.061,0.000,-0.488
1619345224882,2021-04-25T12.07.04.882,0.040,0.000,0.427,-0.488
1619345224892,2021-04-25T12.07.04.892,0.050,0.122,0.793,-0.305
1619345224902,2021-04-25T12.07.04.902,0.060,0.244,0.915,-0.244
1619345224912,2021-04-25T12.07.04.912,0.070,0.305,0.732,-0.183
1619345224922,2021-04-25T12.07.04.922,0.080,0.305,0.244,-0.244
1619345224932,2021-04-25T12.07.04.932,0.090,0.183,-0.061,-0.305
1619345224942,2021-04-25T12.07.04.942,0.100,0.000,-0.305,-0.427
1619345224952,2021-04-25T12.07.04.952,0.110,-0.183,-0.488,-0.427
1619345224962,2021-04-25T12.07.04.962,0.120,-0.122,-0.549,-0.488
1619345224972,2021-04-25T12.07.04.972,0.130,-0.061,-0.549,-0.427
1619345224982,2021-04-25T12.07.04.982,0.140,0.061,-0.488,-0.488
1619345224992,2021-04-25T12.07.04.992,0.150,0.244,-0.366,-0.488
1619345225002,2021-04-25T12.07.05.002,0.160,0.366,-0.183,-0.488
1619345225012,2021-04-25T12.07.05.012,0.170,0.488,-0.122,-0.488
1619345225022,2021-04-25T12.07.05.022,0.180,0.427,-0.183,-0.488
1619345225032,2021-04-25T12.07.05.032,0.190,0.549,-0.366,-0.549
1619345225042,2021-04-25T12.07.05.042,0.200,0.549,-0.427,-0.427
1619345225052,2021-04-25T12.07.05.052,0.210,0.427,-0.183,-0.488
1619345225062,2021-04-25T12.07.05.062,0.220,0.305,-0.244,-0.488
1619345225072,2021-04-25T12.07.05.072,0.230,0.305,-0.122,-0.549
1619345225082,2021-04-25T12.07.05.082,0.240,0.244,0.183,-0.488
1619345225092,2021-04-25T12.07.05.092,0.250,0.244,0.427,-0.305
1619345225102,2021-04-25T12.07.05.102,0.260,0.244,0.671,-0.305
1619345225112,2021-04-25T12.07.05.112,0.270,0.183,0.732,-0.427
1619345225122,2021-04-25T12.07.05.122,0.280,0.122,0.610,-0.549
1619345225132,2021-04-25T12.07.05.132,0.290,0.183,0.305,-0.549
1619345225142,2021-04-25T12.07.05.142,0.300,0.244,0.000,-0.549
1619345225152,2021-04-25T12.07.05.152,0.310,0.183,-0.244,-0.610
1619345225162,2021-04-25T12.07.05.162,0.320,0.183,-0.244,-0.488
1619345225172,2021-04-25T12.07.05.172,0.330,0.183,-0.244,-0.366
1619345225182,2021-04-25T12.07.05.182,0.340,0.183,-0.366,-0.305
1619345225192,2021-04-25T12.07.05.192,0.350,0.244,-0.427,-0.366
1619345225202,2021-04-25T12.07.05.202,0.360,0.305,-0.183,-0.366
