epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1621616492515,2021-05-21T19.01.32.515,0.000,-0.800,0.184,-0.562
1621616492525,2021-05-21T19.01.32.525,0.010,-0.805,0.185,-0.569
1621616492535,2021-05-21T19.01.32.535,0.020,-0.802,0.183,-0.568
1621616492545,2021-05-21T19.01.32.545,0.030,-0.803,0.184,-0.569
1621616492555,2021-05-21T19.01.32.555,0.040,-0.804,0.184,-0.566
1621616492565,2021-05-21T19.01.32.565,0.050,-0.802,0.183,-0.569
1621616492575,2021-05-21T19.01.32.575,0.060,-0.801,0.180,-0.570
1621616492585,2021-05-21T19.01.32.585,0.070,-0.800,0.181,-0.569
1621616492595,2021-05-21T19.01.32.595,0.080,-0.801,0.182,-0.570
1621616492605,2021-05-21T19.01.32.605,0.090,-0.802,0.184,-0.566
1621616492615,2021-05-21T19.01.32.615,0.100,-0.800,0.181,-0.570
1621616492625,2021-05-21T19.01.32.625,0.110,-0.804,0.181,-0.569
1621616492635,2021-05-21T19.01.32.635,0.120,-0.802,0.182,-0.568
1621616492645,2021-05-21T19.01.32.645,0.130,-0.800,0.182,-0.570
1621616492655,2021-05-21T19.01.32.655,0.140,-0.803,0.182,-0.568
1621616492665,2021-05-21T19.01.32.665,0.150,-0.801,0.181,-0.570
1621616492675,2021-05-21T19.01.32.675,0.160,-0.802,0.181,-0.571
1621616492685,2021-05-21T19.01.32.685,0.170,-0.804,0.181,-0.572
1621616492695,2021-05-21T19.01.32.695,0.180,-0.805,0.181,-0.570
1621616492705,2021-05-21T19.01.32.705,0.190,-0.804,0.180,-0.570
1621616492715,2021-05-21T19.01.32.715,0.200,-0.806,0.180,-0.570
1621616492725,2021-05-21T19.01.32.725,0.210,-0.803,0.180,-0.569
1621616492735,2021-05-21T19.01.32.735,0.220,-0.805,0.179,-0.572
1621616492745,2021-05-21T19.01.32.745,0.230,-0.804,0.179,-0.568
1621616492755,2021-05-21T19.01.32.755,0.240,-0.804,0.181,-0.567
1621616492765,2021-05-21T19.01.32.765,0.250,-0.803,0.180,-0.567
1621616492775,2021-05-21T19.01.32.775,0.260,-0.807,0.179,-0.568
1621616492785,2021-05-21T19.01.32.785,0.270,-0.806,0.180,-0.570
1621616492795,2021-05-21T19.01.32.795,0.280,-0.800,0.181,-0.569
1621616492805,2021-05-21T19.01.32.805,0.290,-0.802,0.180,-0.566
1621616492815,2021-05-21T19.01.32.815,0.300,-0.803,0.183,-0.569
1621616492825,2021-05-21T19.01.32.825,0.310,-0.802,0.182,-0.569
1621616492835,2021-05-21T19.01.32.835,0.320,-0.803,0.182,-0.567
1621616492845,2021-05-21T19.01.32.845,0.330,-0.801,0.180,-0.568
1621616492855,2021-05-21T19.01.32.855,0.340,-0.803,0.181,-0.569
1621616492865,2021-05-21T19.01.32.865,0.350,-0.803,0.181,-0.567
1621616492875,2021-05-21T19.01.32.875,0.360,-0.803,0.181,-0.567
1621616492885,2021-05-21T19.01.32.885,0.370,-0.803,0.180,-0.569
1621616492895,2021-05-21T19.01.32.895,0.380,-0.803,0.181,-0.568
1621616492905,2021-05-21T19.01.32.905,0.390,-0.802,0.182,-0.569
1621616492915,2021-05-21T19.01.32.915,0.400,-0.804,0.181,-0.571
1621616492925,2021-05-21T19.01.32.925,0.410,-0.802,0.182,-0.570
1621616492935,2021-05-21T19.01.32.935,0.420,-0.803,0.182,-0.570
1621616492945,2021-05-21T19.01.32.945,0.430,-0.802,0.180,-0.570
1621616492955,2021-05-21T19.01.32.955,0.440,-0.802,0.182,-0.570
1621616492965,2021-05-21T19.01.32.965,0.450,-0.803,0.185,-0.569
1621616492975,2021-05-21T19.01.32.975,0.460,-0.801,0.184,-0.568
1621616492985,2021-05-21T19.01.32.985,0.470,-0.802,0.184,-0.566
1621616492995,2021-05-21T19.01.32.995,0.480,-0.802,0.186,-0.567
1621616493005,2021-05-21T19.01.33.005,0.490,-0.803,0.185,-0.566
1621616493015,2021-05-21T19.01.33.015,0.500,-0.800,0.181,-0.571
1621616493025,2021-05-21T19.01.33.025,0.510,-0.800,0.182,-0.569
1621616493035,2021-05-21T19.01.33.035,0.520,-0.805,0.180,-0.570
1621616493045,2021-05-21T19.01.33.045,0.530,-0.805,0.176,-0.570
1621616493055,2021-05-21T19.01.33.055,0.540,-0.804,0.176,-0.567
1621616493065,2021-05-21T19.01.33.065,0.550,-0.804,0.176,-0.568
1621616493075,2021-05-21T19.01.33.075,0.560,-0.805,0.175,-0.568
1621616493085,2021-05-21T19.01.33.085,0.570,-0.804,0.179,-0.566
1621616493095,2021-05-21T19.01.33.095,0.580,-0.805,0.179,-0.569
1621616493105,2021-05-21T19.01.33.105,0.590,-0.805,0.181,-0.570
1621616493115,2021-05-21T19.01.33.115,0.600,-0.806,0.184,-0.569
1621616493125,2021-05-21T19.01.33.125,0.610,-0.806,0.184,-0.571
1621616493135,2021-05-21T19.01.33.135,0.620,-0.805,0.185,-0.569
