epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1621616492073,2021-05-21T19.01.32.073,0.000,0.737,0.494,0.352
1621616492083,2021-05-21T19.01.32.083,0.010,0.741,0.497,0.356
1621616492093,2021-05-21T19.01.32.093,0.020,0.733,0.497,0.351
1621616492103,2021-05-21T19.01.32.103,0.030,0.731,0.497,0.355
1621616492113,2021-05-21T19.01.32.113,0.040,0.734,0.499,0.354
1621616492123,2021-05-21T19.01.32.123,0.050,0.738,0.500,0.354
1621616492133,2021-05-21T19.01.32.133,0.060,0.742,0.501,0.354
1621616492143,2021-05-21T19.01.32.143,0.070,0.747,0.503,0.359
1621616492153,2021-05-21T19.01.32.153,0.080,0.749,0.502,0.362
1621616492163,2021-05-21T19.01.32.163,0.090,0.751,0.504,0.362
1621616492173,2021-05-21T19.01.32.173,0.100,0.744,0.504,0.356
1621616492183,2021-05-21T19.01.32.183,0.110,0.732,0.501,0.354
1621616492193,2021-05-21T19.01.32.193,0.120,0.733,0.498,0.354
1621616492203,2021-05-21T19.01.32.203,0.130,0.735,0.500,0.357
1621616492213,2021-05-21T19.01.32.213,0.140,0.728,0.498,0.354
1621616492223,2021-05-21T19.01.32.223,0.150,0.730,0.495,0.356
1621616492233,2021-05-21T19.01.32.233,0.160,0.730,0.496,0.356
1621616492243,2021-05-21T19.01.32.243,0.170,0.734,0.499,0.355
1621616492253,2021-05-21T19.01.32.253,0.180,0.739,0.503,0.358
1621616492263,2021-05-21T19.01.32.263,0.190,0.737,0.503,0.360
1621616492273,2021-05-21T19.01.32.273,0.200,0.739,0.503,0.357
1621616492283,2021-05-21T19.01.32.283,0.210,0.735,0.506,0.353
1621616492293,2021-05-21T19.01.32.293,0.220,0.736,0.501,0.354
1621616492303,2021-05-21T19.01.32.303,0.230,0.740,0.501,0.354
1621616492313,2021-05-21T19.01.32.313,0.240,0.739,0.501,0.356
1621616492323,2021-05-21T19.01.32.323,0.250,0.739,0.501,0.353
1621616492333,2021-05-21T19.01.32.333,0.260,0.739,0.500,0.347
1621616492343,2021-05-21T19.01.32.343,0.270,0.740,0.498,0.351
1621616492353,2021-05-21T19.01.32.353,0.280,0.740,0.500,0.348
1621616492363,2021-05-21T19.01.32.363,0.290,0.743,0.498,0.351
1621616492373,2021-05-21T19.01.32.373,0.300,0.745,0.499,0.353
1621616492383,2021-05-21T19.01.32.383,0.310,0.744,0.503,0.357
1621616492393,2021-05-21T19.01.32.393,0.320,0.746,0.501,0.355
1621616492403,2021-05-21T19.01.32.403,0.330,0.746,0.502,0.354
1621616492413,2021-05-21T19.01.32.413,0.340,0.745,0.500,0.357
1621616492423,2021-05-21T19.01.32.423,0.350,0.744,0.498,0.356
1621616492433,2021-05-21T19.01.32.433,0.360,0.741,0.499,0.359
1621616492443,2021-05-21T19.01.32.443,0.370,0.740,0.496,0.354
1621616492453,2021-05-21T19.01.32.453,0.380,0.741,0.493,0.354
1621616492463,2021-05-21T19.01.32.463,0.390,0.739,0.495,0.353
1621616492473,2021-05-21T19.01.32.473,0.400,0.737,0.498,0.354
1621616492483,2021-05-21T19.01.32.483,0.410,0.746,0.499,0.359
1621616492493,2021-05-21T19.01.32.493,0.420,0.750,0.502,0.357
1621616492503,2021-05-21T19.01.32.503,0.430,0.745,0.500,0.351
1621616492513,2021-05-21T19.01.32.513,0.440,0.741,0.500,0.350
1621616492523,2021-05-21T19.01.32.523,0.450,0.744,0.500,0.354
1621616492533,2021-05-21T19.01.32.533,0.460,0.742,0.499,0.353
1621616492543,2021-05-21T19.01.32.543,0.470,0.739,0.499,0.352
1621616492553,2021-05-21T19.01.32.553,0.480,0.737,0.498,0.350
1621616492563,2021-05-21T19.01.32.563,0.490,0.738,0.498,0.352
1621616492573,2021-05-21T19.01.32.573,0.500,0.739,0.497,0.354
1621616492583,2021-05-21T19.01.32.583,0.510,0.735,0.497,0.350
1621616492593,2021-05-21T19.01.32.593,0.520,0.739,0.499,0.351
1621616492603,2021-05-21T19.01.32.603,0.530,0.743,0.500,0.355
1621616492613,2021-05-21T19.01.32.613,0.540,0.740,0.503,0.353
1621616492623,2021-05-21T19.01.32.623,0.550,0.741,0.501,0.353
1621616492633,2021-05-21T19.01.32.633,0.560,0.740,0.503,0.353
1621616492643,2021-05-21T19.01.32.643,0.570,0.742,0.502,0.354
1621616492653,2021-05-21T19.01.32.653,0.580,0.746,0.502,0.355
1621616492663,2021-05-21T19.01.32.663,0.590,0.747,0.498,0.351
1621616492673,2021-05-21T19.01.32.673,0.600,0.743,0.498,0.352
1621616492683,2021-05-21T19.01.32.683,0.610,0.743,0.499,0.354
1621616492693,2021-05-21T19.01.32.693,0.620,0.744,0.497,0.353
1621616492703,2021-05-21T19.01.32.703,0.630,0.741,0.494,0.353
1621616492713,2021-05-21T19.01.32.713,0.640,0.742,0.496,0.352
1621616492723,2021-05-21T19.01.32.723,0.650,0.740,0.495,0.353
1621616492733,2021-05-21T19.01.32.733,0.660,0.739,0.495,0.353
1621616492743,2021-05-21T19.01.32.743,0.670,0.741,0.496,0.358
1621616492753,2021-05-21T19.01.32.753,0.680,0.741,0.496,0.354
1621616492763,2021-05-21T19.01.32.763,0.690,0.741,0.496,0.351
1621616492773,2021-05-21T19.01.32.773,0.700,0.747,0.498,0.355
1621616492783,2021-05-21T19.01.32.783,0.710,0.754,0.499,0.356
1621616492793,2021-05-21T19.01.32.793,0.720,0.756,0.500,0.353
1621616492803,2021-05-21T19.01.32.803,0.730,0.756,0.499,0.355
1621616492813,2021-05-21T19.01.32.813,0.740,0.750,0.498,0.355
1621616492823,2021-05-21T19.01.32.823,0.750,0.746,0.495,0.352
1621616492833,2021-05-21T19.01.32.833,0.760,0.745,0.494,0.352
1621616492843,2021-05-21T19.01.32.843,0.770,0.740,0.493,0.349
1621616492853,2021-05-21T19.01.32.853,0.780,0.734,0.492,0.348
1621616492863,2021-05-21T19.01.32.863,0.790,0.735,0.494,0.348
1621616492873,2021-05-21T19.01.32.873,0.800,0.737,0.494,0.347
1621616492883,2021-05-21T19.01.32.883,0.810,0.738,0.496,0.352
