epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1621265967179,2021-05-17T17.39.27.179,0.000,1.098,0.305,-0.061
1621265967189,2021-05-17T17.39.27.189,0.010,1.159,0.366,0.061
1621265967199,2021-05-17T17.39.27.199,0.020,1.159,0.183,0.000
1621265967209,2021-05-17T17.39.27.209,0.030,1.159,-0.122,0.244
1621265967219,2021-05-17T17.39.27.219,0.040,1.159,-0.244,0.549
1621265967229,2021-05-17T17.39.27.229,0.050,0.976,-0.183,0.488
1621265967239,2021-05-17T17.39.27.239,0.060,0.732,0.305,0.366
1621265967249,2021-05-17T17.39.27.249,0.070,0.793,0.549,0.366
1621265967259,2021-05-17T17.39.27.259,0.080,0.732,0.427,0.244
1621265967269,2021-05-17T17.39.27.269,0.090,0.671,0.122,0.366
1621265967279,2021-05-17T17.39.27.279,0.100,0.427,0.305,0.305
1621265967289,2021-05-17T17.39.27.289,0.110,0.488,0.793,0.366
1621265967299,2021-05-17T17.39.27.299,0.120,0.610,1.402,0.549
1621265967309,2021-05-17T17.39.27.309,0.130,0.732,1.646,0.488
1621265967319,2021-05-17T17.39.27.319,0.140,0.610,1.159,0.305
1621265967329,2021-05-17T17.39.27.329,0.150,0.366,0.854,0.366
1621265967339,2021-05-17T17.39.27.339,0.160,0.427,0.793,0.549
1621265967349,2021-05-17T17.39.27.349,0.170,0.244,0.549,0.549
1621265967359,2021-05-17T17.39.27.359,0.180,-0.061,0.488,0.427
1621265967369,2021-05-17T17.39.27.369,0.190,0.000,0.427,0.305
1621265967379,2021-05-17T17.39.27.379,0.200,0.000,0.793,0.366
1621265967389,2021-05-17T17.39.27.389,0.210,0.244,1.402,0.305
1621265967399,2021-05-17T17.39.27.399,0.220,0.488,1.280,0.183
1621265967409,2021-05-17T17.39.27.409,0.230,0.366,0.549,0.244
1621265967419,2021-05-17T17.39.27.419,0.240,0.305,0.061,0.305
1621265967429,2021-05-17T17.39.27.429,0.250,0.610,0.061,0.366
1621265967439,2021-05-17T17.39.27.439,0.260,0.549,0.244,0.305
1621265967449,2021-05-17T17.39.27.449,0.270,0.305,0.671,0.366
1621265967459,2021-05-17T17.39.27.459,0.280,0.427,1.220,0.244
1621265967469,2021-05-17T17.39.27.469,0.290,0.549,1.585,0.061
1621265967479,2021-05-17T17.39.27.479,0.300,0.610,1.829,-0.061
1621265967489,2021-05-17T17.39.27.489,0.310,0.732,1.524,0.061
1621265967499,2021-05-17T17.39.27.499,0.320,0.671,1.098,0.122
1621265967509,2021-05-17T17.39.27.509,0.330,0.427,0.915,0.183
1621265967519,2021-05-17T17.39.27.519,0.340,0.549,0.976,0.305
1621265967529,2021-05-17T17.39.27.529,0.350,0.427,1.037,0.366
1621265967539,2021-05-17T17.39.27.539,0.360,0.244,1.220,0.427
1621265967549,2021-05-17T17.39.27.549,0.370,0.122,1.037,0.305
1621265967559,2021-05-17T17.39.27.559,0.380,0.000,0.793,0.305
1621265967569,2021-05-17T17.39.27.569,0.390,-0.122,0.976,0.366
1621265967579,2021-05-17T17.39.27.579,0.400,-0.122,1.341,0.366
1621265967589,2021-05-17T17.39.27.589,0.410,-0.061,1.220,0.305
1621265967599,2021-05-17T17.39.27.599,0.420,-0.122,1.402,0.366
1621265967609,2021-05-17T17.39.27.609,0.430,-0.061,1.341,0.366
1621265967619,2021-05-17T17.39.27.619,0.440,0.000,1.220,0.549
1621265967629,2021-05-17T17.39.27.629,0.450,-0.305,1.037,0.488
1621265967639,2021-05-17T17.39.27.639,0.460,-0.427,1.037,0.427
1621265967649,2021-05-17T17.39.27.649,0.470,-0.427,0.976,0.488
1621265967659,2021-05-17T17.39.27.659,0.480,-0.549,1.280,0.488
1621265967669,2021-05-17T17.39.27.669,0.490,-0.488,1.402,0.427
1621265967679,2021-05-17T17.39.27.679,0.500,-0.488,1.341,0.549
1621265967689,2021-05-17T17.39.27.689,0.510,-0.366,0.976,0.549
1621265967699,2021-05-17T17.39.27.699,0.520,-0.427,0.915,0.488
1621265967709,2021-05-17T17.39.27.709,0.530,-0.366,1.220,0.488
1621265967719,2021-05-17T17.39.27.719,0.540,-0.305,1.402,0.366
1621265967729,2021-05-17T17.39.27.729,0.550,-0.183,1.524,0.366
1621265967739,2021-05-17T17.39.27.739,0.560,-0.122,1.341,0.305
1621265967749,2021-05-17T17.39.27.749,0.570,-0.183,0.976,0.244
1621265967759,2021-05-17T17.39.27.759,0.580,-0.244,0.610,0.244
1621265967769,2021-05-17T17.39.27.769,0.590,-0.366,0.305,0.366
1621265967779,2021-05-17T17.39.27.779,0.600,-0.244,0.549,0.427
1621265967789,2021-05-17T17.39.27.789,0.610,-0.183,0.732,0.366
1621265967799,2021-05-17T17.39.27.799,0.620,0.000,0.488,0.183
1621265967809,2021-05-17T17.39.27.809,0.630,-0.122,0.000,0.122
1621265967819,2021-05-17T17.39.27.819,0.640,0.000,0.366,0.061
1621265967829,2021-05-17T17.39.27.829,0.650,0.366,0.366,0.000
1621265967839,2021-05-17T17.39.27.839,0.660,0.549,0.305,-0.061
1621265967849,2021-05-17T17.39.27.849,0.670,0.671,0.366,-0.183
1621265967859,2021-05-17T17.39.27.859,0.680,0.976,0.122,-0.061
1621265967869,2021-05-17T17.39.27.869,0.690,1.159,-0.122,-0.122
1621265967879,2021-05-17T17.39.27.879,0.700,1.220,-0.549,-0.244
1621265967889,2021-05-17T17.39.27.889,0.710,1.220,-0.671,-0.244
1621265967899,2021-05-17T17.39.27.899,0.720,1.220,-0.549,-0.305
1621265967909,2021-05-17T17.39.27.909,0.730,1.402,-0.610,-0.305
1621265967919,2021-05-17T17.39.27.919,0.740,1.524,-0.366,-0.183
1621265967929,2021-05-17T17.39.27.929,0.750,1.646,-0.183,-0.122
1621265967939,2021-05-17T17.39.27.939,0.760,1.768,0.000,-0.061
1621265967949,2021-05-17T17.39.27.949,0.770,1.890,0.305,-0.122
1621265967959,2021-05-17T17.39.27.959,0.780,1.890,0.061,-0.244
1621265967969,2021-05-17T17.39.27.969,0.790,1.707,-0.793,-0.244
1621265967979,2021-05-17T17.39.27.979,0.800,1.768,-0.793,-0.183
1621265967989,2021-05-17T17.39.27.989,0.810,1.829,-1.037,-0.305
1621265967999,2021-05-17T17.39.27.999,0.820,1.707,-1.585,-0.244
1621265968009,2021-05-17T17.39.28.009,0.830,1.463,-1.646,-0.488
1621265968019,2021-05-17T17.39.28.019,0.840,1.341,-1.768,-0.610
1621265968029,2021-05-17T17.39.28.029,0.850,1.341,-2.134,-0.793
1621265968039,2021-05-17T17.39.28.039,0.860,1.402,-2.256,-0.854
1621265968049,2021-05-17T17.39.28.049,0.870,1.524,-2.073,-0.854
1621265968059,2021-05-17T17.39.28.059,0.880,1.707,-2.073,-0.976
1621265968069,2021-05-17T17.39.28.069,0.890,1.768,-2.378,-0.976
1621265968079,2021-05-17T17.39.28.079,0.900,1.707,-2.561,-0.915
1621265968089,2021-05-17T17.39.28.089,0.910,1.646,-2.439,-0.793
1621265968099,2021-05-17T17.39.28.099,0.920,1.768,-2.317,-0.732
1621265968109,2021-05-17T17.39.28.109,0.930,1.768,-2.073,-0.854
1621265968119,2021-05-17T17.39.28.119,0.940,1.829,-1.037,-0.976
1621265968129,2021-05-17T17.39.28.129,0.950,2.012,-0.488,-1.037
1621265968139,2021-05-17T17.39.28.139,0.960,2.012,-0.122,-1.159
1621265968149,2021-05-17T17.39.28.149,0.970,2.256,0.183,-1.280
1621265968159,2021-05-17T17.39.28.159,0.980,2.561,-0.427,-1.220
1621265968169,2021-05-17T17.39.28.169,0.990,2.500,-1.707,-1.037
1621265968179,2021-05-17T17.39.28.179,1.000,2.195,-2.500,-0.915
1621265968189,2021-05-17T17.39.28.189,1.010,2.134,-2.744,-0.671
1621265968199,2021-05-17T17.39.28.199,1.020,2.012,-2.378,-0.610
1621265968209,2021-05-17T17.39.28.209,1.030,1.890,-1.402,-0.732
1621265968219,2021-05-17T17.39.28.219,1.040,1.707,-0.183,-0.854
1621265968229,2021-05-17T17.39.28.229,1.050,1.890,0.976,-1.037
1621265968239,2021-05-17T17.39.28.239,1.060,1.890,1.402,-1.159
1621265968249,2021-05-17T17.39.28.249,1.070,1.829,0.976,-0.976
1621265968259,2021-05-17T17.39.28.259,1.080,1.463,-0.244,-0.732
1621265968269,2021-05-17T17.39.28.269,1.090,0.854,-1.098,-0.549
1621265968279,2021-05-17T17.39.28.279,1.100,0.183,-1.280,-0.305
1621265968289,2021-05-17T17.39.28.289,1.110,-0.183,-0.793,-0.122
1621265968299,2021-05-17T17.39.28.299,1.120,-0.061,-0.122,-0.183
1621265968309,2021-05-17T17.39.28.309,1.130,-0.305,0.000,0.000
1621265968319,2021-05-17T17.39.28.319,1.140,-0.671,0.488,0.122
1621265968329,2021-05-17T17.39.28.329,1.150,-0.671,1.159,0.183
1621265968339,2021-05-17T17.39.28.339,1.160,-0.549,1.098,0.061
1621265968349,2021-05-17T17.39.28.349,1.170,-0.610,0.732,0.183
1621265968359,2021-05-17T17.39.28.359,1.180,-0.793,0.732,0.305
1621265968369,2021-05-17T17.39.28.369,1.190,-0.976,0.671,0.244
1621265968379,2021-05-17T17.39.28.379,1.200,-1.037,0.427,0.122
1621265968389,2021-05-17T17.39.28.389,1.210,-1.037,0.000,0.122
1621265968399,2021-05-17T17.39.28.399,1.220,-1.280,-0.427,0.122
1621265968409,2021-05-17T17.39.28.409,1.230,-1.402,-0.549,0.000
1621265968419,2021-05-17T17.39.28.419,1.240,-1.463,-0.732,-0.061
1621265968429,2021-05-17T17.39.28.429,1.250,-1.341,-1.220,-0.122
1621265968439,2021-05-17T17.39.28.439,1.260,-1.280,-1.829,-0.244
1621265968449,2021-05-17T17.39.28.449,1.270,-0.976,-2.317,-0.305
1621265968459,2021-05-17T17.39.28.459,1.280,-0.610,-2.744,-0.427
1621265968469,2021-05-17T17.39.28.469,1.290,-0.183,-3.049,-0.488
1621265968479,2021-05-17T17.39.28.479,1.300,0.427,-2.683,-0.610
1621265968489,2021-05-17T17.39.28.489,1.310,0.793,-2.561,-0.793
1621265968499,2021-05-17T17.39.28.499,1.320,1.037,-1.707,-1.098
1621265968509,2021-05-17T17.39.28.509,1.330,1.524,-1.159,-1.098
1621265968519,2021-05-17T17.39.28.519,1.340,1.707,-1.037,-1.159
1621265968529,2021-05-17T17.39.28.529,1.350,1.646,-0.732,-1.341
1621265968539,2021-05-17T17.39.28.539,1.360,2.073,-0.488,-1.280
1621265968549,2021-05-17T17.39.28.549,1.370,2.256,-0.488,-1.280
1621265968559,2021-05-17T17.39.28.559,1.380,2.378,-0.488,-1.280
1621265968569,2021-05-17T17.39.28.569,1.390,2.256,-0.244,-1.159
1621265968579,2021-05-17T17.39.28.579,1.400,2.134,-0.061,-1.159
1621265968589,2021-05-17T17.39.28.589,1.410,1.707,0.244,-1.098
1621265968599,2021-05-17T17.39.28.599,1.420,1.341,0.610,-1.159
1621265968609,2021-05-17T17.39.28.609,1.430,1.159,0.854,-0.976
1621265968619,2021-05-17T17.39.28.619,1.440,0.976,1.037,-0.732
1621265968629,2021-05-17T17.39.28.629,1.450,0.671,0.549,-0.549
1621265968639,2021-05-17T17.39.28.639,1.460,0.366,0.061,-0.427
1621265968649,2021-05-17T17.39.28.649,1.470,-0.183,-0.305,-0.183
1621265968659,2021-05-17T17.39.28.659,1.480,-0.610,-0.305,0.061
1621265968669,2021-05-17T17.39.28.669,1.490,-0.915,-0.244,0.061
1621265968679,2021-05-17T17.39.28.679,1.500,-1.159,-0.061,0.061
1621265968689,2021-05-17T17.39.28.689,1.510,-1.280,0.061,0.183
1621265968699,2021-05-17T17.39.28.699,1.520,-1.524,-0.061,0.183
1621265968709,2021-05-17T17.39.28.709,1.530,-1.768,-0.183,0.244
1621265968719,2021-05-17T17.39.28.719,1.540,-2.073,-0.244,0.366
1621265968729,2021-05-17T17.39.28.729,1.550,-1.951,0.305,0.488
1621265968739,2021-05-17T17.39.28.739,1.560,-1.768,0.732,0.610
1621265968749,2021-05-17T17.39.28.749,1.570,-1.890,1.037,0.549
1621265968759,2021-05-17T17.39.28.759,1.580,-1.829,1.402,0.305
