epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1621078276064,2021-05-15T13.31.16.064,0.000,-0.435,-0.542,-0.749
1621078276074,2021-05-15T13.31.16.074,0.010,-0.438,-0.545,-0.756
1621078276084,2021-05-15T13.31.16.084,0.020,-0.437,-0.544,-0.756
1621078276094,2021-05-15T13.31.16.094,0.030,-0.438,-0.544,-0.757
1621078276104,2021-05-15T13.31.16.104,0.040,-0.440,-0.546,-0.757
1621078276114,2021-05-15T13.31.16.114,0.050,-0.439,-0.544,-0.755
1621078276124,2021-05-15T13.31.16.124,0.060,-0.438,-0.546,-0.753
1621078276134,2021-05-15T13.31.16.134,0.070,-0.437,-0.544,-0.756
1621078276144,2021-05-15T13.31.16.144,0.080,-0.440,-0.543,-0.756
1621078276154,2021-05-15T13.31.16.154,0.090,-0.439,-0.543,-0.755
1621078276164,2021-05-15T13.31.16.164,0.100,-0.438,-0.542,-0.755
1621078276174,2021-05-15T13.31.16.174,0.110,-0.437,-0.546,-0.753
1621078276184,2021-05-15T13.31.16.184,0.120,-0.437,-0.544,-0.754
1621078276194,2021-05-15T13.31.16.194,0.130,-0.436,-0.544,-0.755
1621078276204,2021-05-15T13.31.16.204,0.140,-0.438,-0.544,-0.754
1621078276214,2021-05-15T13.31.16.214,0.150,-0.437,-0.543,-0.754
1621078276224,2021-05-15T13.31.16.224,0.160,-0.437,-0.544,-0.755
1621078276234,2021-05-15T13.31.16.234,0.170,-0.439,-0.544,-0.756
1621078276244,2021-05-15T13.31.16.244,0.180,-0.438,-0.544,-0.754
1621078276254,2021-05-15T13.31.16.254,0.190,-0.438,-0.543,-0.752
1621078276264,2021-05-15T13.31.16.264,0.200,-0.439,-0.545,-0.755
1621078276274,2021-05-15T13.31.16.274,0.210,-0.438,-0.544,-0.753
1621078276284,2021-05-15T13.31.16.284,0.220,-0.437,-0.544,-0.752
1621078276294,2021-05-15T13.31.16.294,0.230,-0.433,-0.546,-0.755
1621078276304,2021-05-15T13.31.16.304,0.240,-0.438,-0.545,-0.757
1621078276314,2021-05-15T13.31.16.314,0.250,-0.438,-0.545,-0.758
1621078276324,2021-05-15T13.31.16.324,0.260,-0.436,-0.545,-0.756
1621078276334,2021-05-15T13.31.16.334,0.270,-0.438,-0.543,-0.754
1621078276344,2021-05-15T13.31.16.344,0.280,-0.441,-0.544,-0.754
