epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1621092695549,2021-05-15T17.31.35.549,0.000,-0.842,-0.027,-0.528
1621092695559,2021-05-15T17.31.35.559,0.010,-0.847,-0.022,-0.545
1621092695569,2021-05-15T17.31.35.569,0.020,-0.845,-0.019,-0.557
1621092695579,2021-05-15T17.31.35.579,0.030,-0.846,-0.020,-0.556
1621092695589,2021-05-15T17.31.35.589,0.040,-0.836,-0.023,-0.551
1621092695599,2021-05-15T17.31.35.599,0.050,-0.829,-0.023,-0.559
1621092695609,2021-05-15T17.31.35.609,0.060,-0.834,-0.022,-0.562
1621092695619,2021-05-15T17.31.35.619,0.070,-0.838,-0.021,-0.562
1621092695629,2021-05-15T17.31.35.629,0.080,-0.843,-0.022,-0.564
1621092695639,2021-05-15T17.31.35.639,0.090,-0.844,-0.021,-0.569
1621092695649,2021-05-15T17.31.35.649,0.100,-0.844,-0.021,-0.577
1621092695659,2021-05-15T17.31.35.659,0.110,-0.838,-0.018,-0.587
1621092695669,2021-05-15T17.31.35.669,0.120,-0.833,-0.011,-0.599
1621092695679,2021-05-15T17.31.35.679,0.130,-0.835,-0.010,-0.619
1621092695689,2021-05-15T17.31.35.689,0.140,-0.835,-0.014,-0.620
1621092695699,2021-05-15T17.31.35.699,0.150,-0.826,-0.019,-0.591
1621092695709,2021-05-15T17.31.35.709,0.160,-0.824,-0.025,-0.571
1621092695719,2021-05-15T17.31.35.719,0.170,-0.821,-0.026,-0.559
1621092695729,2021-05-15T17.31.35.729,0.180,-0.835,-0.031,-0.554
1621092695739,2021-05-15T17.31.35.739,0.190,-0.841,-0.033,-0.549
1621092695749,2021-05-15T17.31.35.749,0.200,-0.843,-0.032,-0.547
1621092695759,2021-05-15T17.31.35.759,0.210,-0.837,-0.031,-0.552
1621092695769,2021-05-15T17.31.35.769,0.220,-0.829,-0.031,-0.558
1621092695779,2021-05-15T17.31.35.779,0.230,-0.818,-0.030,-0.562
1621092695789,2021-05-15T17.31.35.789,0.240,-0.817,-0.026,-0.568
1621092695799,2021-05-15T17.31.35.799,0.250,-0.822,-0.024,-0.568
1621092695809,2021-05-15T17.31.35.809,0.260,-0.832,-0.022,-0.568
1621092695819,2021-05-15T17.31.35.819,0.270,-0.838,-0.021,-0.573
1621092695829,2021-05-15T17.31.35.829,0.280,-0.837,-0.019,-0.578
1621092695839,2021-05-15T17.31.35.839,0.290,-0.835,-0.016,-0.579
1621092695849,2021-05-15T17.31.35.849,0.300,-0.828,-0.014,-0.581
1621092695859,2021-05-15T17.31.35.859,0.310,-0.821,-0.018,-0.577
1621092695869,2021-05-15T17.31.35.869,0.320,-0.820,-0.017,-0.573
1621092695879,2021-05-15T17.31.35.879,0.330,-0.823,-0.014,-0.571
1621092695889,2021-05-15T17.31.35.889,0.340,-0.825,-0.012,-0.576
1621092695899,2021-05-15T17.31.35.899,0.350,-0.830,-0.015,-0.575
1621092695909,2021-05-15T17.31.35.909,0.360,-0.831,-0.015,-0.580
1621092695919,2021-05-15T17.31.35.919,0.370,-0.828,-0.015,-0.586
1621092695929,2021-05-15T17.31.35.929,0.380,-0.823,-0.018,-0.590
1621092695939,2021-05-15T17.31.35.939,0.390,-0.822,-0.019,-0.591
1621092695949,2021-05-15T17.31.35.949,0.400,-0.826,-0.013,-0.602
1621092695959,2021-05-15T17.31.35.959,0.410,-0.833,-0.011,-0.608
1621092695969,2021-05-15T17.31.35.969,0.420,-0.829,-0.011,-0.604
1621092695979,2021-05-15T17.31.35.979,0.430,-0.815,-0.013,-0.593
1621092695989,2021-05-15T17.31.35.989,0.440,-0.813,-0.011,-0.582
1621092695999,2021-05-15T17.31.35.999,0.450,-0.818,-0.008,-0.576
1621092696009,2021-05-15T17.31.36.009,0.460,-0.819,-0.010,-0.576
1621092696019,2021-05-15T17.31.36.019,0.470,-0.824,-0.015,-0.573
1621092696029,2021-05-15T17.31.36.029,0.480,-0.834,-0.018,-0.574
1621092696039,2021-05-15T17.31.36.039,0.490,-0.839,-0.017,-0.585
1621092696049,2021-05-15T17.31.36.049,0.500,-0.829,-0.021,-0.589
1621092696059,2021-05-15T17.31.36.059,0.510,-0.821,-0.018,-0.590
1621092696069,2021-05-15T17.31.36.069,0.520,-0.817,-0.017,-0.592
1621092696079,2021-05-15T17.31.36.079,0.530,-0.810,-0.019,-0.593
1621092696089,2021-05-15T17.31.36.089,0.540,-0.808,-0.015,-0.590
1621092696099,2021-05-15T17.31.36.099,0.550,-0.812,-0.011,-0.590
1621092696109,2021-05-15T17.31.36.109,0.560,-0.816,-0.012,-0.587
1621092696119,2021-05-15T17.31.36.119,0.570,-0.828,-0.012,-0.583
1621092696129,2021-05-15T17.31.36.129,0.580,-0.832,-0.012,-0.587
1621092696139,2021-05-15T17.31.36.139,0.590,-0.832,-0.015,-0.584
1621092696149,2021-05-15T17.31.36.149,0.600,-0.826,-0.009,-0.584
1621092696159,2021-05-15T17.31.36.159,0.610,-0.824,-0.009,-0.585
1621092696169,2021-05-15T17.31.36.169,0.620,-0.818,-0.005,-0.584
1621092696179,2021-05-15T17.31.36.179,0.630,-0.816,-0.006,-0.584
1621092696189,2021-05-15T17.31.36.189,0.640,-0.817,-0.004,-0.586
1621092696199,2021-05-15T17.31.36.199,0.650,-0.814,-0.005,-0.583
1621092696209,2021-05-15T17.31.36.209,0.660,-0.817,-0.008,-0.579
1621092696219,2021-05-15T17.31.36.219,0.670,-0.823,-0.009,-0.577
1621092696229,2021-05-15T17.31.36.229,0.680,-0.829,-0.008,-0.577
1621092696239,2021-05-15T17.31.36.239,0.690,-0.826,-0.010,-0.577
1621092696249,2021-05-15T17.31.36.249,0.700,-0.825,-0.010,-0.584
1621092696259,2021-05-15T17.31.36.259,0.710,-0.824,-0.008,-0.585
1621092696269,2021-05-15T17.31.36.269,0.720,-0.823,-0.006,-0.587
1621092696279,2021-05-15T17.31.36.279,0.730,-0.830,-0.001,-0.585
1621092696289,2021-05-15T17.31.36.289,0.740,-0.833,-0.001,-0.586
1621092696299,2021-05-15T17.31.36.299,0.750,-0.826,0.000,-0.583
1621092696309,2021-05-15T17.31.36.309,0.760,-0.823,0.001,-0.583
1621092696319,2021-05-15T17.31.36.319,0.770,-0.822,-0.001,-0.580
1621092696329,2021-05-15T17.31.36.329,0.780,-0.819,-0.004,-0.577
1621092696339,2021-05-15T17.31.36.339,0.790,-0.822,-0.007,-0.577
1621092696349,2021-05-15T17.31.36.349,0.800,-0.825,-0.007,-0.575
1621092696359,2021-05-15T17.31.36.359,0.810,-0.830,-0.008,-0.576
1621092696369,2021-05-15T17.31.36.369,0.820,-0.826,-0.002,-0.578
1621092696379,2021-05-15T17.31.36.379,0.830,-0.826,-0.001,-0.575
1621092696389,2021-05-15T17.31.36.389,0.840,-0.830,-0.001,-0.574
1621092696399,2021-05-15T17.31.36.399,0.850,-0.829,0.000,-0.574
1621092696409,2021-05-15T17.31.36.409,0.860,-0.828,0.001,-0.574
1621092696419,2021-05-15T17.31.36.419,0.870,-0.821,0.004,-0.576
1621092696429,2021-05-15T17.31.36.429,0.880,-0.826,0.002,-0.577
1621092696439,2021-05-15T17.31.36.439,0.890,-0.835,0.005,-0.579
1621092696449,2021-05-15T17.31.36.449,0.900,-0.840,0.005,-0.580
1621092696459,2021-05-15T17.31.36.459,0.910,-0.840,0.010,-0.576
1621092696469,2021-05-15T17.31.36.469,0.920,-0.835,0.011,-0.581
1621092696479,2021-05-15T17.31.36.479,0.930,-0.832,0.012,-0.583
1621092696489,2021-05-15T17.31.36.489,0.940,-0.827,0.013,-0.578
1621092696499,2021-05-15T17.31.36.499,0.950,-0.827,0.007,-0.579
1621092696509,2021-05-15T17.31.36.509,0.960,-0.829,0.005,-0.576
1621092696519,2021-05-15T17.31.36.519,0.970,-0.832,0.008,-0.572
1621092696529,2021-05-15T17.31.36.529,0.980,-0.839,0.005,-0.570
1621092696539,2021-05-15T17.31.36.539,0.990,-0.845,0.002,-0.565
1621092696549,2021-05-15T17.31.36.549,1.000,-0.841,0.006,-0.563
1621092696559,2021-05-15T17.31.36.559,1.010,-0.838,0.009,-0.559
1621092696569,2021-05-15T17.31.36.569,1.020,-0.833,0.007,-0.559
1621092696579,2021-05-15T17.31.36.579,1.030,-0.831,0.006,-0.557
1621092696589,2021-05-15T17.31.36.589,1.040,-0.835,0.006,-0.550
1621092696599,2021-05-15T17.31.36.599,1.050,-0.838,0.009,-0.548
1621092696609,2021-05-15T17.31.36.609,1.060,-0.843,0.009,-0.548
1621092696619,2021-05-15T17.31.36.619,1.070,-0.840,0.002,-0.544
1621092696629,2021-05-15T17.31.36.629,1.080,-0.838,0.005,-0.546
1621092696639,2021-05-15T17.31.36.639,1.090,-0.841,0.006,-0.548
1621092696649,2021-05-15T17.31.36.649,1.100,-0.841,0.007,-0.548
1621092696659,2021-05-15T17.31.36.659,1.110,-0.841,0.008,-0.552
1621092696669,2021-05-15T17.31.36.669,1.120,-0.844,0.009,-0.552
1621092696679,2021-05-15T17.31.36.679,1.130,-0.842,0.011,-0.554
1621092696689,2021-05-15T17.31.36.689,1.140,-0.840,0.013,-0.552
1621092696699,2021-05-15T17.31.36.699,1.150,-0.841,0.013,-0.551
1621092696709,2021-05-15T17.31.36.709,1.160,-0.840,0.012,-0.554
1621092696719,2021-05-15T17.31.36.719,1.170,-0.843,0.014,-0.551
1621092696729,2021-05-15T17.31.36.729,1.180,-0.845,0.016,-0.555
1621092696739,2021-05-15T17.31.36.739,1.190,-0.846,0.016,-0.555
1621092696749,2021-05-15T17.31.36.749,1.200,-0.846,0.014,-0.558
1621092696759,2021-05-15T17.31.36.759,1.210,-0.846,0.017,-0.557
1621092696769,2021-05-15T17.31.36.769,1.220,-0.843,0.017,-0.554
1621092696779,2021-05-15T17.31.36.779,1.230,-0.840,0.015,-0.554
1621092696789,2021-05-15T17.31.36.789,1.240,-0.841,0.015,-0.550
1621092696799,2021-05-15T17.31.36.799,1.250,-0.839,0.013,-0.548
1621092696809,2021-05-15T17.31.36.809,1.260,-0.841,0.011,-0.548
1621092696819,2021-05-15T17.31.36.819,1.270,-0.838,0.012,-0.546
1621092696829,2021-05-15T17.31.36.829,1.280,-0.841,0.012,-0.542
1621092696839,2021-05-15T17.31.36.839,1.290,-0.844,0.011,-0.540
1621092696849,2021-05-15T17.31.36.849,1.300,-0.844,0.010,-0.545
1621092696859,2021-05-15T17.31.36.859,1.310,-0.844,0.012,-0.548
1621092696869,2021-05-15T17.31.36.869,1.320,-0.841,0.014,-0.553
1621092696879,2021-05-15T17.31.36.879,1.330,-0.841,0.012,-0.556
1621092696889,2021-05-15T17.31.36.889,1.340,-0.842,0.009,-0.558
1621092696899,2021-05-15T17.31.36.899,1.350,-0.841,0.013,-0.560
1621092696909,2021-05-15T17.31.36.909,1.360,-0.843,0.015,-0.562
1621092696919,2021-05-15T17.31.36.919,1.370,-0.843,0.011,-0.560
1621092696929,2021-05-15T17.31.36.929,1.380,-0.841,0.014,-0.559
1621092696939,2021-05-15T17.31.36.939,1.390,-0.842,0.012,-0.559
1621092696949,2021-05-15T17.31.36.949,1.400,-0.842,0.010,-0.557
1621092696959,2021-05-15T17.31.36.959,1.410,-0.840,0.010,-0.559
1621092696969,2021-05-15T17.31.36.969,1.420,-0.837,0.008,-0.558
