epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1621177696131,2021-05-16T17.08.16.131,0.000,0.427,0.061,0.183
1621177696141,2021-05-16T17.08.16.141,0.010,0.305,0.244,-0.122
1621177696151,2021-05-16T17.08.16.151,0.020,0.366,0.122,-0.366
1621177696161,2021-05-16T17.08.16.161,0.030,0.244,0.061,-0.366
1621177696171,2021-05-16T17.08.16.171,0.040,0.244,-0.061,-0.366
1621177696181,2021-05-16T17.08.16.181,0.050,0.183,0.000,-0.427
1621177696191,2021-05-16T17.08.16.191,0.060,0.244,0.000,-0.427
1621177696201,2021-05-16T17.08.16.201,0.070,0.305,0.000,-0.427
1621177696211,2021-05-16T17.08.16.211,0.080,0.122,-0.061,-0.427
1621177696221,2021-05-16T17.08.16.221,0.090,0.183,-0.061,-0.427
1621177696231,2021-05-16T17.08.16.231,0.100,0.244,-0.061,-0.549
1621177696241,2021-05-16T17.08.16.241,0.110,0.183,0.061,-0.488
1621177696251,2021-05-16T17.08.16.251,0.120,0.183,0.244,-0.488
1621177696261,2021-05-16T17.08.16.261,0.130,0.305,0.244,-0.488
1621177696271,2021-05-16T17.08.16.271,0.140,0.244,0.244,-0.427
1621177696281,2021-05-16T17.08.16.281,0.150,0.305,0.183,-0.305
1621177696291,2021-05-16T17.08.16.291,0.160,0.366,0.366,-0.244
1621177696301,2021-05-16T17.08.16.301,0.170,0.305,0.427,-0.183
1621177696311,2021-05-16T17.08.16.311,0.180,0.366,0.427,-0.122
1621177696321,2021-05-16T17.08.16.321,0.190,0.366,0.427,-0.122
1621177696331,2021-05-16T17.08.16.331,0.200,0.366,0.427,-0.183
1621177696341,2021-05-16T17.08.16.341,0.210,0.244,0.366,-0.122
1621177696351,2021-05-16T17.08.16.351,0.220,0.305,0.366,-0.183
1621177696361,2021-05-16T17.08.16.361,0.230,0.366,0.488,-0.244
1621177696371,2021-05-16T17.08.16.371,0.240,0.366,0.488,-0.366
1621177696381,2021-05-16T17.08.16.381,0.250,0.305,0.549,-0.305
1621177696391,2021-05-16T17.08.16.391,0.260,0.244,0.549,-0.305
1621177696401,2021-05-16T17.08.16.401,0.270,0.183,0.488,-0.488
1621177696411,2021-05-16T17.08.16.411,0.280,0.244,0.488,-0.671
1621177696421,2021-05-16T17.08.16.421,0.290,0.305,0.366,-0.549
1621177696431,2021-05-16T17.08.16.431,0.300,0.366,0.305,-0.610
1621177696441,2021-05-16T17.08.16.441,0.310,0.183,0.122,-0.549
1621177696451,2021-05-16T17.08.16.451,0.320,0.244,0.000,-0.549
1621177696461,2021-05-16T17.08.16.461,0.330,0.183,-0.183,-0.549
1621177696471,2021-05-16T17.08.16.471,0.340,0.122,-0.122,-0.549
1621177696481,2021-05-16T17.08.16.481,0.350,0.244,-0.122,-0.427
1621177696491,2021-05-16T17.08.16.491,0.360,0.305,0.000,-0.366
1621177696501,2021-05-16T17.08.16.501,0.370,0.244,0.061,-0.305
1621177696511,2021-05-16T17.08.16.511,0.380,0.305,0.183,-0.244
1621177696521,2021-05-16T17.08.16.521,0.390,0.183,0.122,-0.305
1621177696531,2021-05-16T17.08.16.531,0.400,0.305,0.183,-0.305
1621177696541,2021-05-16T17.08.16.541,0.410,0.427,0.183,-0.183
1621177696551,2021-05-16T17.08.16.551,0.420,0.244,0.183,-0.244
1621177696561,2021-05-16T17.08.16.561,0.430,0.366,0.183,-0.244
1621177696571,2021-05-16T17.08.16.571,0.440,0.366,0.244,-0.244
1621177696581,2021-05-16T17.08.16.581,0.450,0.305,0.244,-0.305
1621177696591,2021-05-16T17.08.16.591,0.460,0.244,0.122,-0.244
1621177696601,2021-05-16T17.08.16.601,0.470,0.244,0.122,-0.244
1621177696611,2021-05-16T17.08.16.611,0.480,0.305,0.122,-0.366
1621177696621,2021-05-16T17.08.16.621,0.490,0.244,0.000,-0.427
1621177696631,2021-05-16T17.08.16.631,0.500,0.244,-0.183,-0.427
