epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1618436353709,2021-04-14T23.39.13.709,0.000,-1.829,-3.049,1.098
1618436353719,2021-04-14T23.39.13.719,0.010,-2.073,-2.988,1.220
1618436353730,2021-04-14T23.39.13.730,0.021,-2.195,-4.146,1.707
1618436353740,2021-04-14T23.39.13.740,0.031,-2.195,-6.402,2.012
1618436353749,2021-04-14T23.39.13.749,0.040,-2.012,-7.622,2.317
1618436353759,2021-04-14T23.39.13.759,0.050,-1.646,-7.866,2.256
1618436353769,2021-04-14T23.39.13.769,0.060,-1.402,-7.744,2.500
1618436353779,2021-04-14T23.39.13.779,0.070,-1.098,-8.110,2.256
1618436353790,2021-04-14T23.39.13.790,0.081,-0.488,-8.476,2.256
1618436353798,2021-04-14T23.39.13.798,0.089,-0.122,-7.805,2.195
1618436353809,2021-04-14T23.39.13.809,0.100,0.061,-6.890,1.890
1618436353819,2021-04-14T23.39.13.819,0.110,0.122,-6.341,1.585
1618436353829,2021-04-14T23.39.13.829,0.120,0.183,-5.915,1.098
1618436353839,2021-04-14T23.39.13.839,0.130,-0.305,-5.427,0.549
1618436353850,2021-04-14T23.39.13.850,0.141,-0.671,-5.366,0.305
1618436353858,2021-04-14T23.39.13.858,0.149,-0.671,-5.366,0.366
1618436353869,2021-04-14T23.39.13.869,0.160,-0.793,-5.488,0.366
1618436353879,2021-04-14T23.39.13.879,0.170,-0.854,-5.366,0.244
1618436353889,2021-04-14T23.39.13.889,0.180,-0.488,-5.122,0.122
1618436353899,2021-04-14T23.39.13.899,0.190,-0.183,-4.939,-0.061
1618436353910,2021-04-14T23.39.13.910,0.201,-0.366,-4.085,-0.427
1618436353918,2021-04-14T23.39.13.918,0.209,-0.976,-2.500,-0.610
1618436353929,2021-04-14T23.39.13.929,0.220,-1.585,-1.341,-0.976
1618436353939,2021-04-14T23.39.13.939,0.230,-2.073,-1.220,-1.098
1618436353949,2021-04-14T23.39.13.949,0.240,-2.378,-1.951,-1.159
1618436353959,2021-04-14T23.39.13.959,0.250,-2.256,-2.683,-1.098
1618436353968,2021-04-14T23.39.13.968,0.259,-2.378,-2.439,-1.098
1618436353979,2021-04-14T23.39.13.979,0.270,-2.439,-2.073,-1.098
1618436353989,2021-04-14T23.39.13.989,0.280,-2.500,-1.585,-1.098
1618436353999,2021-04-14T23.39.13.999,0.290,-2.622,-1.037,-1.220
1618436354009,2021-04-14T23.39.14.009,0.300,-2.683,-0.976,-1.341
1618436354020,2021-04-14T23.39.14.020,0.311,-2.622,-0.976,-1.037
1618436354028,2021-04-14T23.39.14.028,0.319,-2.378,-0.915,-0.915
1618436354039,2021-04-14T23.39.14.039,0.330,-2.073,-1.159,-0.732
1618436354049,2021-04-14T23.39.14.049,0.340,-1.707,-1.768,-0.366
1618436354059,2021-04-14T23.39.14.059,0.350,-1.159,-3.293,0.183
1618436354069,2021-04-14T23.39.14.069,0.360,-0.610,-5.671,0.732
1618436354080,2021-04-14T23.39.14.080,0.371,-0.061,-7.744,1.037
1618436354088,2021-04-14T23.39.14.088,0.379,0.793,-8.476,0.976
1618436354099,2021-04-14T23.39.14.099,0.390,1.402,-8.110,0.915
1618436354109,2021-04-14T23.39.14.109,0.400,2.012,-6.524,0.610
1618436354119,2021-04-14T23.39.14.119,0.410,2.561,-4.695,0.549
1618436354129,2021-04-14T23.39.14.129,0.420,2.744,-3.537,0.610
1618436354138,2021-04-14T23.39.14.138,0.429,2.561,-2.622,0.488
1618436354148,2021-04-14T23.39.14.148,0.439,2.073,-1.402,0.488
1618436354159,2021-04-14T23.39.14.159,0.450,1.402,-0.488,0.366
1618436354169,2021-04-14T23.39.14.169,0.460,0.854,-0.549,0.183
1618436354179,2021-04-14T23.39.14.179,0.470,0.671,-1.098,0.244
1618436354189,2021-04-14T23.39.14.189,0.480,0.915,-1.220,0.061
1618436354198,2021-04-14T23.39.14.198,0.489,1.280,-0.915,-0.061
1618436354209,2021-04-14T23.39.14.209,0.500,1.707,-0.671,-0.122
1618436354219,2021-04-14T23.39.14.219,0.510,1.890,-0.122,-0.244
1618436354229,2021-04-14T23.39.14.229,0.520,1.829,0.305,-0.183
1618436354239,2021-04-14T23.39.14.239,0.530,1.524,0.305,-0.061
1618436354250,2021-04-14T23.39.14.250,0.541,0.976,-0.061,0.000
1618436354258,2021-04-14T23.39.14.258,0.549,0.671,-1.037,0.061
1618436354269,2021-04-14T23.39.14.269,0.560,0.549,-1.890,0.183
1618436354279,2021-04-14T23.39.14.279,0.570,0.671,-1.890,0.244
1618436354289,2021-04-14T23.39.14.289,0.580,0.854,-1.341,0.305
1618436354299,2021-04-14T23.39.14.299,0.590,1.159,-1.037,0.366
