epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1618436354672,2021-04-14T23.39.14.672,0.000,0.024,-1.040,-0.023
1618436354682,2021-04-14T23.39.14.682,0.010,0.027,-1.046,-0.026
1618436354692,2021-04-14T23.39.14.692,0.020,0.028,-1.044,-0.024
1618436354702,2021-04-14T23.39.14.702,0.030,0.028,-1.048,-0.020
1618436354711,2021-04-14T23.39.14.711,0.039,0.028,-1.046,-0.021
1618436354721,2021-04-14T23.39.14.721,0.049,0.029,-1.043,-0.021
1618436354732,2021-04-14T23.39.14.732,0.060,0.029,-1.046,-0.020
1618436354742,2021-04-14T23.39.14.742,0.070,0.028,-1.047,-0.023
1618436354752,2021-04-14T23.39.14.752,0.080,0.030,-1.045,-0.024
1618436354762,2021-04-14T23.39.14.762,0.090,0.031,-1.044,-0.021
1618436354773,2021-04-14T23.39.14.773,0.101,0.031,-1.044,-0.020
1618436354782,2021-04-14T23.39.14.782,0.110,0.028,-1.045,-0.019
1618436354792,2021-04-14T23.39.14.792,0.120,0.029,-1.045,-0.021
1618436354802,2021-04-14T23.39.14.802,0.130,0.030,-1.044,-0.019
1618436354812,2021-04-14T23.39.14.812,0.140,0.031,-1.044,-0.017
1618436354823,2021-04-14T23.39.14.823,0.151,0.030,-1.045,-0.016
1618436354833,2021-04-14T23.39.14.833,0.161,0.031,-1.046,-0.017
1618436354843,2021-04-14T23.39.14.843,0.171,0.030,-1.045,-0.019
1618436354852,2021-04-14T23.39.14.852,0.180,0.029,-1.044,-0.016
1618436354862,2021-04-14T23.39.14.862,0.190,0.030,-1.044,-0.018
1618436354872,2021-04-14T23.39.14.872,0.200,0.031,-1.045,-0.019
1618436354883,2021-04-14T23.39.14.883,0.211,0.030,-1.045,-0.019
1618436354893,2021-04-14T23.39.14.893,0.221,0.029,-1.044,-0.016
1618436354903,2021-04-14T23.39.14.903,0.231,0.032,-1.043,-0.015
1618436354913,2021-04-14T23.39.14.913,0.241,0.030,-1.044,-0.016
1618436354924,2021-04-14T23.39.14.924,0.252,0.028,-1.042,-0.016
1618436354932,2021-04-14T23.39.14.932,0.260,0.030,-1.042,-0.017
1618436354943,2021-04-14T23.39.14.943,0.271,0.029,-1.043,-0.016
1618436354953,2021-04-14T23.39.14.953,0.281,0.028,-1.043,-0.017
1618436354963,2021-04-14T23.39.14.963,0.291,0.029,-1.046,-0.018
1618436354973,2021-04-14T23.39.14.973,0.301,0.027,-1.045,-0.016
1618436354984,2021-04-14T23.39.14.984,0.312,0.028,-1.042,-0.021
1618436354994,2021-04-14T23.39.14.994,0.322,0.028,-1.045,-0.018
1618436355003,2021-04-14T23.39.15.003,0.331,0.027,-1.048,-0.019
