epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1618393495551,2021-04-14T11.44.55.551,0.000,-0.854,-4.512,1.646
1618393495561,2021-04-14T11.44.55.561,0.010,-0.610,-4.390,1.768
1618393495571,2021-04-14T11.44.55.571,0.020,-0.183,-3.659,1.890
1618393495580,2021-04-14T11.44.55.580,0.029,-0.305,-3.537,2.012
1618393495590,2021-04-14T11.44.55.590,0.039,-0.610,-3.598,2.012
1618393495601,2021-04-14T11.44.55.601,0.050,-0.427,-2.805,1.646
1618393495611,2021-04-14T11.44.55.611,0.060,0.122,-1.037,1.341
1618393495621,2021-04-14T11.44.55.621,0.070,0.854,0.854,1.098
1618393495631,2021-04-14T11.44.55.631,0.080,1.463,2.805,0.732
1618393495640,2021-04-14T11.44.55.640,0.089,1.463,4.268,0.366
1618393495650,2021-04-14T11.44.55.650,0.099,0.793,4.146,-0.122
1618393495661,2021-04-14T11.44.55.661,0.110,-0.427,2.561,-0.549
1618393495671,2021-04-14T11.44.55.671,0.120,-1.159,1.768,-0.915
1618393495681,2021-04-14T11.44.55.681,0.130,-1.159,1.768,-1.463
1618393495691,2021-04-14T11.44.55.691,0.140,-0.976,1.951,-2.012
1618393495700,2021-04-14T11.44.55.700,0.149,-0.732,2.378,-2.256
1618393495711,2021-04-14T11.44.55.711,0.160,-0.549,2.927,-2.500
1618393495721,2021-04-14T11.44.55.721,0.170,-0.427,3.476,-2.317
1618393495731,2021-04-14T11.44.55.731,0.180,-0.732,2.561,-2.439
1618393495741,2021-04-14T11.44.55.741,0.190,-1.159,0.671,-2.500
1618393495750,2021-04-14T11.44.55.750,0.199,-1.280,-0.610,-2.256
1618393495760,2021-04-14T11.44.55.760,0.209,-1.341,-1.646,-2.134
1618393495771,2021-04-14T11.44.55.771,0.220,-1.220,-2.134,-1.951
1618393495781,2021-04-14T11.44.55.781,0.230,-1.098,-2.500,-1.585
1618393495791,2021-04-14T11.44.55.791,0.240,-0.976,-3.415,-0.976
1618393495801,2021-04-14T11.44.55.801,0.250,-0.488,-4.085,-0.488
1618393495810,2021-04-14T11.44.55.810,0.259,0.183,-4.329,-0.244
1618393495820,2021-04-14T11.44.55.820,0.269,0.854,-4.329,-0.183
1618393495831,2021-04-14T11.44.55.831,0.280,1.768,-4.085,0.061
1618393495841,2021-04-14T11.44.55.841,0.290,2.805,-3.841,0.549
1618393495851,2021-04-14T11.44.55.851,0.300,2.988,-4.390,1.220
1618393495860,2021-04-14T11.44.55.860,0.309,2.073,-6.037,1.585
1618393495870,2021-04-14T11.44.55.870,0.319,1.768,-7.988,1.768
1618393495880,2021-04-14T11.44.55.880,0.329,1.280,-8.110,2.012
1618393495891,2021-04-14T11.44.55.891,0.340,1.098,-6.524,1.707
1618393495901,2021-04-14T11.44.55.901,0.350,0.793,-4.878,1.098
1618393495911,2021-04-14T11.44.55.911,0.360,0.183,-4.329,0.793
1618393495920,2021-04-14T11.44.55.920,0.369,-0.122,-4.634,0.488
1618393495930,2021-04-14T11.44.55.930,0.379,-1.159,-5.122,-0.061
1618393495941,2021-04-14T11.44.55.941,0.390,-2.439,-5.732,-0.610
1618393495951,2021-04-14T11.44.55.951,0.400,-3.110,-5.305,-1.037
1618393495961,2021-04-14T11.44.55.961,0.410,-2.988,-3.902,-1.463
1618393495971,2021-04-14T11.44.55.971,0.420,-2.500,-2.439,-1.829
1618393495980,2021-04-14T11.44.55.980,0.429,-2.073,-1.402,-2.073
1618393495990,2021-04-14T11.44.55.990,0.439,-1.951,-0.427,-2.378
1618393496001,2021-04-14T11.44.56.001,0.450,-2.195,-0.305,-2.500
1618393496011,2021-04-14T11.44.56.011,0.460,-2.866,-1.037,-2.378
1618393496021,2021-04-14T11.44.56.021,0.470,-3.110,-0.976,-2.439
1618393496030,2021-04-14T11.44.56.030,0.479,-3.232,-0.488,-2.439
1618393496040,2021-04-14T11.44.56.040,0.489,-3.110,0.000,-2.439
1618393496050,2021-04-14T11.44.56.050,0.499,-2.927,0.976,-2.561
1618393496061,2021-04-14T11.44.56.061,0.510,-2.500,2.500,-2.500
1618393496071,2021-04-14T11.44.56.071,0.520,-2.134,3.963,-2.439
1618393496081,2021-04-14T11.44.56.081,0.530,-2.134,4.573,-2.561
1618393496090,2021-04-14T11.44.56.090,0.539,-2.256,4.268,-2.622
1618393496100,2021-04-14T11.44.56.100,0.549,-2.317,2.866,-2.622
1618393496110,2021-04-14T11.44.56.110,0.559,-2.317,1.220,-2.378
1618393496121,2021-04-14T11.44.56.121,0.570,-2.012,0.976,-2.134
1618393496131,2021-04-14T11.44.56.131,0.580,-1.585,1.646,-2.012
1618393496141,2021-04-14T11.44.56.141,0.590,-1.341,1.646,-1.829
1618393496150,2021-04-14T11.44.56.150,0.599,-1.159,1.341,-1.037
1618393496160,2021-04-14T11.44.56.160,0.609,-1.220,0.122,-0.854
1618393496170,2021-04-14T11.44.56.170,0.619,-1.646,-1.220,-0.366
1618393496181,2021-04-14T11.44.56.181,0.630,-2.134,-2.744,0.244
1618393496191,2021-04-14T11.44.56.191,0.640,-2.256,-4.024,0.854
1618393496201,2021-04-14T11.44.56.201,0.650,-2.195,-4.512,1.220
1618393496210,2021-04-14T11.44.56.210,0.659,-1.951,-5.061,1.524
1618393496220,2021-04-14T11.44.56.220,0.669,-1.890,-5.183,1.585
1618393496231,2021-04-14T11.44.56.231,0.680,-2.439,-4.817,1.463
1618393496241,2021-04-14T11.44.56.241,0.690,-2.378,-4.939,1.463
1618393496251,2021-04-14T11.44.56.251,0.700,-1.707,-4.573,1.341
1618393496260,2021-04-14T11.44.56.260,0.709,-1.098,-3.841,1.220
1618393496270,2021-04-14T11.44.56.270,0.719,-0.427,-3.537,0.976
1618393496280,2021-04-14T11.44.56.280,0.729,0.061,-2.927,0.610
1618393496291,2021-04-14T11.44.56.291,0.740,0.366,-1.341,0.122
1618393496301,2021-04-14T11.44.56.301,0.750,-0.061,0.671,-0.610
1618393496310,2021-04-14T11.44.56.310,0.759,-0.427,1.890,-0.976
1618393496320,2021-04-14T11.44.56.320,0.769,-0.793,2.744,-1.585
1618393496330,2021-04-14T11.44.56.330,0.779,-1.280,2.500,-2.073
1618393496340,2021-04-14T11.44.56.340,0.789,-1.341,1.768,-2.439
1618393496351,2021-04-14T11.44.56.351,0.800,-1.402,1.707,-2.744
1618393496361,2021-04-14T11.44.56.361,0.810,-1.280,2.439,-2.866
1618393496370,2021-04-14T11.44.56.370,0.819,-1.463,2.744,-2.927
1618393496380,2021-04-14T11.44.56.380,0.829,-1.585,2.622,-2.622
1618393496390,2021-04-14T11.44.56.390,0.839,-1.280,2.683,-2.500
1618393496400,2021-04-14T11.44.56.400,0.849,-1.220,2.378,-2.256
1618393496411,2021-04-14T11.44.56.411,0.860,-0.976,2.012,-1.646
1618393496421,2021-04-14T11.44.56.421,0.870,-0.854,1.951,-1.098
1618393496430,2021-04-14T11.44.56.430,0.879,-0.732,1.098,-0.549
1618393496440,2021-04-14T11.44.56.440,0.889,-0.427,0.305,-0.549
1618393496450,2021-04-14T11.44.56.450,0.899,0.244,1.463,-0.366
1618393496461,2021-04-14T11.44.56.461,0.910,0.427,2.866,0.183
1618393496471,2021-04-14T11.44.56.471,0.920,0.244,3.415,0.671
1618393496480,2021-04-14T11.44.56.480,0.929,-0.061,2.683,0.915
1618393496490,2021-04-14T11.44.56.490,0.939,-0.061,0.854,1.037
1618393496500,2021-04-14T11.44.56.500,0.949,0.183,0.305,1.037
1618393496510,2021-04-14T11.44.56.510,0.959,0.488,1.159,0.854
1618393496521,2021-04-14T11.44.56.521,0.970,1.341,2.622,0.732
1618393496531,2021-04-14T11.44.56.531,0.980,2.012,4.878,0.549
1618393496540,2021-04-14T11.44.56.540,0.989,2.012,7.012,0.305
