epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1618393497647,2021-04-14T11.44.57.647,0.000,0.050,-1.020,-0.124
1618393497657,2021-04-14T11.44.57.657,0.010,0.051,-1.031,-0.125
1618393497668,2021-04-14T11.44.57.668,0.021,0.055,-1.028,-0.126
1618393497678,2021-04-14T11.44.57.678,0.031,0.054,-1.027,-0.125
1618393497688,2021-04-14T11.44.57.688,0.041,0.054,-1.025,-0.126
1618393497698,2021-04-14T11.44.57.698,0.051,0.052,-1.021,-0.128
1618393497709,2021-04-14T11.44.57.709,0.062,0.052,-1.026,-0.131
1618393497718,2021-04-14T11.44.57.718,0.071,0.051,-1.028,-0.132
1618393497728,2021-04-14T11.44.57.728,0.081,0.053,-1.026,-0.129
1618393497738,2021-04-14T11.44.57.738,0.091,0.056,-1.022,-0.131
1618393497748,2021-04-14T11.44.57.748,0.101,0.058,-1.024,-0.130
1618393497759,2021-04-14T11.44.57.759,0.112,0.054,-1.026,-0.132
1618393497769,2021-04-14T11.44.57.769,0.122,0.051,-1.026,-0.125
1618393497779,2021-04-14T11.44.57.779,0.132,0.051,-1.028,-0.125
1618393497788,2021-04-14T11.44.57.788,0.141,0.053,-1.027,-0.126
1618393497798,2021-04-14T11.44.57.798,0.151,0.052,-1.028,-0.128
1618393497808,2021-04-14T11.44.57.808,0.161,0.053,-1.027,-0.128
1618393497819,2021-04-14T11.44.57.819,0.172,0.054,-1.026,-0.126
1618393497829,2021-04-14T11.44.57.829,0.182,0.051,-1.027,-0.126
1618393497839,2021-04-14T11.44.57.839,0.192,0.052,-1.028,-0.128
1618393497849,2021-04-14T11.44.57.849,0.202,0.051,-1.025,-0.133
1618393497858,2021-04-14T11.44.57.858,0.211,0.051,-1.024,-0.135
1618393497868,2021-04-14T11.44.57.868,0.221,0.052,-1.028,-0.137
1618393497879,2021-04-14T11.44.57.879,0.232,0.049,-1.028,-0.134
1618393497889,2021-04-14T11.44.57.889,0.242,0.050,-1.027,-0.132
1618393497899,2021-04-14T11.44.57.899,0.252,0.052,-1.028,-0.133
1618393497909,2021-04-14T11.44.57.909,0.262,0.053,-1.024,-0.133
1618393497920,2021-04-14T11.44.57.920,0.273,0.052,-1.026,-0.134
1618393497930,2021-04-14T11.44.57.930,0.283,0.051,-1.027,-0.134
1618393497939,2021-04-14T11.44.57.939,0.292,0.050,-1.028,-0.134
1618393497949,2021-04-14T11.44.57.949,0.302,0.050,-1.026,-0.131
1618393497959,2021-04-14T11.44.57.959,0.312,0.053,-1.025,-0.132
1618393497969,2021-04-14T11.44.57.969,0.322,0.054,-1.027,-0.131
1618393497980,2021-04-14T11.44.57.980,0.333,0.054,-1.029,-0.134
1618393497990,2021-04-14T11.44.57.990,0.343,0.056,-1.025,-0.132
1618393498000,2021-04-14T11.44.58.000,0.353,0.053,-1.024,-0.133
1618393498009,2021-04-14T11.44.58.009,0.362,0.051,-1.025,-0.133
1618393498019,2021-04-14T11.44.58.019,0.372,0.052,-1.027,-0.132
1618393498030,2021-04-14T11.44.58.030,0.383,0.053,-1.025,-0.128
1618393498040,2021-04-14T11.44.58.040,0.393,0.054,-1.024,-0.125
1618393498050,2021-04-14T11.44.58.050,0.403,0.054,-1.029,-0.126
1618393498060,2021-04-14T11.44.58.060,0.413,0.052,-1.029,-0.130
1618393498071,2021-04-14T11.44.58.071,0.424,0.052,-1.025,-0.130
1618393498079,2021-04-14T11.44.58.079,0.432,0.055,-1.029,-0.131
1618393498090,2021-04-14T11.44.58.090,0.443,0.056,-1.029,-0.132
1618393498100,2021-04-14T11.44.58.100,0.453,0.050,-1.028,-0.129
1618393498110,2021-04-14T11.44.58.110,0.463,0.050,-1.024,-0.132
1618393498120,2021-04-14T11.44.58.120,0.473,0.052,-1.025,-0.134
1618393498131,2021-04-14T11.44.58.131,0.484,0.053,-1.023,-0.140
1618393498141,2021-04-14T11.44.58.141,0.494,0.051,-1.025,-0.137
1618393498151,2021-04-14T11.44.58.151,0.504,0.050,-1.028,-0.129
1618393498160,2021-04-14T11.44.58.160,0.513,0.051,-1.027,-0.126
1618393498170,2021-04-14T11.44.58.170,0.523,0.052,-1.024,-0.129
1618393498180,2021-04-14T11.44.58.180,0.533,0.051,-1.023,-0.133
1618393498191,2021-04-14T11.44.58.191,0.544,0.051,-1.026,-0.131
1618393498201,2021-04-14T11.44.58.201,0.554,0.054,-1.028,-0.131
1618393498211,2021-04-14T11.44.58.211,0.564,0.054,-1.026,-0.128
1618393498221,2021-04-14T11.44.58.221,0.574,0.055,-1.027,-0.127
1618393498230,2021-04-14T11.44.58.230,0.583,0.055,-1.028,-0.126
1618393498240,2021-04-14T11.44.58.240,0.593,0.056,-1.027,-0.128
1618393498251,2021-04-14T11.44.58.251,0.604,0.057,-1.026,-0.129
