epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1618393495541,2021-04-14T11.44.55.541,0.000,-0.015,-0.879,0.430
1618393495551,2021-04-14T11.44.55.551,0.010,-0.018,-0.886,0.418
1618393495561,2021-04-14T11.44.55.561,0.020,-0.014,-0.892,0.410
1618393495571,2021-04-14T11.44.55.571,0.030,-0.009,-0.893,0.397
1618393495580,2021-04-14T11.44.55.580,0.039,-0.014,-0.894,0.397
1618393495590,2021-04-14T11.44.55.590,0.049,-0.010,-0.907,0.421
1618393495601,2021-04-14T11.44.55.601,0.060,-0.007,-0.909,0.451
1618393495611,2021-04-14T11.44.55.611,0.070,-0.019,-0.910,0.471
1618393495621,2021-04-14T11.44.55.621,0.080,-0.023,-0.902,0.474
1618393495631,2021-04-14T11.44.55.631,0.090,-0.026,-0.887,0.458
1618393495640,2021-04-14T11.44.55.640,0.099,-0.041,-0.878,0.437
1618393495650,2021-04-14T11.44.55.650,0.109,-0.053,-0.875,0.419
1618393495661,2021-04-14T11.44.55.661,0.120,-0.061,-0.884,0.432
1618393495671,2021-04-14T11.44.55.671,0.130,-0.061,-0.896,0.451
1618393495681,2021-04-14T11.44.55.681,0.140,-0.067,-0.889,0.460
1618393495690,2021-04-14T11.44.55.690,0.149,-0.071,-0.882,0.467
1618393495700,2021-04-14T11.44.55.700,0.159,-0.064,-0.874,0.463
1618393495711,2021-04-14T11.44.55.711,0.170,-0.051,-0.875,0.454
1618393495721,2021-04-14T11.44.55.721,0.180,-0.070,-0.872,0.443
1618393495731,2021-04-14T11.44.55.731,0.190,-0.073,-0.878,0.420
1618393495741,2021-04-14T11.44.55.741,0.200,-0.057,-0.890,0.405
1618393495750,2021-04-14T11.44.55.750,0.209,-0.042,-0.885,0.400
1618393495760,2021-04-14T11.44.55.760,0.219,-0.028,-0.888,0.390
1618393495771,2021-04-14T11.44.55.771,0.230,-0.014,-0.885,0.389
1618393495781,2021-04-14T11.44.55.781,0.240,-0.015,-0.887,0.398
1618393495791,2021-04-14T11.44.55.791,0.250,-0.016,-0.897,0.410
1618393495801,2021-04-14T11.44.55.801,0.260,0.003,-0.905,0.432
1618393495810,2021-04-14T11.44.55.810,0.269,0.006,-0.904,0.436
1618393495820,2021-04-14T11.44.55.820,0.279,0.002,-0.897,0.435
1618393495831,2021-04-14T11.44.55.831,0.290,0.005,-0.891,0.420
1618393495841,2021-04-14T11.44.55.841,0.300,0.002,-0.895,0.402
1618393495851,2021-04-14T11.44.55.851,0.310,-0.019,-0.888,0.390
1618393495860,2021-04-14T11.44.55.860,0.319,-0.034,-0.897,0.383
1618393495870,2021-04-14T11.44.55.870,0.329,-0.020,-0.891,0.390
1618393495880,2021-04-14T11.44.55.880,0.339,-0.003,-0.893,0.400
1618393495891,2021-04-14T11.44.55.891,0.350,-0.004,-0.889,0.403
1618393495901,2021-04-14T11.44.55.901,0.360,-0.030,-0.884,0.404
1618393495911,2021-04-14T11.44.55.911,0.370,-0.053,-0.880,0.407
1618393495920,2021-04-14T11.44.55.920,0.379,-0.049,-0.871,0.403
1618393495930,2021-04-14T11.44.55.930,0.389,-0.042,-0.871,0.411
1618393495941,2021-04-14T11.44.55.941,0.400,-0.025,-0.888,0.446
1618393495951,2021-04-14T11.44.55.951,0.410,-0.020,-0.903,0.482
1618393495961,2021-04-14T11.44.55.961,0.420,-0.018,-0.906,0.504
1618393495971,2021-04-14T11.44.55.971,0.430,-0.019,-0.902,0.513
1618393495980,2021-04-14T11.44.55.980,0.439,-0.017,-0.892,0.504
1618393495990,2021-04-14T11.44.55.990,0.449,-0.014,-0.878,0.477
1618393496001,2021-04-14T11.44.56.001,0.460,-0.030,-0.871,0.454
1618393496011,2021-04-14T11.44.56.011,0.470,-0.023,-0.887,0.442
