epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1618393497668,2021-04-14T11.44.57.668,0.000,0.244,0.244,-0.610
1618393497678,2021-04-14T11.44.57.678,0.010,0.305,0.000,-0.732
1618393497688,2021-04-14T11.44.57.688,0.020,0.061,0.061,-0.610
1618393497698,2021-04-14T11.44.57.698,0.030,0.000,0.244,-0.488
1618393497709,2021-04-14T11.44.57.709,0.041,0.122,0.183,-0.549
1618393497718,2021-04-14T11.44.57.718,0.050,0.122,0.061,-0.488
1618393497728,2021-04-14T11.44.57.728,0.060,0.183,0.122,-0.488
1618393497738,2021-04-14T11.44.57.738,0.070,0.061,0.061,-0.366
1618393497748,2021-04-14T11.44.57.748,0.080,0.000,0.183,-0.244
1618393497759,2021-04-14T11.44.57.759,0.091,0.061,0.244,-0.183
1618393497769,2021-04-14T11.44.57.769,0.101,0.061,0.244,-0.183
1618393497779,2021-04-14T11.44.57.779,0.111,-0.183,0.305,-0.122
1618393497788,2021-04-14T11.44.57.788,0.120,-0.183,0.061,-0.183
1618393497798,2021-04-14T11.44.57.798,0.130,-0.244,-0.061,-0.183
1618393497808,2021-04-14T11.44.57.808,0.140,-0.305,-0.061,-0.122
1618393497819,2021-04-14T11.44.57.819,0.151,-0.305,0.000,-0.061
1618393497829,2021-04-14T11.44.57.829,0.161,-0.305,0.122,-0.061
1618393497839,2021-04-14T11.44.57.839,0.171,-0.366,0.122,-0.122
1618393497849,2021-04-14T11.44.57.849,0.181,-0.366,0.000,-0.061
1618393497858,2021-04-14T11.44.57.858,0.190,-0.366,0.061,-0.122
1618393497868,2021-04-14T11.44.57.868,0.200,-0.244,0.000,-0.244
1618393497879,2021-04-14T11.44.57.879,0.211,-0.183,-0.061,-0.366
1618393497889,2021-04-14T11.44.57.889,0.221,0.061,0.000,-0.427
1618393497899,2021-04-14T11.44.57.899,0.231,0.000,0.061,-0.488
1618393497909,2021-04-14T11.44.57.909,0.241,0.061,0.061,-0.610
1618393497920,2021-04-14T11.44.57.920,0.252,0.122,0.122,-0.671
1618393497930,2021-04-14T11.44.57.930,0.262,0.061,0.061,-0.732
1618393497939,2021-04-14T11.44.57.939,0.271,0.244,-0.061,-0.732
1618393497949,2021-04-14T11.44.57.949,0.281,0.244,-0.183,-0.671
1618393497959,2021-04-14T11.44.57.959,0.291,0.244,-0.183,-0.610
1618393497969,2021-04-14T11.44.57.969,0.301,0.244,-0.061,-0.610
1618393497980,2021-04-14T11.44.57.980,0.312,0.366,-0.183,-0.732
1618393497990,2021-04-14T11.44.57.990,0.322,0.366,-0.061,-0.671
1618393498000,2021-04-14T11.44.58.000,0.332,0.244,-0.061,-0.610
1618393498009,2021-04-14T11.44.58.009,0.341,0.244,-0.122,-0.610
1618393498019,2021-04-14T11.44.58.019,0.351,0.427,-0.122,-0.610
1618393498030,2021-04-14T11.44.58.030,0.362,0.366,0.122,-0.427
1618393498040,2021-04-14T11.44.58.040,0.372,0.366,0.183,-0.366
1618393498050,2021-04-14T11.44.58.050,0.382,0.427,0.305,-0.366
1618393498060,2021-04-14T11.44.58.060,0.392,0.305,0.305,-0.366
1618393498071,2021-04-14T11.44.58.071,0.403,0.183,0.305,-0.427
1618393498081,2021-04-14T11.44.58.081,0.413,0.244,0.366,-0.488
1618393498090,2021-04-14T11.44.58.090,0.422,0.244,0.610,-0.671
1618393498100,2021-04-14T11.44.58.100,0.432,0.244,0.549,-0.671
1618393498110,2021-04-14T11.44.58.110,0.442,0.305,0.366,-0.610
1618393498120,2021-04-14T11.44.58.120,0.452,0.305,0.244,-0.549
1618393498131,2021-04-14T11.44.58.131,0.463,0.427,0.488,-0.671
1618393498141,2021-04-14T11.44.58.141,0.473,0.488,0.671,-0.671
1618393498151,2021-04-14T11.44.58.151,0.483,0.610,0.915,-0.549
1618393498160,2021-04-14T11.44.58.160,0.492,0.793,1.037,-0.610
1618393498170,2021-04-14T11.44.58.170,0.502,0.732,1.037,-0.671
1618393498180,2021-04-14T11.44.58.180,0.512,0.732,0.854,-0.671
1618393498191,2021-04-14T11.44.58.191,0.523,0.854,0.610,-0.671
1618393498201,2021-04-14T11.44.58.201,0.533,0.854,0.427,-0.610
1618393498211,2021-04-14T11.44.58.211,0.543,0.915,0.366,-0.549
1618393498221,2021-04-14T11.44.58.221,0.553,0.915,0.427,-0.488
1618393498230,2021-04-14T11.44.58.230,0.562,0.854,0.427,-0.427
1618393498240,2021-04-14T11.44.58.240,0.572,0.793,0.610,-0.183
1618393498251,2021-04-14T11.44.58.251,0.583,0.732,0.671,-0.122
1618393498261,2021-04-14T11.44.58.261,0.593,0.793,0.732,0.000
1618393498271,2021-04-14T11.44.58.271,0.603,0.793,0.732,0.122
1618393498281,2021-04-14T11.44.58.281,0.613,0.732,0.732,0.244
1618393498292,2021-04-14T11.44.58.292,0.624,0.610,0.488,0.366
1618393498301,2021-04-14T11.44.58.301,0.633,0.488,0.305,0.488
1618393498311,2021-04-14T11.44.58.311,0.643,0.549,0.244,0.549
1618393498321,2021-04-14T11.44.58.321,0.653,0.488,0.427,0.732
1618393498331,2021-04-14T11.44.58.331,0.663,0.427,0.549,0.854
1618393498342,2021-04-14T11.44.58.342,0.674,0.366,0.488,0.793
1618393498352,2021-04-14T11.44.58.352,0.684,0.366,0.488,0.732
1618393498362,2021-04-14T11.44.58.362,0.694,0.427,0.488,0.671
1618393498372,2021-04-14T11.44.58.372,0.704,0.427,0.549,0.549
1618393498381,2021-04-14T11.44.58.381,0.713,0.427,0.305,0.366
1618393498391,2021-04-14T11.44.58.391,0.723,0.366,0.061,0.366
1618393498402,2021-04-14T11.44.58.402,0.734,0.549,0.183,0.244
1618393498412,2021-04-14T11.44.58.412,0.744,0.671,0.244,0.183
1618393498422,2021-04-14T11.44.58.422,0.754,0.549,0.305,0.061
1618393498432,2021-04-14T11.44.58.432,0.764,0.610,0.427,-0.061
1618393498443,2021-04-14T11.44.58.443,0.775,0.549,0.427,-0.061
1618393498451,2021-04-14T11.44.58.451,0.783,0.549,0.427,-0.183
1618393498462,2021-04-14T11.44.58.462,0.794,0.610,0.244,-0.305
