epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1621618585829,2021-05-21T19.36.25.829,0.000,1.585,1.402,0.305
1621618585839,2021-05-21T19.36.25.839,0.010,1.341,1.524,0.305
1621618585849,2021-05-21T19.36.25.849,0.020,1.159,1.280,0.244
1621618585859,2021-05-21T19.36.25.859,0.030,0.732,1.280,-0.061
1621618585869,2021-05-21T19.36.25.869,0.040,0.427,1.220,-0.427
1621618585879,2021-05-21T19.36.25.879,0.050,0.305,1.341,-0.610
1621618585889,2021-05-21T19.36.25.889,0.060,0.305,1.463,-0.671
1621618585899,2021-05-21T19.36.25.899,0.070,0.122,1.280,-0.854
1621618585909,2021-05-21T19.36.25.909,0.080,0.061,1.037,-1.098
1621618585919,2021-05-21T19.36.25.919,0.090,0.183,0.976,-1.280
1621618585929,2021-05-21T19.36.25.929,0.100,0.305,1.159,-1.463
1621618585939,2021-05-21T19.36.25.939,0.110,0.305,1.280,-1.524
1621618585949,2021-05-21T19.36.25.949,0.120,0.244,1.159,-1.646
1621618585959,2021-05-21T19.36.25.959,0.130,0.183,1.037,-1.280
1621618585969,2021-05-21T19.36.25.969,0.140,0.000,0.549,-0.976
1621618585979,2021-05-21T19.36.25.979,0.150,0.061,0.183,-0.610
1621618585989,2021-05-21T19.36.25.989,0.160,0.183,-0.061,-0.366
1621618585999,2021-05-21T19.36.25.999,0.170,0.183,0.122,-0.061
1621618586009,2021-05-21T19.36.26.009,0.180,0.305,0.244,0.061
1621618586019,2021-05-21T19.36.26.019,0.190,0.427,0.427,0.305
1621618586029,2021-05-21T19.36.26.029,0.200,0.610,0.854,0.549
1621618586039,2021-05-21T19.36.26.039,0.210,0.732,1.341,0.671
1621618586049,2021-05-21T19.36.26.049,0.220,0.854,1.951,0.549
1621618586059,2021-05-21T19.36.26.059,0.230,0.976,2.622,0.366
1621618586069,2021-05-21T19.36.26.069,0.240,0.854,2.927,0.244
1621618586079,2021-05-21T19.36.26.079,0.250,0.732,2.866,0.183
1621618586089,2021-05-21T19.36.26.089,0.260,0.549,2.317,0.244
1621618586099,2021-05-21T19.36.26.099,0.270,0.183,1.585,0.305
1621618586109,2021-05-21T19.36.26.109,0.280,0.122,0.915,0.305
1621618586119,2021-05-21T19.36.26.119,0.290,0.061,0.793,0.244
1621618586129,2021-05-21T19.36.26.129,0.300,0.122,1.037,0.000
1621618586139,2021-05-21T19.36.26.139,0.310,0.244,1.524,-0.122
1621618586149,2021-05-21T19.36.26.149,0.320,0.427,1.829,-0.305
1621618586159,2021-05-21T19.36.26.159,0.330,0.427,1.768,-0.488
1621618586169,2021-05-21T19.36.26.169,0.340,0.366,1.402,-0.488
1621618586179,2021-05-21T19.36.26.179,0.350,0.305,0.854,-0.305
1621618586189,2021-05-21T19.36.26.189,0.360,0.122,0.000,-0.366
1621618586199,2021-05-21T19.36.26.199,0.370,0.000,-0.793,-0.305
1621618586209,2021-05-21T19.36.26.209,0.380,0.000,-1.159,-0.305
