epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1621618586466,2021-05-21T19.36.26.466,0.000,-0.061,0.427,-0.671
1621618586476,2021-05-21T19.36.26.476,0.010,0.366,0.061,-0.427
1621618586486,2021-05-21T19.36.26.486,0.020,0.488,0.000,-0.549
1621618586496,2021-05-21T19.36.26.496,0.030,0.549,-0.183,-0.671
1621618586506,2021-05-21T19.36.26.506,0.040,0.549,-0.244,-0.610
1621618586516,2021-05-21T19.36.26.516,0.050,0.671,-0.366,-0.610
1621618586526,2021-05-21T19.36.26.526,0.060,0.732,-0.610,-0.549
1621618586536,2021-05-21T19.36.26.536,0.070,0.915,-0.793,-0.671
1621618586546,2021-05-21T19.36.26.546,0.080,0.915,-0.976,-0.671
1621618586556,2021-05-21T19.36.26.556,0.090,0.915,-1.220,-0.671
1621618586566,2021-05-21T19.36.26.566,0.100,0.915,-1.402,-0.671
1621618586576,2021-05-21T19.36.26.576,0.110,1.098,-1.585,-0.732
1621618586586,2021-05-21T19.36.26.586,0.120,1.098,-1.524,-0.732
1621618586596,2021-05-21T19.36.26.596,0.130,1.159,-1.402,-0.732
1621618586606,2021-05-21T19.36.26.606,0.140,1.280,-1.341,-0.732
1621618586616,2021-05-21T19.36.26.616,0.150,1.341,-1.220,-0.610
1621618586626,2021-05-21T19.36.26.626,0.160,1.463,-1.098,-0.488
1621618586636,2021-05-21T19.36.26.636,0.170,1.463,-1.037,-0.305
1621618586646,2021-05-21T19.36.26.646,0.180,1.524,-0.671,-0.183
1621618586656,2021-05-21T19.36.26.656,0.190,1.463,-0.183,-0.061
1621618586666,2021-05-21T19.36.26.666,0.200,1.402,0.183,0.122
1621618586676,2021-05-21T19.36.26.676,0.210,1.220,0.610,0.183
1621618586686,2021-05-21T19.36.26.686,0.220,1.037,0.854,0.366
1621618586696,2021-05-21T19.36.26.696,0.230,0.976,0.915,0.427
1621618586706,2021-05-21T19.36.26.706,0.240,0.976,1.037,0.488
1621618586716,2021-05-21T19.36.26.716,0.250,0.793,1.037,0.610
1621618586726,2021-05-21T19.36.26.726,0.260,0.732,1.037,0.793
1621618586736,2021-05-21T19.36.26.736,0.270,0.488,1.098,0.793
1621618586746,2021-05-21T19.36.26.746,0.280,0.244,1.037,0.671
1621618586756,2021-05-21T19.36.26.756,0.290,0.244,0.915,0.671
1621618586766,2021-05-21T19.36.26.766,0.300,0.305,0.915,0.610
1621618586776,2021-05-21T19.36.26.776,0.310,-0.061,0.366,0.305
1621618586786,2021-05-21T19.36.26.786,0.320,0.000,-1.585,-0.610
1621618586796,2021-05-21T19.36.26.796,0.330,0.549,-1.585,-1.220
1621618586806,2021-05-21T19.36.26.806,0.340,0.915,-2.439,-1.707
1621618586816,2021-05-21T19.36.26.816,0.350,0.305,-3.354,-1.524
1621618586826,2021-05-21T19.36.26.826,0.360,0.061,-2.805,-1.402
1621618586836,2021-05-21T19.36.26.836,0.370,0.183,-2.012,-1.037
1621618586846,2021-05-21T19.36.26.846,0.380,0.183,-1.220,-0.854
1621618586856,2021-05-21T19.36.26.856,0.390,0.122,-0.732,-0.793
1621618586866,2021-05-21T19.36.26.866,0.400,0.122,-0.183,-0.732
1621618586876,2021-05-21T19.36.26.876,0.410,0.183,0.305,-0.549
1621618586886,2021-05-21T19.36.26.886,0.420,0.061,0.549,-0.488
1621618586896,2021-05-21T19.36.26.896,0.430,-0.061,0.671,-0.427
1621618586906,2021-05-21T19.36.26.906,0.440,0.000,0.793,-0.366
1621618586916,2021-05-21T19.36.26.916,0.450,0.000,0.915,-0.305
1621618586926,2021-05-21T19.36.26.926,0.460,-0.122,0.915,-0.305
1621618586936,2021-05-21T19.36.26.936,0.470,-0.122,0.854,-0.183
1621618586946,2021-05-21T19.36.26.946,0.480,-0.244,0.732,-0.183
1621618586956,2021-05-21T19.36.26.956,0.490,-0.183,0.671,-0.183
1621618586966,2021-05-21T19.36.26.966,0.500,-0.305,0.610,-0.183
1621618586976,2021-05-21T19.36.26.976,0.510,-0.488,0.549,-0.183
1621618586986,2021-05-21T19.36.26.986,0.520,-0.427,0.488,-0.305
1621618586996,2021-05-21T19.36.26.996,0.530,-0.305,0.488,-0.427
1621618587006,2021-05-21T19.36.27.006,0.540,-0.244,0.366,-0.427
1621618587016,2021-05-21T19.36.27.016,0.550,-0.305,0.305,-0.427
1621618587026,2021-05-21T19.36.27.026,0.560,-0.305,0.427,-0.427
1621618587036,2021-05-21T19.36.27.036,0.570,-0.183,0.488,-0.488
1621618587046,2021-05-21T19.36.27.046,0.580,-0.122,0.549,-0.549
1621618587056,2021-05-21T19.36.27.056,0.590,-0.122,0.488,-0.549
1621618587066,2021-05-21T19.36.27.066,0.600,-0.061,0.549,-0.488
1621618587076,2021-05-21T19.36.27.076,0.610,0.122,0.427,-0.488
1621618587086,2021-05-21T19.36.27.086,0.620,0.061,0.244,-0.488
1621618587096,2021-05-21T19.36.27.096,0.630,0.183,-0.061,-0.488
1621618587106,2021-05-21T19.36.27.106,0.640,0.305,-0.366,-0.610
1621618587116,2021-05-21T19.36.27.116,0.650,0.061,-0.671,-0.854
1621618587126,2021-05-21T19.36.27.126,0.660,-0.122,-1.463,-1.159
1621618587136,2021-05-21T19.36.27.136,0.670,-0.122,-2.561,-1.585
1621618587146,2021-05-21T19.36.27.146,0.680,-0.122,-3.598,-1.890
