epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1621163155293,2021-05-16T13.05.55.293,0.000,0.004,0.680,0.747
1621163155303,2021-05-16T13.05.55.303,0.010,0.008,0.683,0.749
1621163155313,2021-05-16T13.05.55.313,0.020,0.010,0.684,0.750
1621163155323,2021-05-16T13.05.55.323,0.030,0.011,0.684,0.745
1621163155333,2021-05-16T13.05.55.333,0.040,0.010,0.682,0.737
1621163155343,2021-05-16T13.05.55.343,0.050,0.011,0.682,0.734
1621163155353,2021-05-16T13.05.55.353,0.060,0.012,0.681,0.727
1621163155363,2021-05-16T13.05.55.363,0.070,0.019,0.681,0.727
1621163155373,2021-05-16T13.05.55.373,0.080,0.026,0.681,0.722
1621163155383,2021-05-16T13.05.55.383,0.090,0.031,0.685,0.724
1621163155393,2021-05-16T13.05.55.393,0.100,0.029,0.694,0.723
1621163155403,2021-05-16T13.05.55.403,0.110,0.031,0.707,0.719
1621163155413,2021-05-16T13.05.55.413,0.120,0.057,0.716,0.721
1621163155423,2021-05-16T13.05.55.423,0.130,0.069,0.716,0.734
1621163155433,2021-05-16T13.05.55.433,0.140,0.030,0.707,0.745
1621163155443,2021-05-16T13.05.55.443,0.150,-0.076,0.703,0.760
1621163155453,2021-05-16T13.05.55.453,0.160,-0.201,0.699,0.792
1621163155463,2021-05-16T13.05.55.463,0.170,-0.277,0.691,0.810
1621163155473,2021-05-16T13.05.55.473,0.180,-0.293,0.682,0.822
1621163155483,2021-05-16T13.05.55.483,0.190,-0.205,0.667,0.814
1621163155493,2021-05-16T13.05.55.493,0.200,-0.121,0.673,0.744
1621163155503,2021-05-16T13.05.55.503,0.210,-0.192,0.694,0.590
1621163155513,2021-05-16T13.05.55.513,0.220,-0.304,0.692,0.473
1621163155523,2021-05-16T13.05.55.523,0.230,-0.343,0.703,0.457
1621163155533,2021-05-16T13.05.55.533,0.240,-0.308,0.755,0.562
1621163155543,2021-05-16T13.05.55.543,0.250,-0.081,0.769,0.742
1621163155553,2021-05-16T13.05.55.553,0.260,0.048,0.747,0.891
1621163155563,2021-05-16T13.05.55.563,0.270,0.080,0.706,0.972
1621163155573,2021-05-16T13.05.55.573,0.280,0.124,0.686,1.005
1621163155583,2021-05-16T13.05.55.583,0.290,0.108,0.677,0.990
1621163155593,2021-05-16T13.05.55.593,0.300,0.094,0.676,0.936
1621163155603,2021-05-16T13.05.55.603,0.310,0.081,0.660,0.861
1621163155613,2021-05-16T13.05.55.613,0.320,0.040,0.642,0.779
1621163155623,2021-05-16T13.05.55.623,0.330,-0.028,0.639,0.695
1621163155633,2021-05-16T13.05.55.633,0.340,-0.098,0.636,0.638
1621163155643,2021-05-16T13.05.55.643,0.350,-0.113,0.633,0.613
1621163155653,2021-05-16T13.05.55.653,0.360,-0.085,0.621,0.601
1621163155663,2021-05-16T13.05.55.663,0.370,-0.062,0.609,0.598
1621163155673,2021-05-16T13.05.55.673,0.380,-0.045,0.607,0.604
1621163155683,2021-05-16T13.05.55.683,0.390,-0.023,0.615,0.612
1621163155693,2021-05-16T13.05.55.693,0.400,-0.018,0.621,0.600
1621163155703,2021-05-16T13.05.55.703,0.410,-0.068,0.642,0.575
1621163155713,2021-05-16T13.05.55.713,0.420,-0.203,0.680,0.549
1621163155723,2021-05-16T13.05.55.723,0.430,-0.335,0.711,0.537
1621163155733,2021-05-16T13.05.55.733,0.440,-0.386,0.735,0.523
1621163155743,2021-05-16T13.05.55.743,0.450,-0.451,0.741,0.533
1621163155753,2021-05-16T13.05.55.753,0.460,-0.473,0.744,0.565
1621163155763,2021-05-16T13.05.55.763,0.470,-0.466,0.736,0.632
1621163155773,2021-05-16T13.05.55.773,0.480,-0.396,0.730,0.701
1621163155783,2021-05-16T13.05.55.783,0.490,-0.370,0.731,0.794
1621163155793,2021-05-16T13.05.55.793,0.500,-0.345,0.726,0.876
1621163155803,2021-05-16T13.05.55.803,0.510,-0.272,0.728,0.973
1621163155813,2021-05-16T13.05.55.813,0.520,-0.173,0.727,1.019
1621163155823,2021-05-16T13.05.55.823,0.530,-0.124,0.734,0.997
1621163155833,2021-05-16T13.05.55.833,0.540,-0.159,0.738,0.935
1621163155843,2021-05-16T13.05.55.843,0.550,-0.208,0.718,0.852
1621163155853,2021-05-16T13.05.55.853,0.560,-0.242,0.693,0.784
1621163155863,2021-05-16T13.05.55.863,0.570,-0.244,0.673,0.729
1621163155873,2021-05-16T13.05.55.873,0.580,-0.179,0.659,0.688
1621163155883,2021-05-16T13.05.55.883,0.590,-0.122,0.647,0.655
1621163155893,2021-05-16T13.05.55.893,0.600,-0.112,0.646,0.645
1621163155903,2021-05-16T13.05.55.903,0.610,-0.093,0.647,0.654
1621163155913,2021-05-16T13.05.55.913,0.620,-0.069,0.652,0.661
1621163155923,2021-05-16T13.05.55.923,0.630,-0.060,0.665,0.675
1621163155933,2021-05-16T13.05.55.933,0.640,-0.051,0.665,0.691
1621163155943,2021-05-16T13.05.55.943,0.650,-0.045,0.655,0.709
1621163155953,2021-05-16T13.05.55.953,0.660,-0.057,0.653,0.712
1621163155963,2021-05-16T13.05.55.963,0.670,-0.073,0.662,0.710
1621163155973,2021-05-16T13.05.55.973,0.680,-0.099,0.671,0.723
1621163155983,2021-05-16T13.05.55.983,0.690,-0.133,0.681,0.736
1621163155993,2021-05-16T13.05.55.993,0.700,-0.176,0.693,0.759
1621163156003,2021-05-16T13.05.56.003,0.710,-0.225,0.696,0.774
1621163156013,2021-05-16T13.05.56.013,0.720,-0.246,0.694,0.778
1621163156023,2021-05-16T13.05.56.023,0.730,-0.245,0.691,0.778
1621163156033,2021-05-16T13.05.56.033,0.740,-0.236,0.691,0.780
1621163156043,2021-05-16T13.05.56.043,0.750,-0.224,0.699,0.765
1621163156053,2021-05-16T13.05.56.053,0.760,-0.217,0.711,0.745
1621163156063,2021-05-16T13.05.56.063,0.770,-0.218,0.720,0.733
1621163156073,2021-05-16T13.05.56.073,0.780,-0.215,0.717,0.731
1621163156083,2021-05-16T13.05.56.083,0.790,-0.200,0.702,0.735
1621163156093,2021-05-16T13.05.56.093,0.800,-0.185,0.700,0.729
1621163156103,2021-05-16T13.05.56.103,0.810,-0.180,0.718,0.718
1621163156113,2021-05-16T13.05.56.113,0.820,-0.162,0.738,0.706
1621163156123,2021-05-16T13.05.56.123,0.830,-0.138,0.755,0.697
1621163156133,2021-05-16T13.05.56.133,0.840,-0.124,0.758,0.707
1621163156143,2021-05-16T13.05.56.143,0.850,-0.111,0.735,0.729
1621163156153,2021-05-16T13.05.56.153,0.860,-0.081,0.715,0.767
1621163156163,2021-05-16T13.05.56.163,0.870,-0.049,0.699,0.798
1621163156173,2021-05-16T13.05.56.173,0.880,-0.034,0.679,0.809
1621163156183,2021-05-16T13.05.56.183,0.890,-0.027,0.651,0.807
1621163156193,2021-05-16T13.05.56.193,0.900,-0.024,0.637,0.813
1621163156203,2021-05-16T13.05.56.203,0.910,-0.015,0.628,0.821
1621163156213,2021-05-16T13.05.56.213,0.920,-0.022,0.623,0.811
1621163156223,2021-05-16T13.05.56.223,0.930,-0.024,0.617,0.795
1621163156233,2021-05-16T13.05.56.233,0.940,-0.034,0.605,0.773
1621163156243,2021-05-16T13.05.56.243,0.950,-0.043,0.597,0.740
1621163156253,2021-05-16T13.05.56.253,0.960,-0.042,0.578,0.721
1621163156263,2021-05-16T13.05.56.263,0.970,-0.037,0.570,0.714
1621163156273,2021-05-16T13.05.56.273,0.980,-0.038,0.568,0.716
1621163156283,2021-05-16T13.05.56.283,0.990,-0.038,0.559,0.718
1621163156293,2021-05-16T13.05.56.293,1.000,-0.044,0.545,0.724
1621163156303,2021-05-16T13.05.56.303,1.010,-0.065,0.539,0.736
1621163156313,2021-05-16T13.05.56.313,1.020,-0.104,0.538,0.729
1621163156323,2021-05-16T13.05.56.323,1.030,-0.158,0.540,0.699
1621163156333,2021-05-16T13.05.56.333,1.040,-0.203,0.545,0.688
1621163156343,2021-05-16T13.05.56.343,1.050,-0.226,0.562,0.701
1621163156353,2021-05-16T13.05.56.353,1.060,-0.252,0.590,0.714
1621163156363,2021-05-16T13.05.56.363,1.070,-0.261,0.632,0.730
1621163156373,2021-05-16T13.05.56.373,1.080,-0.260,0.669,0.760
1621163156383,2021-05-16T13.05.56.383,1.090,-0.298,0.708,0.800
1621163156393,2021-05-16T13.05.56.393,1.100,-0.333,0.709,0.840
1621163156403,2021-05-16T13.05.56.403,1.110,-0.372,0.677,0.870
1621163156413,2021-05-16T13.05.56.413,1.120,-0.406,0.637,0.889
