epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1618396836167,2021-04-14T12.40.36.167,0.000,42.866,-34.451,195.488
1618396836177,2021-04-14T12.40.36.177,0.010,43.537,-35.732,196.585
1618396836186,2021-04-14T12.40.36.186,0.019,46.890,-42.073,201.890
1618396836196,2021-04-14T12.40.36.196,0.029,50.000,-50.122,208.780
1618396836206,2021-04-14T12.40.36.206,0.039,50.244,-56.402,215.000
1618396836217,2021-04-14T12.40.36.217,0.050,49.207,-60.427,220.000
1618396836227,2021-04-14T12.40.36.227,0.060,47.073,-60.671,223.720
1618396836237,2021-04-14T12.40.36.237,0.070,43.354,-61.890,226.341
1618396836247,2021-04-14T12.40.36.247,0.080,38.963,-70.671,225.915
1618396836258,2021-04-14T12.40.36.258,0.091,33.841,-76.951,223.354
1618396836267,2021-04-14T12.40.36.267,0.100,26.402,-86.220,218.902
1618396836277,2021-04-14T12.40.36.277,0.110,19.207,-89.878,211.585
1618396836287,2021-04-14T12.40.36.287,0.120,12.561,-78.171,200.366
1618396836297,2021-04-14T12.40.36.297,0.130,4.573,-63.537,186.280
1618396836308,2021-04-14T12.40.36.308,0.141,-2.744,-47.683,167.256
1618396836318,2021-04-14T12.40.36.318,0.151,-10.061,-29.329,146.341
1618396836328,2021-04-14T12.40.36.328,0.161,-15.061,-8.171,124.817
1618396836337,2021-04-14T12.40.36.337,0.170,-19.207,13.902,103.963
1618396836347,2021-04-14T12.40.36.347,0.180,-19.329,36.159,82.744
1618396836357,2021-04-14T12.40.36.357,0.190,-14.329,55.915,55.488
1618396836368,2021-04-14T12.40.36.368,0.201,-9.878,71.220,22.012
1618396836378,2021-04-14T12.40.36.378,0.211,-8.902,82.195,-15.244
1618396836388,2021-04-14T12.40.36.388,0.221,-9.390,88.780,-51.280
1618396836398,2021-04-14T12.40.36.398,0.231,-5.610,97.317,-68.415
1618396836407,2021-04-14T12.40.36.407,0.240,-6.402,90.305,-59.268
1618396836417,2021-04-14T12.40.36.417,0.250,-17.744,68.963,-52.927
1618396836428,2021-04-14T12.40.36.428,0.261,-25.854,55.732,-65.732
1618396836438,2021-04-14T12.40.36.438,0.271,-27.561,41.524,-86.646
1618396836448,2021-04-14T12.40.36.448,0.281,-28.354,16.951,-97.073
1618396836458,2021-04-14T12.40.36.458,0.291,-29.268,-2.195,-90.061
1618396836469,2021-04-14T12.40.36.469,0.302,-27.012,-4.512,-87.927
1618396836477,2021-04-14T12.40.36.477,0.310,-20.793,-6.098,-92.134
1618396836488,2021-04-14T12.40.36.488,0.321,-15.122,-11.524,-91.098
1618396836498,2021-04-14T12.40.36.498,0.331,-11.951,-16.585,-89.024
1618396836508,2021-04-14T12.40.36.508,0.341,-5.000,-16.951,-89.512
1618396836518,2021-04-14T12.40.36.518,0.351,2.439,-10.183,-89.695
1618396836529,2021-04-14T12.40.36.529,0.362,4.451,-1.890,-87.622
1618396836539,2021-04-14T12.40.36.539,0.372,3.902,5.427,-83.902
1618396836549,2021-04-14T12.40.36.549,0.382,2.073,7.866,-80.061
1618396836558,2021-04-14T12.40.36.558,0.391,0.793,5.549,-76.890
1618396836568,2021-04-14T12.40.36.568,0.401,1.646,2.317,-73.598
1618396836579,2021-04-14T12.40.36.579,0.412,3.293,-0.427,-70.000
1618396836589,2021-04-14T12.40.36.589,0.422,4.390,-2.256,-66.707
1618396836599,2021-04-14T12.40.36.599,0.432,5.305,-5.671,-64.390
1618396836609,2021-04-14T12.40.36.609,0.442,6.037,-10.427,-62.256
1618396836620,2021-04-14T12.40.36.620,0.453,7.561,-11.829,-60.366
1618396836628,2021-04-14T12.40.36.628,0.461,10.305,-11.646,-59.634
1618396836639,2021-04-14T12.40.36.639,0.472,13.598,-15.793,-59.390
1618396836649,2021-04-14T12.40.36.649,0.482,19.207,-30.000,-59.878
1618396836659,2021-04-14T12.40.36.659,0.492,29.085,-58.780,-60.732
1618396836669,2021-04-14T12.40.36.669,0.502,40.549,-97.134,-61.098
1618396836680,2021-04-14T12.40.36.680,0.513,51.707,-138.537,-61.890
1618396836690,2021-04-14T12.40.36.690,0.523,61.585,-178.110,-62.622
1618396836700,2021-04-14T12.40.36.700,0.533,70.549,-215.183,-62.622
1618396836709,2021-04-14T12.40.36.709,0.542,78.293,-250.366,-62.866
1618396836719,2021-04-14T12.40.36.719,0.552,83.049,-285.427,-62.866
1618396836729,2021-04-14T12.40.36.729,0.562,87.866,-316.524,-63.415
1618396836740,2021-04-14T12.40.36.740,0.573,93.780,-337.378,-64.634
1618396836750,2021-04-14T12.40.36.750,0.583,97.744,-350.305,-64.573
1618396836760,2021-04-14T12.40.36.760,0.593,99.390,-357.012,-62.744
1618396836770,2021-04-14T12.40.36.770,0.603,97.683,-360.061,-60.061
1618396836779,2021-04-14T12.40.36.779,0.612,94.024,-356.585,-56.768
1618396836789,2021-04-14T12.40.36.789,0.622,89.878,-347.317,-53.780
