epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1621350271339,2021-05-18T17.04.31.339,0.000,-0.167,0.633,0.768
1621350271349,2021-05-18T17.04.31.349,0.010,-0.169,0.638,0.774
1621350271359,2021-05-18T17.04.31.359,0.020,-0.169,0.634,0.773
1621350271369,2021-05-18T17.04.31.369,0.030,-0.170,0.633,0.772
1621350271379,2021-05-18T17.04.31.379,0.040,-0.172,0.635,0.774
1621350271389,2021-05-18T17.04.31.389,0.050,-0.174,0.639,0.772
1621350271399,2021-05-18T17.04.31.399,0.060,-0.172,0.637,0.771
1621350271409,2021-05-18T17.04.31.409,0.070,-0.175,0.634,0.771
1621350271419,2021-05-18T17.04.31.419,0.080,-0.178,0.636,0.775
1621350271429,2021-05-18T17.04.31.429,0.090,-0.175,0.635,0.772
1621350271439,2021-05-18T17.04.31.439,0.100,-0.176,0.632,0.772
1621350271449,2021-05-18T17.04.31.449,0.110,-0.174,0.633,0.770
1621350271459,2021-05-18T17.04.31.459,0.120,-0.174,0.634,0.771
1621350271469,2021-05-18T17.04.31.469,0.130,-0.171,0.637,0.772
1621350271479,2021-05-18T17.04.31.479,0.140,-0.168,0.636,0.771
1621350271489,2021-05-18T17.04.31.489,0.150,-0.166,0.638,0.771
1621350271499,2021-05-18T17.04.31.499,0.160,-0.165,0.637,0.775
1621350271509,2021-05-18T17.04.31.509,0.170,-0.166,0.635,0.774
1621350271519,2021-05-18T17.04.31.519,0.180,-0.167,0.637,0.772
1621350271529,2021-05-18T17.04.31.529,0.190,-0.167,0.635,0.770
1621350271539,2021-05-18T17.04.31.539,0.200,-0.167,0.637,0.768
1621350271549,2021-05-18T17.04.31.549,0.210,-0.168,0.638,0.767
1621350271559,2021-05-18T17.04.31.559,0.220,-0.170,0.638,0.769
1621350271569,2021-05-18T17.04.31.569,0.230,-0.172,0.637,0.775
1621350271579,2021-05-18T17.04.31.579,0.240,-0.171,0.636,0.776
1621350271589,2021-05-18T17.04.31.589,0.250,-0.171,0.638,0.777
1621350271599,2021-05-18T17.04.31.599,0.260,-0.171,0.636,0.777
1621350271609,2021-05-18T17.04.31.609,0.270,-0.174,0.636,0.776
1621350271619,2021-05-18T17.04.31.619,0.280,-0.172,0.636,0.776
1621350271629,2021-05-18T17.04.31.629,0.290,-0.170,0.635,0.772
1621350271639,2021-05-18T17.04.31.639,0.300,-0.168,0.635,0.771
1621350271649,2021-05-18T17.04.31.649,0.310,-0.169,0.636,0.771
1621350271659,2021-05-18T17.04.31.659,0.320,-0.168,0.634,0.770
1621350271669,2021-05-18T17.04.31.669,0.330,-0.166,0.632,0.771
1621350271679,2021-05-18T17.04.31.679,0.340,-0.166,0.635,0.775
1621350271689,2021-05-18T17.04.31.689,0.350,-0.164,0.634,0.778
1621350271699,2021-05-18T17.04.31.699,0.360,-0.162,0.634,0.780
1621350271709,2021-05-18T17.04.31.709,0.370,-0.160,0.633,0.780
1621350271719,2021-05-18T17.04.31.719,0.380,-0.161,0.635,0.780
1621350271729,2021-05-18T17.04.31.729,0.390,-0.161,0.636,0.777
1621350271739,2021-05-18T17.04.31.739,0.400,-0.159,0.633,0.774
1621350271749,2021-05-18T17.04.31.749,0.410,-0.159,0.635,0.775
1621350271759,2021-05-18T17.04.31.759,0.420,-0.161,0.634,0.775
1621350271769,2021-05-18T17.04.31.769,0.430,-0.165,0.633,0.774
1621350271779,2021-05-18T17.04.31.779,0.440,-0.167,0.635,0.771
1621350271789,2021-05-18T17.04.31.789,0.450,-0.165,0.636,0.771
1621350271799,2021-05-18T17.04.31.799,0.460,-0.166,0.635,0.772
1621350271809,2021-05-18T17.04.31.809,0.470,-0.165,0.635,0.771
1621350271819,2021-05-18T17.04.31.819,0.480,-0.165,0.633,0.773
1621350271829,2021-05-18T17.04.31.829,0.490,-0.167,0.634,0.774
1621350271839,2021-05-18T17.04.31.839,0.500,-0.167,0.634,0.772
1621350271849,2021-05-18T17.04.31.849,0.510,-0.167,0.635,0.770
1621350271859,2021-05-18T17.04.31.859,0.520,-0.167,0.634,0.772
1621350271869,2021-05-18T17.04.31.869,0.530,-0.170,0.635,0.773
1621350271879,2021-05-18T17.04.31.879,0.540,-0.170,0.634,0.775
1621350271889,2021-05-18T17.04.31.889,0.550,-0.169,0.635,0.775
1621350271899,2021-05-18T17.04.31.899,0.560,-0.168,0.636,0.777
1621350271909,2021-05-18T17.04.31.909,0.570,-0.168,0.637,0.778
1621350271919,2021-05-18T17.04.31.919,0.580,-0.167,0.635,0.777
1621350271929,2021-05-18T17.04.31.929,0.590,-0.165,0.633,0.774
1621350271939,2021-05-18T17.04.31.939,0.600,-0.161,0.635,0.774
1621350271949,2021-05-18T17.04.31.949,0.610,-0.164,0.634,0.772
1621350271959,2021-05-18T17.04.31.959,0.620,-0.161,0.636,0.773
1621350271969,2021-05-18T17.04.31.969,0.630,-0.163,0.636,0.775
1621350271979,2021-05-18T17.04.31.979,0.640,-0.163,0.636,0.773
1621350271989,2021-05-18T17.04.31.989,0.650,-0.164,0.635,0.773
1621350271999,2021-05-18T17.04.31.999,0.660,-0.165,0.636,0.775
