epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1621350271339,2021-05-18T17.04.31.339,0.000,-0.244,-1.585,-0.854
1621350271349,2021-05-18T17.04.31.349,0.010,-0.244,-1.463,-0.732
1621350271359,2021-05-18T17.04.31.359,0.020,0.000,-1.159,-0.366
1621350271369,2021-05-18T17.04.31.369,0.030,0.000,-1.159,-0.366
1621350271379,2021-05-18T17.04.31.379,0.040,0.000,-1.098,-0.427
1621350271389,2021-05-18T17.04.31.389,0.050,-0.122,-1.037,-0.305
1621350271399,2021-05-18T17.04.31.399,0.060,-0.122,-1.159,-0.244
1621350271409,2021-05-18T17.04.31.409,0.070,0.000,-1.098,-0.244
1621350271419,2021-05-18T17.04.31.419,0.080,-0.061,-1.098,-0.366
1621350271429,2021-05-18T17.04.31.429,0.090,0.000,-1.220,-0.427
1621350271439,2021-05-18T17.04.31.439,0.100,0.122,-1.341,-0.427
1621350271449,2021-05-18T17.04.31.449,0.110,0.122,-1.646,-0.366
1621350271459,2021-05-18T17.04.31.459,0.120,0.000,-1.829,-0.305
1621350271469,2021-05-18T17.04.31.469,0.130,0.061,-2.012,-0.244
1621350271479,2021-05-18T17.04.31.479,0.140,0.000,-2.012,-0.366
1621350271489,2021-05-18T17.04.31.489,0.150,0.000,-1.951,-0.366
1621350271499,2021-05-18T17.04.31.499,0.160,0.061,-1.951,-0.366
1621350271509,2021-05-18T17.04.31.509,0.170,0.122,-1.768,-0.427
1621350271519,2021-05-18T17.04.31.519,0.180,0.122,-1.646,-0.427
1621350271529,2021-05-18T17.04.31.529,0.190,0.061,-1.585,-0.427
1621350271539,2021-05-18T17.04.31.539,0.200,0.000,-1.768,-0.366
1621350271549,2021-05-18T17.04.31.549,0.210,-0.183,-1.829,-0.305
1621350271559,2021-05-18T17.04.31.559,0.220,-0.244,-1.951,-0.183
1621350271569,2021-05-18T17.04.31.569,0.230,-0.183,-1.890,-0.061
1621350271579,2021-05-18T17.04.31.579,0.240,-0.122,-1.707,0.122
1621350271589,2021-05-18T17.04.31.589,0.250,-0.122,-1.524,0.183
1621350271599,2021-05-18T17.04.31.599,0.260,0.122,-1.402,0.122
1621350271609,2021-05-18T17.04.31.609,0.270,0.244,-1.463,0.122
1621350271619,2021-05-18T17.04.31.619,0.280,0.244,-1.402,0.122
1621350271629,2021-05-18T17.04.31.629,0.290,0.183,-1.280,-0.061
1621350271639,2021-05-18T17.04.31.639,0.300,0.244,-1.341,-0.122
1621350271649,2021-05-18T17.04.31.649,0.310,0.122,-1.402,-0.244
1621350271659,2021-05-18T17.04.31.659,0.320,0.061,-1.524,-0.305
1621350271669,2021-05-18T17.04.31.669,0.330,-0.061,-1.829,-0.305
1621350271679,2021-05-18T17.04.31.679,0.340,-0.061,-1.890,-0.488
1621350271689,2021-05-18T17.04.31.689,0.350,-0.122,-1.768,-0.549
1621350271699,2021-05-18T17.04.31.699,0.360,0.000,-1.524,-0.488
1621350271709,2021-05-18T17.04.31.709,0.370,0.061,-1.280,-0.488
1621350271719,2021-05-18T17.04.31.719,0.380,0.183,-1.037,-0.488
1621350271729,2021-05-18T17.04.31.729,0.390,0.244,-0.671,-0.366
1621350271739,2021-05-18T17.04.31.739,0.400,0.122,-0.488,-0.366
1621350271749,2021-05-18T17.04.31.749,0.410,0.122,-0.244,-0.366
1621350271759,2021-05-18T17.04.31.759,0.420,0.183,-0.366,-0.427
1621350271769,2021-05-18T17.04.31.769,0.430,0.183,-0.366,-0.366
1621350271779,2021-05-18T17.04.31.779,0.440,0.183,-0.488,-0.366
1621350271789,2021-05-18T17.04.31.789,0.450,0.244,-0.549,-0.366
1621350271799,2021-05-18T17.04.31.799,0.460,0.244,-0.610,-0.488
1621350271809,2021-05-18T17.04.31.809,0.470,0.183,-0.488,-0.427
1621350271819,2021-05-18T17.04.31.819,0.480,0.183,-0.427,-0.488
1621350271829,2021-05-18T17.04.31.829,0.490,0.183,-0.427,-0.488
1621350271839,2021-05-18T17.04.31.839,0.500,0.244,-0.610,-0.488
1621350271849,2021-05-18T17.04.31.849,0.510,0.122,-0.671,-0.427
1621350271859,2021-05-18T17.04.31.859,0.520,0.061,-0.732,-0.366
1621350271869,2021-05-18T17.04.31.869,0.530,0.000,-0.793,-0.305
1621350271879,2021-05-18T17.04.31.879,0.540,0.061,-0.732,-0.183
1621350271889,2021-05-18T17.04.31.889,0.550,0.000,-0.671,-0.122
1621350271899,2021-05-18T17.04.31.899,0.560,0.061,-0.793,-0.061
1621350271909,2021-05-18T17.04.31.909,0.570,0.183,-0.793,0.061
1621350271919,2021-05-18T17.04.31.919,0.580,0.183,-0.793,0.061
1621350271929,2021-05-18T17.04.31.929,0.590,0.244,-0.854,0.000
1621350271939,2021-05-18T17.04.31.939,0.600,0.244,-0.793,-0.061
1621350271949,2021-05-18T17.04.31.949,0.610,0.183,-0.732,-0.183
1621350271959,2021-05-18T17.04.31.959,0.620,0.061,-0.549,-0.244
1621350271969,2021-05-18T17.04.31.969,0.630,0.122,-0.549,-0.244
1621350271979,2021-05-18T17.04.31.979,0.640,0.122,-0.610,-0.427
1621350271989,2021-05-18T17.04.31.989,0.650,0.061,-0.671,-0.488
1621350271999,2021-05-18T17.04.31.999,0.660,0.000,-0.488,-0.427
1621350272009,2021-05-18T17.04.32.009,0.670,0.061,-0.549,-0.305
1621350272019,2021-05-18T17.04.32.019,0.680,0.183,-0.549,-0.366
1621350272029,2021-05-18T17.04.32.029,0.690,0.061,-0.488,-0.366
1621350272039,2021-05-18T17.04.32.039,0.700,0.000,-0.488,-0.244
1621350272049,2021-05-18T17.04.32.049,0.710,0.122,-0.488,-0.244
1621350272059,2021-05-18T17.04.32.059,0.720,0.122,-0.488,-0.244
1621350272069,2021-05-18T17.04.32.069,0.730,0.061,-0.488,-0.183
1621350272079,2021-05-18T17.04.32.079,0.740,0.244,-0.549,-0.183
1621350272089,2021-05-18T17.04.32.089,0.750,0.122,-0.488,-0.244
1621350272099,2021-05-18T17.04.32.099,0.760,0.122,-0.427,-0.244
1621350272109,2021-05-18T17.04.32.109,0.770,0.183,-0.427,-0.244
1621350272119,2021-05-18T17.04.32.119,0.780,0.122,-0.366,-0.366
1621350272129,2021-05-18T17.04.32.129,0.790,0.122,-0.305,-0.244
1621350272139,2021-05-18T17.04.32.139,0.800,0.061,-0.244,-0.244
1621350272149,2021-05-18T17.04.32.149,0.810,0.122,-0.366,-0.427
1621350272159,2021-05-18T17.04.32.159,0.820,0.122,-0.366,-0.427
1621350272169,2021-05-18T17.04.32.169,0.830,0.122,-0.366,-0.305
1621350272179,2021-05-18T17.04.32.179,0.840,0.061,-0.366,-0.305
1621350272189,2021-05-18T17.04.32.189,0.850,0.061,-0.305,-0.244
1621350272199,2021-05-18T17.04.32.199,0.860,0.122,-0.061,-0.183
1621350272209,2021-05-18T17.04.32.209,0.870,0.244,0.061,-0.122
1621350272219,2021-05-18T17.04.32.219,0.880,0.183,0.061,-0.122
1621350272229,2021-05-18T17.04.32.229,0.890,0.244,0.122,-0.183
1621350272239,2021-05-18T17.04.32.239,0.900,0.244,0.183,-0.244
1621350272249,2021-05-18T17.04.32.249,0.910,0.305,0.366,-0.183
1621350272259,2021-05-18T17.04.32.259,0.920,0.305,0.427,-0.183
1621350272269,2021-05-18T17.04.32.269,0.930,0.244,0.488,-0.305
1621350272279,2021-05-18T17.04.32.279,0.940,0.183,0.610,-0.366
1621350272289,2021-05-18T17.04.32.289,0.950,0.183,0.549,-0.305
1621350272299,2021-05-18T17.04.32.299,0.960,0.244,0.488,-0.366
1621350272309,2021-05-18T17.04.32.309,0.970,0.305,0.366,-0.366
1621350272319,2021-05-18T17.04.32.319,0.980,0.305,0.305,-0.366
1621350272329,2021-05-18T17.04.32.329,0.990,0.366,0.427,-0.549
1621350272339,2021-05-18T17.04.32.339,1.000,0.305,0.610,-0.549
1621350272349,2021-05-18T17.04.32.349,1.010,0.183,0.610,-0.549
1621350272359,2021-05-18T17.04.32.359,1.020,0.183,0.610,-0.427
1621350272369,2021-05-18T17.04.32.369,1.030,0.122,0.366,-0.244
1621350272379,2021-05-18T17.04.32.379,1.040,0.183,0.244,-0.183
1621350272389,2021-05-18T17.04.32.389,1.050,0.244,0.488,-0.061
1621350272399,2021-05-18T17.04.32.399,1.060,0.244,0.732,0.122
1621350272409,2021-05-18T17.04.32.409,1.070,0.427,0.793,0.305
1621350272419,2021-05-18T17.04.32.419,1.080,0.488,0.671,0.122
1621350272429,2021-05-18T17.04.32.429,1.090,0.610,0.732,0.183
