epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1619358080691,2021-04-25T15.41.20.691,0.000,-0.554,-0.746,0.491
1619358080701,2021-04-25T15.41.20.701,0.010,-0.529,-0.749,0.504
1619358080711,2021-04-25T15.41.20.711,0.020,-0.535,-0.751,0.501
1619358080721,2021-04-25T15.41.20.721,0.030,-0.542,-0.746,0.496
1619358080731,2021-04-25T15.41.20.731,0.040,-0.541,-0.750,0.498
1619358080741,2021-04-25T15.41.20.741,0.050,-0.519,-0.750,0.493
1619358080751,2021-04-25T15.41.20.751,0.060,-0.533,-0.754,0.485
1619358080761,2021-04-25T15.41.20.761,0.070,-0.538,-0.752,0.474
1619358080771,2021-04-25T15.41.20.771,0.080,-0.544,-0.757,0.472
1619358080781,2021-04-25T15.41.20.781,0.090,-0.551,-0.759,0.471
1619358080791,2021-04-25T15.41.20.791,0.100,-0.554,-0.756,0.471
1619358080801,2021-04-25T15.41.20.801,0.110,-0.569,-0.765,0.471
1619358080811,2021-04-25T15.41.20.811,0.120,-0.582,-0.771,0.460
1619358080821,2021-04-25T15.41.20.821,0.130,-0.582,-0.766,0.454
1619358080831,2021-04-25T15.41.20.831,0.140,-0.595,-0.770,0.440
1619358080841,2021-04-25T15.41.20.841,0.150,-0.607,-0.763,0.428
1619358080851,2021-04-25T15.41.20.851,0.160,-0.618,-0.758,0.417
1619358080861,2021-04-25T15.41.20.861,0.170,-0.623,-0.756,0.413
1619358080871,2021-04-25T15.41.20.871,0.180,-0.623,-0.747,0.403
1619358080881,2021-04-25T15.41.20.881,0.190,-0.615,-0.744,0.405
1619358080891,2021-04-25T15.41.20.891,0.200,-0.609,-0.747,0.413
1619358080901,2021-04-25T15.41.20.901,0.210,-0.601,-0.746,0.425
1619358080911,2021-04-25T15.41.20.911,0.220,-0.580,-0.744,0.435
1619358080921,2021-04-25T15.41.20.921,0.230,-0.573,-0.745,0.443
1619358080931,2021-04-25T15.41.20.931,0.240,-0.566,-0.745,0.452
