epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1621264866160,2021-05-17T17.21.06.160,0.000,0.366,0.732,-0.549
1621264866170,2021-05-17T17.21.06.170,0.010,0.427,0.610,-0.244
1621264866180,2021-05-17T17.21.06.180,0.020,0.305,0.183,-0.305
1621264866190,2021-05-17T17.21.06.190,0.030,0.244,-0.244,-0.305
1621264866200,2021-05-17T17.21.06.200,0.040,0.183,-0.610,-0.244
1621264866210,2021-05-17T17.21.06.210,0.050,0.061,-0.915,-0.061
1621264866220,2021-05-17T17.21.06.220,0.060,0.061,-0.793,0.000
1621264866230,2021-05-17T17.21.06.230,0.070,0.183,-0.488,-0.061
1621264866240,2021-05-17T17.21.06.240,0.080,0.244,-0.183,-0.183
1621264866250,2021-05-17T17.21.06.250,0.090,0.366,0.183,-0.244
1621264866260,2021-05-17T17.21.06.260,0.100,0.366,0.366,-0.427
1621264866270,2021-05-17T17.21.06.270,0.110,0.305,0.366,-0.366
1621264866280,2021-05-17T17.21.06.280,0.120,0.366,0.122,-0.244
1621264866290,2021-05-17T17.21.06.290,0.130,0.244,-0.061,-0.305
1621264866300,2021-05-17T17.21.06.300,0.140,0.122,-0.366,-0.244
1621264866310,2021-05-17T17.21.06.310,0.150,0.183,-0.488,-0.061
1621264866320,2021-05-17T17.21.06.320,0.160,0.061,-0.488,-0.061
1621264866330,2021-05-17T17.21.06.330,0.170,0.061,-0.366,-0.122
1621264866340,2021-05-17T17.21.06.340,0.180,0.061,-0.366,-0.122
1621264866350,2021-05-17T17.21.06.350,0.190,0.061,-0.427,-0.122
1621264866360,2021-05-17T17.21.06.360,0.200,0.122,-0.549,-0.183
1621264866370,2021-05-17T17.21.06.370,0.210,0.061,-0.488,-0.122
1621264866380,2021-05-17T17.21.06.380,0.220,0.061,-0.549,-0.122
1621264866390,2021-05-17T17.21.06.390,0.230,0.244,-0.488,-0.061
1621264866400,2021-05-17T17.21.06.400,0.240,0.366,-0.366,-0.122
1621264866410,2021-05-17T17.21.06.410,0.250,0.244,-0.305,0.000
1621264866420,2021-05-17T17.21.06.420,0.260,0.122,-0.305,-0.061
1621264866430,2021-05-17T17.21.06.430,0.270,0.061,-0.366,-0.122
1621264866440,2021-05-17T17.21.06.440,0.280,0.061,-0.244,-0.061
1621264866450,2021-05-17T17.21.06.450,0.290,0.061,-0.183,-0.183
1621264866460,2021-05-17T17.21.06.460,0.300,0.122,-0.183,-0.305
1621264866470,2021-05-17T17.21.06.470,0.310,0.000,-0.061,-0.183
1621264866480,2021-05-17T17.21.06.480,0.320,-0.061,0.122,-0.183
1621264866490,2021-05-17T17.21.06.490,0.330,0.122,0.122,-0.244
1621264866500,2021-05-17T17.21.06.500,0.340,0.122,-0.122,-0.305
1621264866510,2021-05-17T17.21.06.510,0.350,0.244,-0.183,-0.244
1621264866520,2021-05-17T17.21.06.520,0.360,0.366,-0.244,-0.061
1621264866530,2021-05-17T17.21.06.530,0.370,0.305,-0.183,-0.061
1621264866540,2021-05-17T17.21.06.540,0.380,0.244,-0.122,0.000
1621264866550,2021-05-17T17.21.06.550,0.390,0.244,-0.183,0.061
1621264866560,2021-05-17T17.21.06.560,0.400,0.122,0.000,0.000
1621264866570,2021-05-17T17.21.06.570,0.410,0.000,0.061,-0.183
1621264866580,2021-05-17T17.21.06.580,0.420,0.183,0.061,-0.366
1621264866590,2021-05-17T17.21.06.590,0.430,0.305,0.122,-0.183
1621264866600,2021-05-17T17.21.06.600,0.440,0.244,0.061,-0.183
1621264866610,2021-05-17T17.21.06.610,0.450,0.305,0.000,-0.305
