epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1618391624411,2021-04-14T11.13.44.411,0.000,-6.646,9.573,-11.463
1618391624421,2021-04-14T11.13.44.421,0.010,-6.646,9.329,-11.707
1618391624432,2021-04-14T11.13.44.432,0.021,-7.256,8.049,-11.829
1618391624440,2021-04-14T11.13.44.440,0.029,-8.293,5.854,-12.195
1618391624451,2021-04-14T11.13.44.451,0.040,-9.085,3.354,-12.622
1618391624461,2021-04-14T11.13.44.461,0.050,-9.268,1.220,-12.927
1618391624471,2021-04-14T11.13.44.471,0.060,-9.207,-0.366,-13.110
1618391624481,2021-04-14T11.13.44.481,0.070,-9.024,-1.098,-13.232
1618391624492,2021-04-14T11.13.44.492,0.081,-8.476,-1.341,-13.293
1618391624501,2021-04-14T11.13.44.501,0.090,-7.988,-1.220,-12.988
1618391624511,2021-04-14T11.13.44.511,0.100,-7.561,-0.610,-12.500
1618391624521,2021-04-14T11.13.44.521,0.110,-6.707,0.793,-11.890
1618391624531,2021-04-14T11.13.44.531,0.120,-5.854,2.256,-11.159
1618391624542,2021-04-14T11.13.44.542,0.131,-5.061,3.720,-10.061
1618391624550,2021-04-14T11.13.44.550,0.139,-4.207,5.122,-8.902
1618391624561,2021-04-14T11.13.44.561,0.150,-3.476,6.280,-7.866
1618391624571,2021-04-14T11.13.44.571,0.160,-2.744,7.134,-6.951
1618391624581,2021-04-14T11.13.44.581,0.170,-2.073,7.866,-6.220
1618391624591,2021-04-14T11.13.44.591,0.180,-1.402,8.171,-5.549
1618391624602,2021-04-14T11.13.44.602,0.191,-0.427,8.232,-4.756
1618391624610,2021-04-14T11.13.44.610,0.199,0.549,8.354,-3.902
1618391624621,2021-04-14T11.13.44.621,0.210,0.854,8.354,-2.866
1618391624631,2021-04-14T11.13.44.631,0.220,0.976,7.988,-1.463
1618391624641,2021-04-14T11.13.44.641,0.230,0.976,7.561,0.061
1618391624651,2021-04-14T11.13.44.651,0.240,0.610,7.012,1.585
1618391624662,2021-04-14T11.13.44.662,0.251,0.244,6.402,3.171
1618391624670,2021-04-14T11.13.44.670,0.259,0.061,5.610,4.756
1618391624681,2021-04-14T11.13.44.681,0.270,0.122,4.756,6.220
1618391624691,2021-04-14T11.13.44.691,0.280,0.122,4.146,7.500
1618391624701,2021-04-14T11.13.44.701,0.290,0.061,3.415,8.537
1618391624711,2021-04-14T11.13.44.711,0.300,-0.061,2.744,9.390
1618391624720,2021-04-14T11.13.44.720,0.309,-0.366,2.012,10.061
1618391624731,2021-04-14T11.13.44.731,0.320,-0.610,1.463,10.671
1618391624741,2021-04-14T11.13.44.741,0.330,-0.366,0.976,11.524
1618391624751,2021-04-14T11.13.44.751,0.340,-0.061,0.671,12.561
1618391624761,2021-04-14T11.13.44.761,0.350,-0.061,0.732,13.659
1618391624772,2021-04-14T11.13.44.772,0.361,-0.244,1.098,14.634
1618391624780,2021-04-14T11.13.44.780,0.369,-0.549,1.768,15.366
1618391624791,2021-04-14T11.13.44.791,0.380,-1.159,2.439,15.671
1618391624801,2021-04-14T11.13.44.801,0.390,-1.890,2.622,15.915
1618391624811,2021-04-14T11.13.44.811,0.400,-2.134,2.012,16.037
1618391624821,2021-04-14T11.13.44.821,0.410,-2.012,1.098,16.280
1618391624830,2021-04-14T11.13.44.830,0.419,-1.768,0.610,16.585
1618391624840,2021-04-14T11.13.44.840,0.429,-1.829,0.549,16.707
1618391624851,2021-04-14T11.13.44.851,0.440,-2.012,0.976,16.829
1618391624861,2021-04-14T11.13.44.861,0.450,-2.500,1.768,16.829
1618391624871,2021-04-14T11.13.44.871,0.460,-3.110,2.073,16.890
1618391624881,2021-04-14T11.13.44.881,0.470,-3.415,1.890,17.012
1618391624890,2021-04-14T11.13.44.890,0.479,-3.659,1.524,17.256
1618391624900,2021-04-14T11.13.44.900,0.489,-4.146,0.366,17.317
1618391624911,2021-04-14T11.13.44.911,0.500,-4.817,-1.159,17.439
1618391624921,2021-04-14T11.13.44.921,0.510,-5.305,-2.561,17.256
1618391624931,2021-04-14T11.13.44.931,0.520,-6.098,-3.720,17.073
1618391624941,2021-04-14T11.13.44.941,0.530,-6.768,-4.878,16.646
1618391624950,2021-04-14T11.13.44.950,0.539,-7.195,-5.793,16.220
1618391624960,2021-04-14T11.13.44.960,0.549,-7.256,-6.402,15.793
1618391624971,2021-04-14T11.13.44.971,0.560,-7.134,-6.829,15.183
1618391624981,2021-04-14T11.13.44.981,0.570,-6.951,-7.195,14.573
1618391624991,2021-04-14T11.13.44.991,0.580,-6.646,-7.439,13.963
1618391625000,2021-04-14T11.13.45.000,0.589,-6.098,-7.439,13.415
1618391625010,2021-04-14T11.13.45.010,0.599,-5.244,-7.256,13.049
1618391625021,2021-04-14T11.13.45.021,0.610,-4.329,-6.768,12.805
1618391625031,2021-04-14T11.13.45.031,0.620,-3.354,-6.159,12.439
1618391625041,2021-04-14T11.13.45.041,0.630,-2.256,-5.305,12.073
1618391625051,2021-04-14T11.13.45.051,0.640,-1.098,-4.512,11.768
1618391625060,2021-04-14T11.13.45.060,0.649,-0.244,-4.024,11.402
1618391625070,2021-04-14T11.13.45.070,0.659,-0.061,-4.024,11.098
1618391625081,2021-04-14T11.13.45.081,0.670,0.061,-4.573,10.732
1618391625091,2021-04-14T11.13.45.091,0.680,-0.122,-5.183,10.183
1618391625101,2021-04-14T11.13.45.101,0.690,-0.671,-5.793,9.451
1618391625111,2021-04-14T11.13.45.111,0.700,-1.463,-6.707,8.720
1618391625120,2021-04-14T11.13.45.120,0.709,-2.134,-8.049,7.927
1618391625130,2021-04-14T11.13.45.130,0.719,-2.927,-9.573,6.890
1618391625141,2021-04-14T11.13.45.141,0.730,-3.780,-11.098,5.732
1618391625151,2021-04-14T11.13.45.151,0.740,-4.878,-12.622,4.512
1618391625161,2021-04-14T11.13.45.161,0.750,-5.671,-14.024,3.293
1618391625170,2021-04-14T11.13.45.170,0.759,-6.098,-15.122,2.134
1618391625180,2021-04-14T11.13.45.180,0.769,-6.402,-16.524,1.280
1618391625190,2021-04-14T11.13.45.190,0.779,-6.829,-17.988,0.854
1618391625201,2021-04-14T11.13.45.201,0.790,-7.500,-19.451,0.488
1618391625211,2021-04-14T11.13.45.211,0.800,-8.232,-21.280,0.366
1618391625221,2021-04-14T11.13.45.221,0.810,-8.780,-23.780,0.488
1618391625230,2021-04-14T11.13.45.230,0.819,-9.268,-26.524,0.854
1618391625240,2021-04-14T11.13.45.240,0.829,-9.756,-29.329,1.341
1618391625251,2021-04-14T11.13.45.251,0.840,-9.817,-31.951,1.707
1618391625261,2021-04-14T11.13.45.261,0.850,-9.268,-34.390,2.012
1618391625271,2021-04-14T11.13.45.271,0.860,-8.659,-36.402,2.195
1618391625281,2021-04-14T11.13.45.281,0.870,-7.927,-37.866,2.317
1618391625290,2021-04-14T11.13.45.290,0.879,-6.951,-38.720,2.378
1618391625300,2021-04-14T11.13.45.300,0.889,-5.915,-38.841,2.134
1618391625311,2021-04-14T11.13.45.311,0.900,-4.756,-38.049,1.768
1618391625321,2021-04-14T11.13.45.321,0.910,-3.537,-36.524,1.280
1618391625331,2021-04-14T11.13.45.331,0.920,-2.256,-34.024,0.732
1618391625340,2021-04-14T11.13.45.340,0.929,-0.610,-30.854,0.183
1618391625350,2021-04-14T11.13.45.350,0.939,1.098,-26.707,-0.549
1618391625360,2021-04-14T11.13.45.360,0.949,2.622,-22.256,-1.341
1618391625371,2021-04-14T11.13.45.371,0.960,3.902,-17.805,-2.012
1618391625381,2021-04-14T11.13.45.381,0.970,5.183,-13.110,-2.683
1618391625391,2021-04-14T11.13.45.391,0.980,6.159,-8.659,-2.988
1618391625400,2021-04-14T11.13.45.400,0.989,6.768,-5.061,-3.049
1618391625410,2021-04-14T11.13.45.410,0.999,7.317,-1.951,-2.622
1618391625420,2021-04-14T11.13.45.420,1.009,8.598,0.732,-1.646
1618391625431,2021-04-14T11.13.45.431,1.020,9.817,2.927,-0.244
1618391625441,2021-04-14T11.13.45.441,1.030,10.854,4.390,1.463
1618391625451,2021-04-14T11.13.45.451,1.040,11.646,5.183,3.537
1618391625460,2021-04-14T11.13.45.460,1.049,12.256,5.488,5.732
1618391625470,2021-04-14T11.13.45.470,1.059,12.805,5.244,8.049
1618391625481,2021-04-14T11.13.45.481,1.070,12.988,4.512,10.488
