epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1618391624401,2021-04-14T11.13.44.401,0.000,-0.123,-0.911,0.281
1618391624411,2021-04-14T11.13.44.411,0.010,-0.126,-0.916,0.286
1618391624421,2021-04-14T11.13.44.421,0.020,-0.129,-0.913,0.293
1618391624432,2021-04-14T11.13.44.432,0.031,-0.131,-0.907,0.303
1618391624440,2021-04-14T11.13.44.440,0.039,-0.132,-0.906,0.310
1618391624451,2021-04-14T11.13.44.451,0.050,-0.137,-0.910,0.319
1618391624461,2021-04-14T11.13.44.461,0.060,-0.135,-0.914,0.318
1618391624471,2021-04-14T11.13.44.471,0.070,-0.133,-0.918,0.318
1618391624481,2021-04-14T11.13.44.481,0.080,-0.131,-0.922,0.315
1618391624490,2021-04-14T11.13.44.490,0.089,-0.130,-0.917,0.311
1618391624501,2021-04-14T11.13.44.501,0.100,-0.128,-0.915,0.308
1618391624511,2021-04-14T11.13.44.511,0.110,-0.127,-0.917,0.309
1618391624521,2021-04-14T11.13.44.521,0.120,-0.127,-0.919,0.307
1618391624531,2021-04-14T11.13.44.531,0.130,-0.128,-0.913,0.305
1618391624542,2021-04-14T11.13.44.542,0.141,-0.130,-0.905,0.305
1618391624550,2021-04-14T11.13.44.550,0.149,-0.131,-0.905,0.307
1618391624561,2021-04-14T11.13.44.561,0.160,-0.134,-0.909,0.303
1618391624571,2021-04-14T11.13.44.571,0.170,-0.137,-0.913,0.293
1618391624581,2021-04-14T11.13.44.581,0.180,-0.145,-0.919,0.288
1618391624591,2021-04-14T11.13.44.591,0.190,-0.151,-0.930,0.285
1618391624602,2021-04-14T11.13.44.602,0.201,-0.151,-0.932,0.276
1618391624610,2021-04-14T11.13.44.610,0.209,-0.149,-0.921,0.278
1618391624621,2021-04-14T11.13.44.621,0.220,-0.154,-0.916,0.279
1618391624631,2021-04-14T11.13.44.631,0.230,-0.156,-0.914,0.276
1618391624641,2021-04-14T11.13.44.641,0.240,-0.159,-0.908,0.276
1618391624651,2021-04-14T11.13.44.651,0.250,-0.157,-0.909,0.277
1618391624660,2021-04-14T11.13.44.660,0.259,-0.155,-0.918,0.278
1618391624670,2021-04-14T11.13.44.670,0.269,-0.152,-0.927,0.279
1618391624681,2021-04-14T11.13.44.681,0.280,-0.150,-0.929,0.274
1618391624691,2021-04-14T11.13.44.691,0.290,-0.151,-0.925,0.268
1618391624701,2021-04-14T11.13.44.701,0.300,-0.149,-0.921,0.264
1618391624711,2021-04-14T11.13.44.711,0.310,-0.147,-0.918,0.264
1618391624720,2021-04-14T11.13.44.720,0.319,-0.147,-0.920,0.268
1618391624731,2021-04-14T11.13.44.731,0.330,-0.146,-0.932,0.265
1618391624741,2021-04-14T11.13.44.741,0.340,-0.143,-0.940,0.259
