epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1618394431063,2021-04-14T12.00.31.063,0.000,-0.203,-1.001,0.142
1618394431073,2021-04-14T12.00.31.073,0.010,-0.204,-0.985,0.140
1618394431083,2021-04-14T12.00.31.083,0.020,-0.196,-0.956,0.138
1618394431093,2021-04-14T12.00.31.093,0.030,-0.208,-0.954,0.144
1618394431104,2021-04-14T12.00.31.104,0.041,-0.222,-0.952,0.143
1618394431112,2021-04-14T12.00.31.112,0.049,-0.226,-0.945,0.141
1618394431123,2021-04-14T12.00.31.123,0.060,-0.211,-0.941,0.139
1618394431133,2021-04-14T12.00.31.133,0.070,-0.201,-0.939,0.135
1618394431143,2021-04-14T12.00.31.143,0.080,-0.194,-0.935,0.133
1618394431153,2021-04-14T12.00.31.153,0.090,-0.187,-0.939,0.138
1618394431164,2021-04-14T12.00.31.164,0.101,-0.178,-0.947,0.132
1618394431172,2021-04-14T12.00.31.172,0.109,-0.180,-0.956,0.122
1618394431183,2021-04-14T12.00.31.183,0.120,-0.185,-0.969,0.125
1618394431193,2021-04-14T12.00.31.193,0.130,-0.182,-0.997,0.133
1618394431203,2021-04-14T12.00.31.203,0.140,-0.196,-1.038,0.135
1618394431213,2021-04-14T12.00.31.213,0.150,-0.213,-1.072,0.146
1618394431222,2021-04-14T12.00.31.222,0.159,-0.209,-1.104,0.167
1618394431233,2021-04-14T12.00.31.233,0.170,-0.197,-1.102,0.182
1618394431243,2021-04-14T12.00.31.243,0.180,-0.192,-1.078,0.200
1618394431253,2021-04-14T12.00.31.253,0.190,-0.188,-1.066,0.213
1618394431263,2021-04-14T12.00.31.263,0.200,-0.184,-1.048,0.221
1618394431274,2021-04-14T12.00.31.274,0.211,-0.150,-1.006,0.216
1618394431282,2021-04-14T12.00.31.282,0.219,-0.129,-0.970,0.208
1618394431293,2021-04-14T12.00.31.293,0.230,-0.135,-0.950,0.211
1618394431303,2021-04-14T12.00.31.303,0.240,-0.149,-0.947,0.222
1618394431313,2021-04-14T12.00.31.313,0.250,-0.147,-0.958,0.240
1618394431323,2021-04-14T12.00.31.323,0.260,-0.134,-0.981,0.257
1618394431332,2021-04-14T12.00.31.332,0.269,-0.128,-0.999,0.262
1618394431342,2021-04-14T12.00.31.342,0.279,-0.113,-1.003,0.266
1618394431353,2021-04-14T12.00.31.353,0.290,-0.086,-1.003,0.266
