epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1618394437348,2021-04-14T12.00.37.348,0.000,-32.378,-24.817,3.415
1618394437358,2021-04-14T12.00.37.358,0.010,-31.037,-28.049,-0.427
1618394437369,2021-04-14T12.00.37.369,0.021,-22.439,-48.049,-19.207
1618394437379,2021-04-14T12.00.37.379,0.031,-10.915,-91.341,-44.085
1618394437388,2021-04-14T12.00.37.388,0.040,-6.220,-133.902,-56.829
1618394437398,2021-04-14T12.00.37.398,0.050,-10.793,-117.927,-36.951
1618394437408,2021-04-14T12.00.37.408,0.060,-16.524,-42.805,-14.817
1618394437418,2021-04-14T12.00.37.418,0.070,-21.159,0.732,-28.780
1618394437429,2021-04-14T12.00.37.429,0.081,-22.805,2.439,-49.207
1618394437439,2021-04-14T12.00.37.439,0.091,-27.500,-11.890,-46.524
1618394437449,2021-04-14T12.00.37.449,0.101,-30.671,-32.073,-45.732
1618394437458,2021-04-14T12.00.37.458,0.110,-24.268,-20.610,-43.780
1618394437468,2021-04-14T12.00.37.468,0.120,-16.220,9.085,-40.244
1618394437478,2021-04-14T12.00.37.478,0.130,-15.610,15.793,-37.927
1618394437489,2021-04-14T12.00.37.489,0.141,-16.402,8.354,-35.183
1618394437499,2021-04-14T12.00.37.499,0.151,-15.366,0.061,-32.866
1618394437509,2021-04-14T12.00.37.509,0.161,-14.390,-8.354,-30.915
1618394437519,2021-04-14T12.00.37.519,0.171,-13.415,-12.561,-29.817
1618394437528,2021-04-14T12.00.37.528,0.180,-13.476,-16.098,-29.146
1618394437538,2021-04-14T12.00.37.538,0.190,-13.963,-20.061,-28.963
1618394437549,2021-04-14T12.00.37.549,0.201,-14.024,-21.646,-28.902
1618394437559,2021-04-14T12.00.37.559,0.211,-14.390,-22.927,-28.963
1618394437569,2021-04-14T12.00.37.569,0.221,-14.146,-24.512,-28.659
1618394437580,2021-04-14T12.00.37.580,0.232,-13.841,-24.390,-28.293
1618394437590,2021-04-14T12.00.37.590,0.242,-13.720,-21.220,-26.890
1618394437600,2021-04-14T12.00.37.600,0.252,-13.476,-14.756,-25.793
1618394437609,2021-04-14T12.00.37.609,0.261,-13.354,-7.988,-25.915
1618394437619,2021-04-14T12.00.37.619,0.271,-13.841,-5.000,-25.793
1618394437629,2021-04-14T12.00.37.629,0.281,-13.476,-4.268,-25.427
1618394437640,2021-04-14T12.00.37.640,0.292,-12.439,-3.232,-24.878
1618394437650,2021-04-14T12.00.37.650,0.302,-12.439,-1.037,-24.329
1618394437660,2021-04-14T12.00.37.660,0.312,-11.037,1.829,-24.329
1618394437670,2021-04-14T12.00.37.670,0.322,-9.512,3.110,-24.878
1618394437679,2021-04-14T12.00.37.679,0.331,-9.268,3.659,-24.756
1618394437689,2021-04-14T12.00.37.689,0.341,-7.927,6.463,-24.024
1618394437700,2021-04-14T12.00.37.700,0.352,-5.732,9.146,-22.500
1618394437710,2021-04-14T12.00.37.710,0.362,-3.110,6.524,-19.878
1618394437720,2021-04-14T12.00.37.720,0.372,-1.707,4.573,-17.378
1618394437730,2021-04-14T12.00.37.730,0.382,-1.159,6.220,-15.854
1618394437741,2021-04-14T12.00.37.741,0.393,-1.037,6.524,-14.695
1618394437749,2021-04-14T12.00.37.749,0.401,-0.549,4.512,-13.476
1618394437760,2021-04-14T12.00.37.760,0.412,-0.549,3.049,-12.439
1618394437770,2021-04-14T12.00.37.770,0.422,-0.915,2.866,-11.707
1618394437780,2021-04-14T12.00.37.780,0.432,-1.220,3.171,-11.402
1618394437790,2021-04-14T12.00.37.790,0.442,-1.707,2.805,-11.524
1618394437801,2021-04-14T12.00.37.801,0.453,-1.768,3.110,-11.707
1618394437811,2021-04-14T12.00.37.811,0.463,-1.768,5.244,-11.463
1618394437820,2021-04-14T12.00.37.820,0.472,-1.890,6.524,-10.488
1618394437830,2021-04-14T12.00.37.830,0.482,-2.378,4.878,-8.963
1618394437840,2021-04-14T12.00.37.840,0.492,-2.683,1.951,-8.293
1618394437850,2021-04-14T12.00.37.850,0.502,-2.622,0.366,-8.354
1618394437861,2021-04-14T12.00.37.861,0.513,-2.744,-2.988,-8.293
1618394437871,2021-04-14T12.00.37.871,0.523,-2.988,-8.537,-7.683
1618394437881,2021-04-14T12.00.37.881,0.533,-1.402,-7.805,-7.927
1618394437890,2021-04-14T12.00.37.890,0.542,-0.183,-2.073,-8.232
1618394437900,2021-04-14T12.00.37.900,0.552,-0.549,1.341,-8.415
1618394437911,2021-04-14T12.00.37.911,0.563,-0.488,3.537,-9.268
1618394437921,2021-04-14T12.00.37.921,0.573,-0.061,4.878,-9.695
1618394437931,2021-04-14T12.00.37.931,0.583,0.488,5.000,-9.817
1618394437941,2021-04-14T12.00.37.941,0.593,1.707,7.073,-10.427
1618394437952,2021-04-14T12.00.37.952,0.604,2.439,8.963,-11.220
1618394437962,2021-04-14T12.00.37.962,0.614,2.561,9.512,-12.073
1618394437971,2021-04-14T12.00.37.971,0.623,2.683,10.183,-12.744
1618394437981,2021-04-14T12.00.37.981,0.633,3.110,10.915,-12.683
1618394437991,2021-04-14T12.00.37.991,0.643,3.720,10.427,-12.073
1618394438001,2021-04-14T12.00.38.001,0.653,4.085,8.049,-11.951
1618394438012,2021-04-14T12.00.38.012,0.664,4.268,5.915,-12.561
1618394438022,2021-04-14T12.00.38.022,0.674,3.841,4.695,-13.476
1618394438032,2021-04-14T12.00.38.032,0.684,3.537,4.207,-13.963
1618394438041,2021-04-14T12.00.38.041,0.693,3.415,1.402,-13.902
1618394438051,2021-04-14T12.00.38.051,0.703,3.293,-3.476,-13.537
1618394438061,2021-04-14T12.00.38.061,0.713,3.598,-6.220,-14.146
1618394438072,2021-04-14T12.00.38.072,0.724,4.268,-8.476,-15.488
1618394438082,2021-04-14T12.00.38.082,0.734,5.366,-10.183,-17.317
1618394438092,2021-04-14T12.00.38.092,0.744,6.646,-11.037,-19.085
1618394438102,2021-04-14T12.00.38.102,0.754,7.805,-11.463,-20.793
1618394438111,2021-04-14T12.00.38.111,0.763,8.780,-11.280,-23.049
1618394438121,2021-04-14T12.00.38.121,0.773,9.756,-10.610,-25.183
1618394438132,2021-04-14T12.00.38.132,0.784,10.732,-9.085,-26.890
1618394438142,2021-04-14T12.00.38.142,0.794,12.073,-7.866,-28.171
1618394438152,2021-04-14T12.00.38.152,0.804,13.720,-7.195,-28.902
1618394438163,2021-04-14T12.00.38.163,0.815,15.061,-4.451,-29.451
1618394438173,2021-04-14T12.00.38.173,0.825,16.829,1.341,-30.732
1618394438182,2021-04-14T12.00.38.182,0.834,19.207,9.817,-32.378
1618394438192,2021-04-14T12.00.38.192,0.844,20.427,16.402,-33.963
1618394438202,2021-04-14T12.00.38.202,0.854,21.829,18.354,-36.463
1618394438212,2021-04-14T12.00.38.212,0.864,23.354,18.780,-39.390
1618394438223,2021-04-14T12.00.38.223,0.875,25.366,18.841,-42.927
1618394438233,2021-04-14T12.00.38.233,0.885,28.354,20.549,-46.402
1618394438243,2021-04-14T12.00.38.243,0.895,31.341,23.476,-49.451
1618394438253,2021-04-14T12.00.38.253,0.905,34.756,27.134,-52.195
1618394438262,2021-04-14T12.00.38.262,0.914,38.537,30.610,-54.695
1618394438272,2021-04-14T12.00.38.272,0.924,42.317,33.841,-57.378
1618394438283,2021-04-14T12.00.38.283,0.935,45.427,37.561,-60.366
1618394438293,2021-04-14T12.00.38.293,0.945,47.317,42.134,-63.415
1618394438303,2021-04-14T12.00.38.303,0.955,47.439,46.402,-65.793
1618394438313,2021-04-14T12.00.38.313,0.965,46.829,52.500,-67.073
1618394438324,2021-04-14T12.00.38.324,0.976,47.012,63.293,-66.646
1618394438332,2021-04-14T12.00.38.332,0.984,48.415,72.256,-66.768
1618394438343,2021-04-14T12.00.38.343,0.995,49.207,70.671,-68.780
1618394438353,2021-04-14T12.00.38.353,1.005,50.610,63.659,-73.110
1618394438363,2021-04-14T12.00.38.363,1.015,52.988,58.293,-80.549
1618394438373,2021-04-14T12.00.38.373,1.025,55.671,51.037,-89.390
1618394438384,2021-04-14T12.00.38.384,1.036,57.378,42.378,-98.171
1618394438394,2021-04-14T12.00.38.394,1.046,58.659,41.890,-104.878
1618394438403,2021-04-14T12.00.38.403,1.055,63.049,46.402,-111.280
1618394438413,2021-04-14T12.00.38.413,1.065,68.171,41.402,-117.378
1618394438423,2021-04-14T12.00.38.423,1.075,70.549,21.402,-122.622
1618394438434,2021-04-14T12.00.38.434,1.086,69.817,-7.134,-126.159
1618394438444,2021-04-14T12.00.38.444,1.096,67.439,-39.451,-127.195
1618394438454,2021-04-14T12.00.38.454,1.106,63.232,-70.366,-125.427
1618394438464,2021-04-14T12.00.38.464,1.116,58.537,-89.146,-122.073
1618394438473,2021-04-14T12.00.38.473,1.125,51.768,-96.585,-113.659
1618394438483,2021-04-14T12.00.38.483,1.135,39.024,-106.037,-90.854
1618394438494,2021-04-14T12.00.38.494,1.146,37.744,-95.061,-68.049
1618394438504,2021-04-14T12.00.38.504,1.156,40.732,-96.829,-53.963
1618394438514,2021-04-14T12.00.38.514,1.166,39.146,-118.232,-42.622
1618394438524,2021-04-14T12.00.38.524,1.176,35.549,-135.427,-32.073
1618394438535,2021-04-14T12.00.38.535,1.187,32.866,-138.780,-19.817
1618394438545,2021-04-14T12.00.38.545,1.197,30.732,-133.659,-5.061
1618394438554,2021-04-14T12.00.38.554,1.206,29.268,-126.402,10.183
1618394438564,2021-04-14T12.00.38.564,1.216,32.561,-108.415,25.854
1618394438574,2021-04-14T12.00.38.574,1.226,34.817,-92.805,40.854
1618394438584,2021-04-14T12.00.38.584,1.236,37.744,-84.817,55.427
1618394438595,2021-04-14T12.00.38.595,1.247,41.646,-82.073,68.110
1618394438605,2021-04-14T12.00.38.605,1.257,45.976,-79.817,78.720
1618394438615,2021-04-14T12.00.38.615,1.267,49.756,-76.646,89.878
1618394438624,2021-04-14T12.00.38.624,1.276,52.622,-78.232,101.280
1618394438634,2021-04-14T12.00.38.634,1.286,55.000,-83.354,111.220
1618394438644,2021-04-14T12.00.38.644,1.296,56.890,-88.232,120.183
1618394438655,2021-04-14T12.00.38.655,1.307,57.988,-92.500,128.293
1618394438665,2021-04-14T12.00.38.665,1.317,57.988,-98.598,134.573
1618394438675,2021-04-14T12.00.38.675,1.327,58.049,-108.049,140.000
1618394438685,2021-04-14T12.00.38.685,1.337,57.683,-123.110,144.268
1618394438694,2021-04-14T12.00.38.694,1.346,56.159,-141.829,146.707
1618394438705,2021-04-14T12.00.38.705,1.357,54.390,-160.366,147.744
1618394438715,2021-04-14T12.00.38.715,1.367,52.378,-178.049,146.951
1618394438725,2021-04-14T12.00.38.725,1.377,50.732,-192.683,144.146
1618394438735,2021-04-14T12.00.38.735,1.387,49.024,-205.244,140.000
1618394438746,2021-04-14T12.00.38.746,1.398,46.890,-220.061,134.268
1618394438756,2021-04-14T12.00.38.756,1.408,46.220,-224.146,129.268
1618394438765,2021-04-14T12.00.38.765,1.417,46.341,-215.854,124.329
1618394438775,2021-04-14T12.00.38.775,1.427,46.585,-207.256,116.951
1618394438785,2021-04-14T12.00.38.785,1.437,47.805,-196.037,108.415
1618394438795,2021-04-14T12.00.38.795,1.447,47.195,-183.598,99.390
1618394438806,2021-04-14T12.00.38.806,1.458,44.512,-171.768,92.073
1618394438816,2021-04-14T12.00.38.816,1.468,41.159,-157.012,84.268
