epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1618394431073,2021-04-14T12.00.31.073,0.000,37.012,17.927,5.427
1618394431083,2021-04-14T12.00.31.083,0.010,37.195,17.927,5.488
1618394431093,2021-04-14T12.00.31.093,0.020,37.073,17.317,5.671
1618394431104,2021-04-14T12.00.31.104,0.031,37.744,15.366,6.037
1618394431112,2021-04-14T12.00.31.112,0.039,38.476,11.707,6.220
1618394431123,2021-04-14T12.00.31.123,0.050,38.841,7.805,6.159
1618394431133,2021-04-14T12.00.31.133,0.060,39.207,4.329,5.671
1618394431143,2021-04-14T12.00.31.143,0.070,39.451,1.951,4.817
1618394431153,2021-04-14T12.00.31.153,0.080,39.451,0.915,3.780
1618394431164,2021-04-14T12.00.31.164,0.091,39.268,1.402,2.500
1618394431172,2021-04-14T12.00.31.172,0.099,39.024,2.805,1.098
1618394431183,2021-04-14T12.00.31.183,0.110,38.293,4.634,-0.427
1618394431193,2021-04-14T12.00.31.193,0.120,36.463,6.707,-2.500
1618394431203,2021-04-14T12.00.31.203,0.130,34.390,8.720,-5.366
1618394431213,2021-04-14T12.00.31.213,0.140,32.134,10.427,-8.354
1618394431222,2021-04-14T12.00.31.222,0.149,29.817,11.524,-11.280
1618394431233,2021-04-14T12.00.31.233,0.160,27.927,12.622,-14.146
1618394431243,2021-04-14T12.00.31.243,0.170,26.098,13.415,-16.402
1618394431253,2021-04-14T12.00.31.253,0.180,23.659,13.476,-17.988
1618394431263,2021-04-14T12.00.31.263,0.190,21.646,12.805,-18.354
1618394431274,2021-04-14T12.00.31.274,0.201,20.244,13.537,-17.805
1618394431282,2021-04-14T12.00.31.282,0.209,18.598,14.695,-16.890
1618394431293,2021-04-14T12.00.31.293,0.220,16.829,14.695,-15.305
1618394431303,2021-04-14T12.00.31.303,0.230,15.000,12.622,-12.988
1618394431313,2021-04-14T12.00.31.313,0.240,13.110,8.720,-10.549
1618394431323,2021-04-14T12.00.31.323,0.250,12.012,4.268,-8.171
1618394431334,2021-04-14T12.00.31.334,0.261,12.134,-0.915,-6.037
1618394431342,2021-04-14T12.00.31.342,0.269,12.805,-6.463,-4.024
1618394431353,2021-04-14T12.00.31.353,0.280,14.085,-11.707,-2.012
1618394431363,2021-04-14T12.00.31.363,0.290,15.671,-15.915,-0.305
1618394431373,2021-04-14T12.00.31.373,0.300,17.195,-18.720,1.098
1618394431383,2021-04-14T12.00.31.383,0.310,19.390,-19.207,2.561
1618394431392,2021-04-14T12.00.31.392,0.319,21.707,-16.280,3.963
1618394431402,2021-04-14T12.00.31.402,0.329,23.476,-11.402,5.000
1618394431413,2021-04-14T12.00.31.413,0.340,25.122,-4.634,5.671
1618394431423,2021-04-14T12.00.31.423,0.350,26.707,2.500,5.976
1618394431433,2021-04-14T12.00.31.433,0.360,28.354,9.451,5.793
1618394431443,2021-04-14T12.00.31.443,0.370,30.244,17.561,5.366
1618394431452,2021-04-14T12.00.31.452,0.379,32.012,26.951,3.902
1618394431463,2021-04-14T12.00.31.463,0.390,32.500,35.305,1.707
1618394431473,2021-04-14T12.00.31.473,0.400,32.317,42.805,-0.976
1618394431483,2021-04-14T12.00.31.483,0.410,31.463,49.207,-4.329
1618394431493,2021-04-14T12.00.31.493,0.420,29.451,54.207,-8.415
1618394431504,2021-04-14T12.00.31.504,0.431,27.134,57.683,-13.171
1618394431512,2021-04-14T12.00.31.512,0.439,24.024,59.634,-18.232
1618394431523,2021-04-14T12.00.31.523,0.450,20.671,59.573,-23.537
1618394431533,2021-04-14T12.00.31.533,0.460,17.256,57.866,-28.659
1618394431543,2021-04-14T12.00.31.543,0.470,13.293,55.671,-33.171
1618394431553,2021-04-14T12.00.31.553,0.480,8.293,52.622,-37.378
1618394431562,2021-04-14T12.00.31.562,0.489,3.293,48.720,-41.341
1618394431572,2021-04-14T12.00.31.572,0.499,-1.402,43.963,-44.878
1618394431583,2021-04-14T12.00.31.583,0.510,-5.305,38.780,-47.134
1618394431593,2021-04-14T12.00.31.593,0.520,-9.695,33.171,-48.293
1618394431603,2021-04-14T12.00.31.603,0.530,-12.988,26.951,-49.573
1618394431613,2021-04-14T12.00.31.613,0.540,-15.244,20.915,-50.488
1618394431622,2021-04-14T12.00.31.622,0.549,-17.134,15.244,-51.037
1618394431632,2021-04-14T12.00.31.632,0.559,-18.293,10.061,-51.280
1618394431643,2021-04-14T12.00.31.643,0.570,-18.841,5.976,-51.768
1618394431653,2021-04-14T12.00.31.653,0.580,-18.720,3.415,-51.951
1618394431663,2021-04-14T12.00.31.663,0.590,-18.049,2.744,-51.951
1618394431673,2021-04-14T12.00.31.673,0.600,-17.378,4.268,-52.012
1618394431682,2021-04-14T12.00.31.682,0.609,-16.524,8.293,-52.195
1618394431692,2021-04-14T12.00.31.692,0.619,-15.732,15.244,-52.073
1618394431703,2021-04-14T12.00.31.703,0.630,-15.549,24.451,-51.829
1618394431713,2021-04-14T12.00.31.713,0.640,-15.793,35.122,-51.524
1618394431723,2021-04-14T12.00.31.723,0.650,-15.976,45.549,-50.915
1618394431732,2021-04-14T12.00.31.732,0.659,-16.463,54.817,-49.939
1618394431742,2021-04-14T12.00.31.742,0.669,-16.951,61.768,-48.841
1618394431753,2021-04-14T12.00.31.753,0.680,-17.500,66.585,-47.317
1618394431763,2021-04-14T12.00.31.763,0.690,-18.293,69.390,-45.183
1618394431773,2021-04-14T12.00.31.773,0.700,-19.390,69.817,-43.232
1618394431783,2021-04-14T12.00.31.783,0.710,-20.549,67.500,-41.037
1618394431792,2021-04-14T12.00.31.792,0.719,-22.134,63.415,-38.720
1618394431802,2021-04-14T12.00.31.802,0.729,-23.598,58.049,-36.524
1618394431813,2021-04-14T12.00.31.813,0.740,-24.817,51.098,-34.329
1618394431823,2021-04-14T12.00.31.823,0.750,-25.122,43.110,-32.195
1618394431833,2021-04-14T12.00.31.833,0.760,-25.244,34.573,-30.061
1618394431843,2021-04-14T12.00.31.843,0.770,-25.915,26.951,-27.988
1618394431852,2021-04-14T12.00.31.852,0.779,-26.402,21.037,-25.793
1618394431862,2021-04-14T12.00.31.862,0.789,-26.524,15.305,-23.659
1618394431873,2021-04-14T12.00.31.873,0.800,-26.768,9.939,-21.402
1618394431883,2021-04-14T12.00.31.883,0.810,-26.707,5.915,-19.268
1618394431893,2021-04-14T12.00.31.893,0.820,-26.098,3.049,-17.622
1618394431902,2021-04-14T12.00.31.902,0.829,-25.244,1.280,-16.646
1618394431912,2021-04-14T12.00.31.912,0.839,-24.207,0.976,-15.793
1618394431922,2021-04-14T12.00.31.922,0.849,-23.354,2.805,-15.061
1618394431933,2021-04-14T12.00.31.933,0.860,-23.049,5.854,-14.512
1618394431943,2021-04-14T12.00.31.943,0.870,-22.378,8.598,-13.537
1618394431953,2021-04-14T12.00.31.953,0.880,-21.037,11.159,-12.256
1618394431962,2021-04-14T12.00.31.962,0.889,-19.451,13.354,-10.183
1618394431972,2021-04-14T12.00.31.972,0.899,-17.927,14.512,-7.317
1618394431983,2021-04-14T12.00.31.983,0.910,-16.159,14.634,-3.841
1618394431993,2021-04-14T12.00.31.993,0.920,-13.659,13.902,-0.244
1618394432003,2021-04-14T12.00.32.003,0.930,-10.976,11.829,3.720
1618394432012,2021-04-14T12.00.32.012,0.939,-8.841,9.207,8.049
1618394432022,2021-04-14T12.00.32.022,0.949,-7.073,7.561,12.500
1618394432032,2021-04-14T12.00.32.032,0.959,-5.610,5.366,16.707
1618394432043,2021-04-14T12.00.32.043,0.970,-3.963,0.976,20.427
1618394432053,2021-04-14T12.00.32.053,0.980,-2.195,-4.878,23.963
1618394432063,2021-04-14T12.00.32.063,0.990,-0.244,-10.610,27.073
1618394432072,2021-04-14T12.00.32.072,0.999,1.098,-15.976,29.024
1618394432082,2021-04-14T12.00.32.082,1.009,2.256,-21.402,30.061
1618394432092,2021-04-14T12.00.32.092,1.019,3.598,-25.854,30.366
1618394432103,2021-04-14T12.00.32.103,1.030,5.000,-29.695,30.244
1618394432113,2021-04-14T12.00.32.113,1.040,5.976,-32.622,30.122
1618394432123,2021-04-14T12.00.32.123,1.050,8.232,-32.988,29.817
1618394432132,2021-04-14T12.00.32.132,1.059,11.280,-31.768,30.061
1618394432142,2021-04-14T12.00.32.142,1.069,14.451,-29.634,30.915
1618394432152,2021-04-14T12.00.32.152,1.079,17.500,-26.524,32.317
1618394432163,2021-04-14T12.00.32.163,1.090,20.427,-22.256,34.390
1618394432173,2021-04-14T12.00.32.173,1.100,23.110,-17.744,36.646
1618394432182,2021-04-14T12.00.32.182,1.109,25.183,-13.963,39.207
1618394432192,2021-04-14T12.00.32.192,1.119,26.402,-11.220,42.073
1618394432202,2021-04-14T12.00.32.202,1.129,27.622,-9.024,44.756
1618394432213,2021-04-14T12.00.32.213,1.140,28.963,-8.049,47.134
1618394432223,2021-04-14T12.00.32.223,1.150,30.061,-8.598,48.841
1618394432233,2021-04-14T12.00.32.233,1.160,30.854,-10.122,50.183
1618394432242,2021-04-14T12.00.32.242,1.169,31.524,-12.317,51.159
1618394432252,2021-04-14T12.00.32.252,1.179,31.768,-14.756,51.707
1618394432262,2021-04-14T12.00.32.262,1.189,31.463,-16.768,51.951
1618394432273,2021-04-14T12.00.32.273,1.200,30.549,-18.537,51.890
1618394432283,2021-04-14T12.00.32.283,1.210,28.963,-20.366,51.707
