epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1621616043432,2021-05-21T18.54.03.432,0.000,0.244,-1.402,-0.976
1621616043442,2021-05-21T18.54.03.442,0.010,0.305,-1.341,-0.915
1621616043452,2021-05-21T18.54.03.452,0.020,0.488,-1.463,-0.732
1621616043462,2021-05-21T18.54.03.462,0.030,0.671,-1.341,-0.671
1621616043472,2021-05-21T18.54.03.472,0.040,0.976,-1.159,-0.671
1621616043482,2021-05-21T18.54.03.482,0.050,1.098,-1.220,-0.732
1621616043492,2021-05-21T18.54.03.492,0.060,1.159,-1.341,-0.671
1621616043502,2021-05-21T18.54.03.502,0.070,1.341,-1.829,-0.671
1621616043512,2021-05-21T18.54.03.512,0.080,1.463,-3.171,-0.549
1621616043522,2021-05-21T18.54.03.522,0.090,1.585,-4.878,-0.427
1621616043532,2021-05-21T18.54.03.532,0.100,1.707,-5.244,-0.549
1621616043542,2021-05-21T18.54.03.542,0.110,1.646,-5.183,-0.671
1621616043552,2021-05-21T18.54.03.552,0.120,1.463,-5.244,-0.732
1621616043562,2021-05-21T18.54.03.562,0.130,1.402,-5.061,-0.732
1621616043572,2021-05-21T18.54.03.572,0.140,1.646,-4.573,-0.549
1621616043582,2021-05-21T18.54.03.582,0.150,1.463,-6.890,-0.671
1621616043592,2021-05-21T18.54.03.592,0.160,1.280,-7.256,-0.732
1621616043602,2021-05-21T18.54.03.602,0.170,0.671,-7.134,-1.402
1621616043612,2021-05-21T18.54.03.612,0.180,0.244,-6.585,-1.707
1621616043622,2021-05-21T18.54.03.622,0.190,-0.122,-6.402,-1.707
1621616043632,2021-05-21T18.54.03.632,0.200,-0.366,-5.854,-1.646
1621616043642,2021-05-21T18.54.03.642,0.210,-0.122,-4.939,-1.951
1621616043652,2021-05-21T18.54.03.652,0.220,0.366,-5.671,-1.829
1621616043662,2021-05-21T18.54.03.662,0.230,0.854,-7.561,-1.646
