epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1621096131450,2021-05-15T18.28.51.450,0.000,-0.440,0.455,0.811
1621096131460,2021-05-15T18.28.51.460,0.010,-0.437,0.460,0.824
1621096131470,2021-05-15T18.28.51.470,0.020,-0.430,0.457,0.826
1621096131480,2021-05-15T18.28.51.480,0.030,-0.425,0.458,0.832
1621096131490,2021-05-15T18.28.51.490,0.040,-0.413,0.463,0.826
1621096131500,2021-05-15T18.28.51.500,0.050,-0.406,0.464,0.821
1621096131510,2021-05-15T18.28.51.510,0.060,-0.412,0.466,0.812
1621096131520,2021-05-15T18.28.51.520,0.070,-0.414,0.466,0.806
1621096131530,2021-05-15T18.28.51.530,0.080,-0.409,0.466,0.805
1621096131540,2021-05-15T18.28.51.540,0.090,-0.417,0.467,0.805
1621096131550,2021-05-15T18.28.51.550,0.100,-0.422,0.463,0.813
1621096131560,2021-05-15T18.28.51.560,0.110,-0.417,0.463,0.819
1621096131570,2021-05-15T18.28.51.570,0.120,-0.412,0.464,0.816
1621096131580,2021-05-15T18.28.51.580,0.130,-0.402,0.469,0.814
1621096131590,2021-05-15T18.28.51.590,0.140,-0.403,0.474,0.811
1621096131600,2021-05-15T18.28.51.600,0.150,-0.419,0.468,0.808
1621096131610,2021-05-15T18.28.51.610,0.160,-0.435,0.461,0.807
1621096131620,2021-05-15T18.28.51.620,0.170,-0.432,0.456,0.806
1621096131630,2021-05-15T18.28.51.630,0.180,-0.440,0.448,0.807
1621096131640,2021-05-15T18.28.51.640,0.190,-0.446,0.444,0.812
1621096131650,2021-05-15T18.28.51.650,0.200,-0.447,0.439,0.811
1621096131660,2021-05-15T18.28.51.660,0.210,-0.423,0.442,0.816
1621096131670,2021-05-15T18.28.51.670,0.220,-0.409,0.450,0.813
1621096131680,2021-05-15T18.28.51.680,0.230,-0.433,0.445,0.792
1621096131690,2021-05-15T18.28.51.690,0.240,-0.421,0.442,0.787
1621096131700,2021-05-15T18.28.51.700,0.250,-0.418,0.440,0.795
1621096131710,2021-05-15T18.28.51.710,0.260,-0.434,0.435,0.793
1621096131720,2021-05-15T18.28.51.720,0.270,-0.430,0.433,0.802
1621096131730,2021-05-15T18.28.51.730,0.280,-0.438,0.434,0.812
1621096131740,2021-05-15T18.28.51.740,0.290,-0.443,0.436,0.812
1621096131750,2021-05-15T18.28.51.750,0.300,-0.437,0.438,0.812
1621096131760,2021-05-15T18.28.51.760,0.310,-0.438,0.440,0.807
1621096131770,2021-05-15T18.28.51.770,0.320,-0.441,0.433,0.806
1621096131780,2021-05-15T18.28.51.780,0.330,-0.441,0.430,0.822
1621096131790,2021-05-15T18.28.51.790,0.340,-0.435,0.435,0.847
1621096131800,2021-05-15T18.28.51.800,0.350,-0.438,0.435,0.858
1621096131810,2021-05-15T18.28.51.810,0.360,-0.432,0.438,0.867
1621096131820,2021-05-15T18.28.51.820,0.370,-0.420,0.443,0.874
1621096131830,2021-05-15T18.28.51.830,0.380,-0.426,0.446,0.874
1621096131840,2021-05-15T18.28.51.840,0.390,-0.433,0.450,0.867
1621096131850,2021-05-15T18.28.51.850,0.400,-0.436,0.447,0.867
1621096131860,2021-05-15T18.28.51.860,0.410,-0.432,0.451,0.871
1621096131870,2021-05-15T18.28.51.870,0.420,-0.430,0.458,0.867
1621096131880,2021-05-15T18.28.51.880,0.430,-0.428,0.455,0.863
1621096131890,2021-05-15T18.28.51.890,0.440,-0.422,0.458,0.858
1621096131900,2021-05-15T18.28.51.900,0.450,-0.426,0.461,0.850
1621096131910,2021-05-15T18.28.51.910,0.460,-0.433,0.464,0.841
1621096131920,2021-05-15T18.28.51.920,0.470,-0.436,0.467,0.836
1621096131930,2021-05-15T18.28.51.930,0.480,-0.437,0.462,0.839
1621096131940,2021-05-15T18.28.51.940,0.490,-0.438,0.458,0.840
1621096131950,2021-05-15T18.28.51.950,0.500,-0.436,0.458,0.832
1621096131960,2021-05-15T18.28.51.960,0.510,-0.453,0.449,0.814
1621096131970,2021-05-15T18.28.51.970,0.520,-0.450,0.445,0.819
1621096131980,2021-05-15T18.28.51.980,0.530,-0.440,0.439,0.835
1621096131990,2021-05-15T18.28.51.990,0.540,-0.434,0.439,0.850
1621096132000,2021-05-15T18.28.52.000,0.550,-0.424,0.439,0.854
1621096132010,2021-05-15T18.28.52.010,0.560,-0.422,0.438,0.851
1621096132020,2021-05-15T18.28.52.020,0.570,-0.426,0.437,0.850
1621096132030,2021-05-15T18.28.52.030,0.580,-0.433,0.437,0.843
1621096132040,2021-05-15T18.28.52.040,0.590,-0.436,0.434,0.835
1621096132050,2021-05-15T18.28.52.050,0.600,-0.441,0.433,0.831
1621096132060,2021-05-15T18.28.52.060,0.610,-0.453,0.429,0.829
1621096132070,2021-05-15T18.28.52.070,0.620,-0.448,0.427,0.830
1621096132080,2021-05-15T18.28.52.080,0.630,-0.448,0.423,0.830
1621096132090,2021-05-15T18.28.52.090,0.640,-0.447,0.419,0.831
1621096132100,2021-05-15T18.28.52.100,0.650,-0.436,0.416,0.833
1621096132110,2021-05-15T18.28.52.110,0.660,-0.427,0.418,0.834
1621096132120,2021-05-15T18.28.52.120,0.670,-0.436,0.420,0.837
1621096132130,2021-05-15T18.28.52.130,0.680,-0.434,0.425,0.833
1621096132140,2021-05-15T18.28.52.140,0.690,-0.418,0.426,0.834
1621096132150,2021-05-15T18.28.52.150,0.700,-0.422,0.430,0.830
1621096132160,2021-05-15T18.28.52.160,0.710,-0.426,0.432,0.825
1621096132170,2021-05-15T18.28.52.170,0.720,-0.421,0.431,0.820
1621096132180,2021-05-15T18.28.52.180,0.730,-0.425,0.436,0.817
1621096132190,2021-05-15T18.28.52.190,0.740,-0.427,0.438,0.822
1621096132200,2021-05-15T18.28.52.200,0.750,-0.435,0.436,0.831
1621096132210,2021-05-15T18.28.52.210,0.760,-0.437,0.436,0.831
1621096132220,2021-05-15T18.28.52.220,0.770,-0.433,0.436,0.833
1621096132230,2021-05-15T18.28.52.230,0.780,-0.426,0.437,0.835
1621096132240,2021-05-15T18.28.52.240,0.790,-0.434,0.438,0.832
1621096132250,2021-05-15T18.28.52.250,0.800,-0.433,0.438,0.834
1621096132260,2021-05-15T18.28.52.260,0.810,-0.428,0.436,0.835
1621096132270,2021-05-15T18.28.52.270,0.820,-0.434,0.434,0.835
1621096132280,2021-05-15T18.28.52.280,0.830,-0.438,0.438,0.833
1621096132290,2021-05-15T18.28.52.290,0.840,-0.433,0.441,0.830
1621096132300,2021-05-15T18.28.52.300,0.850,-0.431,0.441,0.828
1621096132310,2021-05-15T18.28.52.310,0.860,-0.430,0.442,0.832
1621096132320,2021-05-15T18.28.52.320,0.870,-0.429,0.442,0.838
1621096132330,2021-05-15T18.28.52.330,0.880,-0.432,0.441,0.835
1621096132340,2021-05-15T18.28.52.340,0.890,-0.434,0.439,0.832
1621096132350,2021-05-15T18.28.52.350,0.900,-0.438,0.439,0.833
1621096132360,2021-05-15T18.28.52.360,0.910,-0.437,0.438,0.835
1621096132370,2021-05-15T18.28.52.370,0.920,-0.429,0.438,0.832
1621096132380,2021-05-15T18.28.52.380,0.930,-0.424,0.439,0.828
1621096132390,2021-05-15T18.28.52.390,0.940,-0.419,0.440,0.832
1621096132400,2021-05-15T18.28.52.400,0.950,-0.414,0.440,0.837
1621096132410,2021-05-15T18.28.52.410,0.960,-0.415,0.438,0.832
1621096132420,2021-05-15T18.28.52.420,0.970,-0.419,0.439,0.826
1621096132430,2021-05-15T18.28.52.430,0.980,-0.421,0.439,0.827
1621096132440,2021-05-15T18.28.52.440,0.990,-0.429,0.440,0.830
1621096132450,2021-05-15T18.28.52.450,1.000,-0.430,0.443,0.824
1621096132460,2021-05-15T18.28.52.460,1.010,-0.424,0.439,0.829
1621096132470,2021-05-15T18.28.52.470,1.020,-0.424,0.438,0.836
1621096132480,2021-05-15T18.28.52.480,1.030,-0.421,0.441,0.836
1621096132490,2021-05-15T18.28.52.490,1.040,-0.412,0.439,0.834
1621096132500,2021-05-15T18.28.52.500,1.050,-0.420,0.437,0.839
1621096132510,2021-05-15T18.28.52.510,1.060,-0.425,0.437,0.838
1621096132520,2021-05-15T18.28.52.520,1.070,-0.424,0.438,0.837
1621096132530,2021-05-15T18.28.52.530,1.080,-0.436,0.441,0.838
1621096132540,2021-05-15T18.28.52.540,1.090,-0.435,0.441,0.841
1621096132550,2021-05-15T18.28.52.550,1.100,-0.429,0.443,0.835
1621096132560,2021-05-15T18.28.52.560,1.110,-0.427,0.443,0.826
1621096132570,2021-05-15T18.28.52.570,1.120,-0.426,0.441,0.822
1621096132580,2021-05-15T18.28.52.580,1.130,-0.424,0.441,0.821
1621096132590,2021-05-15T18.28.52.590,1.140,-0.420,0.445,0.823
1621096132600,2021-05-15T18.28.52.600,1.150,-0.419,0.443,0.829
1621096132610,2021-05-15T18.28.52.610,1.160,-0.421,0.441,0.839
1621096132620,2021-05-15T18.28.52.620,1.170,-0.426,0.437,0.846
1621096132630,2021-05-15T18.28.52.630,1.180,-0.422,0.438,0.847
1621096132640,2021-05-15T18.28.52.640,1.190,-0.423,0.438,0.847
1621096132650,2021-05-15T18.28.52.650,1.200,-0.433,0.441,0.840
1621096132660,2021-05-15T18.28.52.660,1.210,-0.432,0.439,0.830
1621096132670,2021-05-15T18.28.52.670,1.220,-0.426,0.445,0.820
1621096132680,2021-05-15T18.28.52.680,1.230,-0.430,0.448,0.822
1621096132690,2021-05-15T18.28.52.690,1.240,-0.426,0.446,0.826
1621096132700,2021-05-15T18.28.52.700,1.250,-0.424,0.445,0.830
