epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1618392532440,2021-04-14T11.28.52.440,0.000,0.057,-1.011,-0.109
1618392532450,2021-04-14T11.28.52.450,0.010,0.054,-1.019,-0.108
1618392532460,2021-04-14T11.28.52.460,0.020,0.050,-1.021,-0.105
1618392532470,2021-04-14T11.28.52.470,0.030,0.053,-1.026,-0.105
1618392532481,2021-04-14T11.28.52.481,0.041,0.053,-1.028,-0.103
1618392532491,2021-04-14T11.28.52.491,0.051,0.055,-1.030,-0.087
1618392532501,2021-04-14T11.28.52.501,0.061,0.064,-1.031,-0.082
1618392532511,2021-04-14T11.28.52.511,0.071,0.072,-1.031,-0.081
1618392532520,2021-04-14T11.28.52.520,0.080,0.066,-1.033,-0.083
1618392532531,2021-04-14T11.28.52.531,0.091,0.058,-1.033,-0.090
1618392532541,2021-04-14T11.28.52.541,0.101,0.054,-1.028,-0.101
1618392532551,2021-04-14T11.28.52.551,0.111,0.049,-1.026,-0.098
1618392532561,2021-04-14T11.28.52.561,0.121,0.049,-1.029,-0.090
1618392532572,2021-04-14T11.28.52.572,0.132,0.050,-1.027,-0.094
1618392532582,2021-04-14T11.28.52.582,0.142,0.050,-1.025,-0.094
1618392532591,2021-04-14T11.28.52.591,0.151,0.050,-1.023,-0.096
1618392532601,2021-04-14T11.28.52.601,0.161,0.044,-1.020,-0.104
1618392532611,2021-04-14T11.28.52.611,0.171,0.044,-1.018,-0.106
1618392532621,2021-04-14T11.28.52.621,0.181,0.049,-1.023,-0.100
1618392532632,2021-04-14T11.28.52.632,0.192,0.050,-1.024,-0.095
1618392532642,2021-04-14T11.28.52.642,0.202,0.053,-1.021,-0.092
1618392532652,2021-04-14T11.28.52.652,0.212,0.051,-1.025,-0.084
1618392532661,2021-04-14T11.28.52.661,0.221,0.045,-1.028,-0.084
1618392532671,2021-04-14T11.28.52.671,0.231,0.046,-1.029,-0.085
1618392532681,2021-04-14T11.28.52.681,0.241,0.046,-1.034,-0.088
1618392532692,2021-04-14T11.28.52.692,0.252,0.036,-1.038,-0.088
1618392532702,2021-04-14T11.28.52.702,0.262,0.041,-1.042,-0.090
1618392532712,2021-04-14T11.28.52.712,0.272,0.049,-1.045,-0.087
1618392532722,2021-04-14T11.28.52.722,0.282,0.052,-1.031,-0.078
1618392532733,2021-04-14T11.28.52.733,0.293,0.051,-1.028,-0.069
1618392532741,2021-04-14T11.28.52.741,0.301,0.054,-1.038,-0.070
1618392532752,2021-04-14T11.28.52.752,0.312,0.061,-1.043,-0.079
1618392532762,2021-04-14T11.28.52.762,0.322,0.060,-1.035,-0.078
1618392532772,2021-04-14T11.28.52.772,0.332,0.056,-1.026,-0.076
1618392532782,2021-04-14T11.28.52.782,0.342,0.055,-1.026,-0.084
1618392532793,2021-04-14T11.28.52.793,0.353,0.052,-1.031,-0.090
1618392532803,2021-04-14T11.28.52.803,0.363,0.045,-1.026,-0.090
1618392532812,2021-04-14T11.28.52.812,0.372,0.045,-1.022,-0.091
1618392532822,2021-04-14T11.28.52.822,0.382,0.051,-1.025,-0.089
1618392532832,2021-04-14T11.28.52.832,0.392,0.051,-1.028,-0.087
1618392532843,2021-04-14T11.28.52.843,0.403,0.048,-1.025,-0.091
1618392532853,2021-04-14T11.28.52.853,0.413,0.049,-1.024,-0.092
1618392532863,2021-04-14T11.28.52.863,0.423,0.045,-1.027,-0.092
1618392532873,2021-04-14T11.28.52.873,0.433,0.048,-1.032,-0.091
1618392532882,2021-04-14T11.28.52.882,0.442,0.051,-1.033,-0.089
1618392532892,2021-04-14T11.28.52.892,0.452,0.042,-1.036,-0.085
1618392532903,2021-04-14T11.28.52.903,0.463,0.040,-1.039,-0.085
1618392532913,2021-04-14T11.28.52.913,0.473,0.042,-1.036,-0.092
1618392532923,2021-04-14T11.28.52.923,0.483,0.045,-1.033,-0.089
1618392532933,2021-04-14T11.28.52.933,0.493,0.048,-1.036,-0.083
1618392532944,2021-04-14T11.28.52.944,0.504,0.049,-1.031,-0.083
1618392532952,2021-04-14T11.28.52.952,0.512,0.047,-1.030,-0.088
1618392532963,2021-04-14T11.28.52.963,0.523,0.049,-1.027,-0.097
1618392532973,2021-04-14T11.28.52.973,0.533,0.045,-1.023,-0.097
1618392532983,2021-04-14T11.28.52.983,0.543,0.040,-1.026,-0.096
1618392532993,2021-04-14T11.28.52.993,0.553,0.042,-1.033,-0.100
1618392533004,2021-04-14T11.28.53.004,0.564,0.043,-1.033,-0.100
1618392533014,2021-04-14T11.28.53.014,0.574,0.055,-1.032,-0.090
1618392533024,2021-04-14T11.28.53.024,0.584,0.060,-1.030,-0.079
1618392533033,2021-04-14T11.28.53.033,0.593,0.060,-1.027,-0.071
1618392533043,2021-04-14T11.28.53.043,0.603,0.058,-1.031,-0.075
1618392533053,2021-04-14T11.28.53.053,0.613,0.059,-1.031,-0.078
1618392533064,2021-04-14T11.28.53.064,0.624,0.061,-1.029,-0.076
1618392533074,2021-04-14T11.28.53.074,0.634,0.053,-1.034,-0.083
1618392533084,2021-04-14T11.28.53.084,0.644,0.050,-1.030,-0.083
1618392533094,2021-04-14T11.28.53.094,0.654,0.056,-1.034,-0.083
1618392533103,2021-04-14T11.28.53.103,0.663,0.053,-1.034,-0.076
1618392533114,2021-04-14T11.28.53.114,0.674,0.057,-1.030,-0.076
1618392533124,2021-04-14T11.28.53.124,0.684,0.060,-1.027,-0.085
1618392533134,2021-04-14T11.28.53.134,0.694,0.056,-1.028,-0.092
1618392533144,2021-04-14T11.28.53.144,0.704,0.051,-1.031,-0.094
1618392533155,2021-04-14T11.28.53.155,0.715,0.040,-1.032,-0.100
1618392533165,2021-04-14T11.28.53.165,0.725,0.042,-1.034,-0.100
1618392533175,2021-04-14T11.28.53.175,0.735,0.048,-1.036,-0.087
1618392533184,2021-04-14T11.28.53.184,0.744,0.051,-1.036,-0.078
1618392533194,2021-04-14T11.28.53.194,0.754,0.057,-1.039,-0.074
1618392533204,2021-04-14T11.28.53.204,0.764,0.057,-1.036,-0.074
1618392533215,2021-04-14T11.28.53.215,0.775,0.055,-1.031,-0.080
1618392533225,2021-04-14T11.28.53.225,0.785,0.051,-1.028,-0.088
1618392533235,2021-04-14T11.28.53.235,0.795,0.051,-1.022,-0.095
1618392533245,2021-04-14T11.28.53.245,0.805,0.056,-1.027,-0.100
1618392533254,2021-04-14T11.28.53.254,0.814,0.062,-1.030,-0.098
1618392533264,2021-04-14T11.28.53.264,0.824,0.069,-1.029,-0.094
1618392533275,2021-04-14T11.28.53.275,0.835,0.063,-1.026,-0.089
1618392533285,2021-04-14T11.28.53.285,0.845,0.048,-1.022,-0.090
1618392533295,2021-04-14T11.28.53.295,0.855,0.047,-1.024,-0.096
1618392533305,2021-04-14T11.28.53.305,0.865,0.048,-1.027,-0.097
1618392533316,2021-04-14T11.28.53.316,0.876,0.050,-1.030,-0.104
1618392533324,2021-04-14T11.28.53.324,0.884,0.050,-1.025,-0.105
1618392533335,2021-04-14T11.28.53.335,0.895,0.056,-1.028,-0.094
1618392533345,2021-04-14T11.28.53.345,0.905,0.060,-1.031,-0.087
1618392533355,2021-04-14T11.28.53.355,0.915,0.054,-1.027,-0.089
1618392533365,2021-04-14T11.28.53.365,0.925,0.050,-1.029,-0.103
1618392533376,2021-04-14T11.28.53.376,0.936,0.044,-1.032,-0.109
1618392533386,2021-04-14T11.28.53.386,0.946,0.036,-1.027,-0.111
1618392533395,2021-04-14T11.28.53.395,0.955,0.039,-1.027,-0.103
1618392533405,2021-04-14T11.28.53.405,0.965,0.048,-1.030,-0.091
1618392533415,2021-04-14T11.28.53.415,0.975,0.059,-1.037,-0.083
1618392533426,2021-04-14T11.28.53.426,0.986,0.055,-1.039,-0.088
1618392533436,2021-04-14T11.28.53.436,0.996,0.055,-1.035,-0.093
1618392533446,2021-04-14T11.28.53.446,1.006,0.056,-1.032,-0.094
1618392533456,2021-04-14T11.28.53.456,1.016,0.056,-1.026,-0.094
1618392533467,2021-04-14T11.28.53.467,1.027,0.053,-1.023,-0.099
1618392533475,2021-04-14T11.28.53.475,1.035,0.048,-1.020,-0.104
1618392533486,2021-04-14T11.28.53.486,1.046,0.052,-1.025,-0.099
1618392533496,2021-04-14T11.28.53.496,1.056,0.058,-1.028,-0.091
1618392533506,2021-04-14T11.28.53.506,1.066,0.062,-1.035,-0.083
1618392533516,2021-04-14T11.28.53.516,1.076,0.055,-1.034,-0.081
1618392533527,2021-04-14T11.28.53.527,1.087,0.051,-1.031,-0.087
1618392533537,2021-04-14T11.28.53.537,1.097,0.052,-1.031,-0.083
1618392533546,2021-04-14T11.28.53.546,1.106,0.050,-1.033,-0.085
1618392533556,2021-04-14T11.28.53.556,1.116,0.048,-1.034,-0.086
1618392533566,2021-04-14T11.28.53.566,1.126,0.056,-1.030,-0.086
1618392533576,2021-04-14T11.28.53.576,1.136,0.058,-1.030,-0.084
1618392533587,2021-04-14T11.28.53.587,1.147,0.054,-1.030,-0.086
1618392533597,2021-04-14T11.28.53.597,1.157,0.050,-1.033,-0.088
1618392533607,2021-04-14T11.28.53.607,1.167,0.054,-1.035,-0.085
