epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1621079691002,2021-05-15T13.54.51.002,0.000,-0.523,-0.587,-0.647
1621079691012,2021-05-15T13.54.51.012,0.010,-0.526,-0.592,-0.655
1621079691022,2021-05-15T13.54.51.022,0.020,-0.522,-0.590,-0.653
1621079691032,2021-05-15T13.54.51.032,0.030,-0.522,-0.589,-0.649
1621079691042,2021-05-15T13.54.51.042,0.040,-0.527,-0.592,-0.653
1621079691052,2021-05-15T13.54.51.052,0.050,-0.530,-0.590,-0.655
1621079691062,2021-05-15T13.54.51.062,0.060,-0.529,-0.587,-0.658
1621079691072,2021-05-15T13.54.51.072,0.070,-0.528,-0.587,-0.657
1621079691082,2021-05-15T13.54.51.082,0.080,-0.529,-0.586,-0.656
1621079691092,2021-05-15T13.54.51.092,0.090,-0.531,-0.587,-0.662
1621079691102,2021-05-15T13.54.51.102,0.100,-0.532,-0.591,-0.666
1621079691112,2021-05-15T13.54.51.112,0.110,-0.524,-0.592,-0.658
1621079691122,2021-05-15T13.54.51.122,0.120,-0.521,-0.593,-0.657
1621079691132,2021-05-15T13.54.51.132,0.130,-0.528,-0.587,-0.659
1621079691142,2021-05-15T13.54.51.142,0.140,-0.530,-0.586,-0.661
1621079691152,2021-05-15T13.54.51.152,0.150,-0.529,-0.588,-0.664
1621079691162,2021-05-15T13.54.51.162,0.160,-0.529,-0.587,-0.668
1621079691172,2021-05-15T13.54.51.172,0.170,-0.525,-0.588,-0.664
1621079691182,2021-05-15T13.54.51.182,0.180,-0.526,-0.589,-0.663
1621079691192,2021-05-15T13.54.51.192,0.190,-0.526,-0.583,-0.659
1621079691202,2021-05-15T13.54.51.202,0.200,-0.525,-0.586,-0.659
1621079691212,2021-05-15T13.54.51.212,0.210,-0.524,-0.588,-0.662
1621079691222,2021-05-15T13.54.51.222,0.220,-0.522,-0.589,-0.658
1621079691232,2021-05-15T13.54.51.232,0.230,-0.525,-0.585,-0.657
1621079691242,2021-05-15T13.54.51.242,0.240,-0.524,-0.586,-0.655
1621079691252,2021-05-15T13.54.51.252,0.250,-0.521,-0.586,-0.658
1621079691262,2021-05-15T13.54.51.262,0.260,-0.519,-0.587,-0.659
1621079691272,2021-05-15T13.54.51.272,0.270,-0.521,-0.586,-0.661
1621079691282,2021-05-15T13.54.51.282,0.280,-0.524,-0.585,-0.665
1621079691292,2021-05-15T13.54.51.292,0.290,-0.524,-0.588,-0.662
1621079691302,2021-05-15T13.54.51.302,0.300,-0.523,-0.588,-0.662
1621079691312,2021-05-15T13.54.51.312,0.310,-0.522,-0.586,-0.659
1621079691322,2021-05-15T13.54.51.322,0.320,-0.522,-0.585,-0.661
1621079691332,2021-05-15T13.54.51.332,0.330,-0.524,-0.583,-0.666
1621079691342,2021-05-15T13.54.51.342,0.340,-0.525,-0.585,-0.660
1621079691352,2021-05-15T13.54.51.352,0.350,-0.524,-0.586,-0.661
1621079691362,2021-05-15T13.54.51.362,0.360,-0.525,-0.584,-0.658
1621079691372,2021-05-15T13.54.51.372,0.370,-0.527,-0.584,-0.660
1621079691382,2021-05-15T13.54.51.382,0.380,-0.529,-0.586,-0.665
1621079691392,2021-05-15T13.54.51.392,0.390,-0.527,-0.585,-0.670
1621079691402,2021-05-15T13.54.51.402,0.400,-0.525,-0.587,-0.665
1621079691412,2021-05-15T13.54.51.412,0.410,-0.524,-0.584,-0.662
1621079691422,2021-05-15T13.54.51.422,0.420,-0.527,-0.585,-0.664
1621079691432,2021-05-15T13.54.51.432,0.430,-0.525,-0.585,-0.663
1621079691442,2021-05-15T13.54.51.442,0.440,-0.524,-0.583,-0.661
1621079691452,2021-05-15T13.54.51.452,0.450,-0.526,-0.583,-0.667
1621079691462,2021-05-15T13.54.51.462,0.460,-0.523,-0.585,-0.665
1621079691472,2021-05-15T13.54.51.472,0.470,-0.524,-0.586,-0.667
1621079691482,2021-05-15T13.54.51.482,0.480,-0.526,-0.584,-0.662
1621079691492,2021-05-15T13.54.51.492,0.490,-0.524,-0.584,-0.665
