epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1621079691032,2021-05-15T13.54.51.032,0.000,-1.280,0.976,1.037
1621079691042,2021-05-15T13.54.51.042,0.010,-0.976,0.732,1.402
1621079691052,2021-05-15T13.54.51.052,0.020,-1.220,1.341,0.915
1621079691062,2021-05-15T13.54.51.062,0.030,-1.280,1.524,0.854
1621079691072,2021-05-15T13.54.51.072,0.040,-1.341,1.341,0.854
1621079691082,2021-05-15T13.54.51.082,0.050,-1.463,1.220,0.732
1621079691092,2021-05-15T13.54.51.092,0.060,-1.463,1.463,0.610
1621079691102,2021-05-15T13.54.51.102,0.070,-1.402,1.463,0.488
1621079691112,2021-05-15T13.54.51.112,0.080,-1.524,1.098,0.427
1621079691122,2021-05-15T13.54.51.122,0.090,-1.646,0.427,0.488
1621079691132,2021-05-15T13.54.51.132,0.100,-1.159,0.427,0.305
1621079691142,2021-05-15T13.54.51.142,0.110,-0.976,1.098,-0.061
1621079691152,2021-05-15T13.54.51.152,0.120,-0.976,1.280,-0.244
1621079691162,2021-05-15T13.54.51.162,0.130,-0.854,0.976,-0.305
1621079691172,2021-05-15T13.54.51.172,0.140,-0.854,0.915,-0.305
1621079691182,2021-05-15T13.54.51.182,0.150,-0.732,0.793,-0.427
1621079691192,2021-05-15T13.54.51.192,0.160,-0.610,0.854,-0.488
1621079691202,2021-05-15T13.54.51.202,0.170,-0.610,0.915,-0.671
1621079691212,2021-05-15T13.54.51.212,0.180,-0.549,0.732,-0.671
1621079691222,2021-05-15T13.54.51.222,0.190,-0.549,0.488,-0.610
1621079691232,2021-05-15T13.54.51.232,0.200,-0.488,0.305,-0.610
1621079691242,2021-05-15T13.54.51.242,0.210,-0.488,0.427,-0.549
1621079691252,2021-05-15T13.54.51.252,0.220,-0.549,0.793,-0.427
1621079691262,2021-05-15T13.54.51.262,0.230,-0.427,0.976,-0.488
1621079691272,2021-05-15T13.54.51.272,0.240,-0.549,0.915,-0.488
1621079691282,2021-05-15T13.54.51.282,0.250,-0.610,0.915,-0.366
1621079691292,2021-05-15T13.54.51.292,0.260,-0.671,0.854,-0.183
1621079691302,2021-05-15T13.54.51.302,0.270,-0.610,0.671,0.000
1621079691312,2021-05-15T13.54.51.312,0.280,-0.549,0.488,0.122
1621079691322,2021-05-15T13.54.51.322,0.290,-0.732,0.427,0.244
1621079691332,2021-05-15T13.54.51.332,0.300,-0.732,0.366,0.305
