epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1621177199957,2021-05-16T16.59.59.957,0.000,-0.486,-0.858,-0.246
1621177199967,2021-05-16T16.59.59.967,0.010,-0.470,-0.867,-0.253
1621177199977,2021-05-16T16.59.59.977,0.020,-0.474,-0.881,-0.256
1621177199987,2021-05-16T16.59.59.987,0.030,-0.484,-0.891,-0.253
1621177199997,2021-05-16T16.59.59.997,0.040,-0.488,-0.889,-0.268
1621177200007,2021-05-16T17.00.00.007,0.050,-0.485,-0.887,-0.283
1621177200017,2021-05-16T17.00.00.017,0.060,-0.479,-0.880,-0.290
1621177200027,2021-05-16T17.00.00.027,0.070,-0.470,-0.881,-0.285
1621177200037,2021-05-16T17.00.00.037,0.080,-0.476,-0.875,-0.275
1621177200047,2021-05-16T17.00.00.047,0.090,-0.496,-0.881,-0.272
1621177200057,2021-05-16T17.00.00.057,0.100,-0.498,-0.880,-0.257
1621177200067,2021-05-16T17.00.00.067,0.110,-0.498,-0.880,-0.245
1621177200077,2021-05-16T17.00.00.077,0.120,-0.496,-0.875,-0.239
1621177200087,2021-05-16T17.00.00.087,0.130,-0.479,-0.870,-0.253
1621177200097,2021-05-16T17.00.00.097,0.140,-0.481,-0.875,-0.284
1621177200107,2021-05-16T17.00.00.107,0.150,-0.476,-0.893,-0.293
1621177200117,2021-05-16T17.00.00.117,0.160,-0.455,-0.893,-0.289
1621177200127,2021-05-16T17.00.00.127,0.170,-0.463,-0.898,-0.294
1621177200137,2021-05-16T17.00.00.137,0.180,-0.473,-0.899,-0.291
1621177200147,2021-05-16T17.00.00.147,0.190,-0.469,-0.888,-0.286
1621177200157,2021-05-16T17.00.00.157,0.200,-0.477,-0.883,-0.296
1621177200167,2021-05-16T17.00.00.167,0.210,-0.476,-0.886,-0.285
1621177200177,2021-05-16T17.00.00.177,0.220,-0.483,-0.881,-0.251
1621177200187,2021-05-16T17.00.00.187,0.230,-0.468,-0.871,-0.258
1621177200197,2021-05-16T17.00.00.197,0.240,-0.506,-0.903,-0.260
1621177200207,2021-05-16T17.00.00.207,0.250,-0.457,-0.875,-0.227
1621177200217,2021-05-16T17.00.00.217,0.260,-0.479,-0.888,-0.260
1621177200227,2021-05-16T17.00.00.227,0.270,-0.468,-0.890,-0.274
1621177200237,2021-05-16T17.00.00.237,0.280,-0.457,-0.885,-0.283
1621177200247,2021-05-16T17.00.00.247,0.290,-0.467,-0.893,-0.287
1621177200257,2021-05-16T17.00.00.257,0.300,-0.461,-0.900,-0.275
1621177200267,2021-05-16T17.00.00.267,0.310,-0.459,-0.898,-0.259
1621177200277,2021-05-16T17.00.00.277,0.320,-0.473,-0.896,-0.249
1621177200287,2021-05-16T17.00.00.287,0.330,-0.485,-0.894,-0.238
1621177200297,2021-05-16T17.00.00.297,0.340,-0.500,-0.886,-0.234
1621177200307,2021-05-16T17.00.00.307,0.350,-0.505,-0.878,-0.242
1621177200317,2021-05-16T17.00.00.317,0.360,-0.497,-0.872,-0.266
1621177200327,2021-05-16T17.00.00.327,0.370,-0.476,-0.874,-0.292
1621177200337,2021-05-16T17.00.00.337,0.380,-0.448,-0.885,-0.309
1621177200347,2021-05-16T17.00.00.347,0.390,-0.432,-0.900,-0.304
1621177200357,2021-05-16T17.00.00.357,0.400,-0.437,-0.909,-0.277
1621177200367,2021-05-16T17.00.00.367,0.410,-0.450,-0.906,-0.263
1621177200377,2021-05-16T17.00.00.377,0.420,-0.467,-0.906,-0.255
1621177200387,2021-05-16T17.00.00.387,0.430,-0.476,-0.905,-0.253
1621177200397,2021-05-16T17.00.00.397,0.440,-0.481,-0.902,-0.253
1621177200407,2021-05-16T17.00.00.407,0.450,-0.484,-0.893,-0.259
1621177200417,2021-05-16T17.00.00.417,0.460,-0.474,-0.884,-0.275
1621177200427,2021-05-16T17.00.00.427,0.470,-0.458,-0.880,-0.288
1621177200437,2021-05-16T17.00.00.437,0.480,-0.452,-0.882,-0.291
1621177200447,2021-05-16T17.00.00.447,0.490,-0.458,-0.891,-0.283
1621177200457,2021-05-16T17.00.00.457,0.500,-0.461,-0.893,-0.268
1621177200467,2021-05-16T17.00.00.467,0.510,-0.472,-0.894,-0.267
1621177200477,2021-05-16T17.00.00.477,0.520,-0.474,-0.890,-0.272
1621177200487,2021-05-16T17.00.00.487,0.530,-0.475,-0.889,-0.277
1621177200497,2021-05-16T17.00.00.497,0.540,-0.476,-0.889,-0.281
1621177200507,2021-05-16T17.00.00.507,0.550,-0.478,-0.891,-0.277
1621177200517,2021-05-16T17.00.00.517,0.560,-0.476,-0.889,-0.271
1621177200527,2021-05-16T17.00.00.527,0.570,-0.471,-0.887,-0.271
1621177200537,2021-05-16T17.00.00.537,0.580,-0.464,-0.882,-0.271
1621177200547,2021-05-16T17.00.00.547,0.590,-0.465,-0.879,-0.273
1621177200557,2021-05-16T17.00.00.557,0.600,-0.471,-0.880,-0.277
1621177200567,2021-05-16T17.00.00.567,0.610,-0.479,-0.889,-0.279
1621177200577,2021-05-16T17.00.00.577,0.620,-0.480,-0.891,-0.273
1621177200587,2021-05-16T17.00.00.587,0.630,-0.478,-0.882,-0.276
1621177200597,2021-05-16T17.00.00.597,0.640,-0.474,-0.882,-0.283
1621177200607,2021-05-16T17.00.00.607,0.650,-0.472,-0.879,-0.281
1621177200617,2021-05-16T17.00.00.617,0.660,-0.476,-0.883,-0.276
1621177200627,2021-05-16T17.00.00.627,0.670,-0.481,-0.880,-0.271
1621177200637,2021-05-16T17.00.00.637,0.680,-0.498,-0.883,-0.258
1621177200647,2021-05-16T17.00.00.647,0.690,-0.524,-0.888,-0.236
1621177200657,2021-05-16T17.00.00.657,0.700,-0.525,-0.889,-0.223
1621177200667,2021-05-16T17.00.00.667,0.710,-0.505,-0.885,-0.225
1621177200677,2021-05-16T17.00.00.677,0.720,-0.488,-0.878,-0.236
1621177200687,2021-05-16T17.00.00.687,0.730,-0.472,-0.870,-0.267
1621177200697,2021-05-16T17.00.00.697,0.740,-0.464,-0.869,-0.298
1621177200707,2021-05-16T17.00.00.707,0.750,-0.458,-0.877,-0.297
1621177200717,2021-05-16T17.00.00.717,0.760,-0.462,-0.892,-0.273
1621177200727,2021-05-16T17.00.00.727,0.770,-0.476,-0.887,-0.247
1621177200737,2021-05-16T17.00.00.737,0.780,-0.483,-0.878,-0.244
1621177200747,2021-05-16T17.00.00.747,0.790,-0.487,-0.878,-0.243
1621177200757,2021-05-16T17.00.00.757,0.800,-0.492,-0.874,-0.214
1621177200767,2021-05-16T17.00.00.767,0.810,-0.493,-0.870,-0.175
1621177200777,2021-05-16T17.00.00.777,0.820,-0.484,-0.842,-0.213
1621177200787,2021-05-16T17.00.00.787,0.830,-0.441,-0.817,-0.304
1621177200797,2021-05-16T17.00.00.797,0.840,-0.458,-0.867,-0.376
1621177200807,2021-05-16T17.00.00.807,0.850,-0.467,-0.932,-0.368
1621177200817,2021-05-16T17.00.00.817,0.860,-0.418,-0.928,-0.328
1621177200827,2021-05-16T17.00.00.827,0.870,-0.397,-0.914,-0.290
1621177200837,2021-05-16T17.00.00.837,0.880,-0.404,-0.908,-0.254
1621177200847,2021-05-16T17.00.00.847,0.890,-0.430,-0.898,-0.223
1621177200857,2021-05-16T17.00.00.857,0.900,-0.456,-0.885,-0.214
1621177200867,2021-05-16T17.00.00.867,0.910,-0.483,-0.883,-0.202
1621177200877,2021-05-16T17.00.00.877,0.920,-0.500,-0.874,-0.210
1621177200887,2021-05-16T17.00.00.887,0.930,-0.477,-0.844,-0.259
1621177200897,2021-05-16T17.00.00.897,0.940,-0.426,-0.846,-0.296
1621177200907,2021-05-16T17.00.00.907,0.950,-0.423,-0.883,-0.339
1621177200917,2021-05-16T17.00.00.917,0.960,-0.431,-0.926,-0.340
1621177200927,2021-05-16T17.00.00.927,0.970,-0.417,-0.943,-0.345
1621177200937,2021-05-16T17.00.00.937,0.980,-0.401,-0.936,-0.383
1621177200947,2021-05-16T17.00.00.947,0.990,-0.386,-0.945,-0.429
1621177200957,2021-05-16T17.00.00.957,1.000,-0.369,-0.969,-0.446
1621177200967,2021-05-16T17.00.00.967,1.010,-0.361,-0.980,-0.409
1621177200977,2021-05-16T17.00.00.977,1.020,-0.344,-0.960,-0.340
1621177200987,2021-05-16T17.00.00.987,1.030,-0.329,-0.940,-0.276
1621177200997,2021-05-16T17.00.00.997,1.040,-0.352,-0.939,-0.272
1621177201007,2021-05-16T17.00.01.007,1.050,-0.375,-0.945,-0.273
1621177201017,2021-05-16T17.00.01.017,1.060,-0.385,-0.949,-0.274
1621177201027,2021-05-16T17.00.01.027,1.070,-0.389,-0.938,-0.272
1621177201037,2021-05-16T17.00.01.037,1.080,-0.374,-0.934,-0.278
