epoch (ms),time (01:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1620668600365,2021-05-10T19:43:20.365,0.000,-77.866,-152.012,6.585
1620668600375,2021-05-10T19:43:20.375,0.010,-79.329,-152.744,6.463
1620668600385,2021-05-10T19:43:20.385,0.020,-85.671,-152.622,4.817
1620668600395,2021-05-10T19:43:20.395,0.030,-94.573,-149.207,3.720
1620668600405,2021-05-10T19:43:20.405,0.040,-100.793,-145.366,1.951
1620668600415,2021-05-10T19:43:20.415,0.050,-105.854,-146.463,-0.549
1620668600425,2021-05-10T19:43:20.425,0.060,-110.915,-156.463,-4.573
1620668600435,2021-05-10T19:43:20.435,0.070,-113.841,-177.073,-10.000
1620668600445,2021-05-10T19:43:20.445,0.080,-116.951,-203.293,-14.146
1620668600455,2021-05-10T19:43:20.455,0.090,-121.463,-223.293,-16.280
1620668600465,2021-05-10T19:43:20.465,0.100,-125.915,-231.280,-15.854
1620668600475,2021-05-10T19:43:20.475,0.110,-130.366,-226.159,-13.598
1620668600485,2021-05-10T19:43:20.485,0.120,-134.756,-209.878,-10.305
1620668600495,2021-05-10T19:43:20.495,0.130,-137.073,-197.317,-9.390
1620668600505,2021-05-10T19:43:20.505,0.140,-136.585,-204.207,-14.573
1620668600515,2021-05-10T19:43:20.515,0.150,-135.610,-229.146,-20.427
1620668600525,2021-05-10T19:43:20.525,0.160,-133.963,-257.317,-26.585
1620668600535,2021-05-10T19:43:20.535,0.170,-130.244,-271.037,-32.866
1620668600545,2021-05-10T19:43:20.545,0.180,-126.463,-271.341,-33.720
1620668600555,2021-05-10T19:43:20.555,0.190,-123.354,-251.098,-29.756
1620668600565,2021-05-10T19:43:20.565,0.200,-116.951,-198.659,-22.805
1620668600575,2021-05-10T19:43:20.575,0.210,-106.159,-127.012,-18.110
1620668600585,2021-05-10T19:43:20.585,0.220,-93.354,-56.707,-15.610
1620668600595,2021-05-10T19:43:20.595,0.230,-79.085,-5.793,-17.744
1620668600605,2021-05-10T19:43:20.605,0.240,-67.073,40.183,-21.159
1620668600615,2021-05-10T19:43:20.615,0.250,-60.305,79.939,-26.951
1620668600625,2021-05-10T19:43:20.625,0.260,-57.256,103.110,-31.951
1620668600635,2021-05-10T19:43:20.635,0.270,-54.085,117.683,-38.354
1620668600645,2021-05-10T19:43:20.645,0.280,-50.000,128.293,-46.524
1620668600655,2021-05-10T19:43:20.655,0.290,-48.232,118.415,-55.793
1620668600665,2021-05-10T19:43:20.665,0.300,-47.622,88.476,-66.524
